Astrocytes,Microglia,Neuron,Oligodendrocytes,Endothelia
STK17B,RASAL3,PITPNM3,VCAN,UBXN2A
STK36,RASD2,PIWIL2,VIPR2,UNC45B
STK38L,RASSF4,PKIB,VLDLR,USHBP1
STON2,RASSF5,PLA2G4E,VMP1,USP18
STT3B,RBM34,PLA2G4F,VPS13B,USP3
SUCLG2,RBM38,PLCD3,VSNL1,USP43
SUOX,RBM47,PLCH2,VSTM2B,USP53
SYBU,RCAN1,PLCXD2,WASF1,USP6NL
SYCP2,RCSD1,PLCXD3,WDHD1,UTP14A
SYNE1,REL,PLCZ1,WFIKKN1,UTRN
SYNM,RELA,PLEK2,CCN6,VAMP5
SYNPO2,RELB,PLEKHA5,WNT10A,VANGL1
SYPL2,RENBP,PLEKHA7,WNT4,VEGFC
SYT11,RFTN1,PLG,WNT6,VIL1
TACO1,RGS1,PLIN5,XKR5,VSIG2
TAF1,RGS10,PLXNA2,XPO6,VTN
TAGLN,RGS14,PNCK,XRCC3,VWA3A
TANK,RGS19,PNMA1,XYLT1,VWF
TBC1D10A,RGS2,PNMA2,YTHDC2,TCEAL9
TBCE,RHBDF2,PNOC,RTL4,WDR86
TFAP2C,RHOB,POGZ,ZCCHC17,WEE1
TCTN3,RHOG,POLA1,ZCCHC24,WFDC1
TEAD1,RHOH,POLA2,ZDHHC14,WNT5B
TECTB,RILPL1,POLR2D,ZDHHC15,WWC2
TEKT1,RILPL2,POMGNT2,ZDHHC2,WWTR1
TEKT4,RIN3,POPDC3,ZDHHC23,XAF1
TEKT5,RINL,POU4F1,ZFHX4,XIAP
TET2,RIPK3,PPARGC1B,ZNF365,YES1
TEX9,RNASE10,PPFIA2,ZFP41,ZAP70
TGFB2,RNASE12,PPIF,ZNF462,TUT7
THBS1,RNASE4,PPM1D,ZNF579,ZDHHC20
THBS4,RNASE6,PPM1E,ZNF648,ZFAND2A
THEM4,RNASEL,PPP1R1B,ZNF791,ZFP69
THOC1,RNASET2,PPP3CB,ZNF276,ZIC3
THOC2,RNF114,PQBP1,ZNF281,
TIMM21,RNF166,SLC66A3,ZZEF1,
TIMP3,RNF19B,PRDM8,SEPTIN5,
TJP2,RNF213,PREPL,,
TLCD1,RNH1,PRIM1,,
TM7SF2,RNPEP,PRKACB,,
TMC7,ROGDI,PRKAR1B,,
TLCD5,RP2,PRKAR2B,,
TMEM161B,RPL10,PRKCG,,
TMEM176B,RPL19,PRKCE,,
TMEM218,RPL3,PRKRIP1,,
TMEM229A,RPL30,PRLHR,,
TMEM259,RPS6KA1,PRMT8,,
TMEM82,RPS6KA4,PROKR2,,
TMEM86B,RPTOR,PROX1,,
TMPRSS7,RRAD,PRPH,,
TNC,RRAGA,PRPS1,,
TNFAIP8,RRAGC,PRR12,,
TNFRSF19,RTN4RL1,PRRC2B,,
TNNI3,RUFY1,PRRT2,,
TNNT3,SNX29,PRTN3,,
TOB1,RUNX1,PRUNE2,,
TOM1L1,RUNX3,PSD,,
TOM1L2,RXRA,PSME4,,
TPBG,RXRB,PTCHD1,,
TPMT,S100A8,PTH2R,,
TRAF3,S100A9,PTPRN2,,
TRAK1,S1PR4,PYCR1,,
TRH,SAG,QSER1,,
TRIB2,SALL1,RAB11FIP2,,
TRIL,SAMHD1,RAB11FIP4,,
TRIM9,SAP30,RAB26,,
TRIP11,SASH3,RAB3A,,
TRMT12,SAT1,RAB3B,,
TRPM3,SBNO2,RAB3C,,
TRPM7,SCAMP2,RAB3D,,
TRPS1,SCLY,RAB6B,,
TSC22D4,SCPEP1,RAB9B,,
TSGA10,SDC4,RAC3,,
TSKU,SELPLG,RADIL,,
TSPAN7,SERINC3,RAI1,,
TST,SERPINA3,RAI2,,
TTC12,SERPINB6,RALGPS2,,
TTC14,SERPINB8,RALYL,,
TTC21A,SERPINE1,RAMP3,,
TTC21B,SERPINF2,RAPGEFL1,,
TTC37,SPI1,RARB,,
TTC9,SFT2D1,RASGEF1A,,
TTLL4,SFT2D2,RASGEF1C,,
TTLL8,SFXN2,RASGRP2,,
TTPA,SGK1,RASSF6,,
TTYH1,SGPL1,RASSF7,,
TTYH3,SGSH,RB1,,
TULP3,SH2B2,RBFOX1,,
TXNRD3,SH2B3,RBFOX2,,
UBE2F,SH3BP1,RBM15B,,
UCP3,SH3BP2,RBM38,,
UGT1A6,SH3KBP1,RBM4,,
UPF3B,SH3PXD2A,RBM4B,,
UPP1,SH3TC1,RBMS3,,
UQCRHL,SHC1,RCAN2,,
USP54,SHKBP1,RCAN3,,
VAV3,SHMT1,RCOR2,,
VCAM1,SIAE,RELL2,,
VCL,SIGLEC1,RELN,,
VEGFA,SIGLEC8,REM2,,
VEPH1,SIGLEC9,RETN,,
VEZT,SIGLEC10,RFX1,,
VGLL2,SIPA1,RFX3,,
VHL,SIRPA,RTL9,,
VIT,SKAP2,RGMB,,
VNN1,SKI,RGS11,,
VPS13C,SLA,RGS17,,
VPS13D,SLAMF1,RGS4,,
VWA8,SLAMF6,RGS7BP,,
WASF3,SLAMF8,RGS8,,
CFAP52,SLAMF9,RHBDL1,,
WDR19,SLC10A3,RHOF,,
WDR35,SLC10A6,RHOV,,
CFAP44,SLC11A1,RIMBP2,,
DYNC2I1,SLC11A2,RIMS3,,
DNAI3,SLC12A7,RIMS4,,
DNAI4,SLC15A3,RIPK4,,
CFAP43,SLC15A4,RIT2,,
WNT7A,SLC16A10,CARMIL2,,
WSB1,SLC16A3,RNASEH2B,,
WWC1,SLC16A6,RND3,,
XKRX,SLC17A9,RNF152,,
YAP1,SLC25A10,RNF165,,
ZBTB20,SLC25A45,RNF214,,
ZBTB25,SLC29A1,RNFT2,,
ZBTB37,SLC29A3,RNPC3,,
ZBTB41,SLC2A5,ROBO2,,
ZCCHC24,SLC2A8,RPP25,,
ZDHHC21,SLC2A9,RPS19BP1,,
ZFC3H1,SLC30A3,RRM2,,
ZNF546,SLC35A3,RSPH4A,,
ZNF112,SLC35C2,RSPO1,,
ZNF142,SLC36A1,RSPO2,,
ZNF665,SLC36A2,RTBDN,,
ZNF280C,SLC38A10,RTL1,,
ZFP36L2,SLC38A7,RTN1,,
ZNF449,SLC39A1,RTN4R,,
ZNF507,SLC39A4,RTN4RL2,,
ZNF780A,SLC43A1,RUFY3,,
ZNF2,SLC43A2,RUNDC3B,,
ZNF799,SLC44A2,RUNX1T1,,
ZNF839,SLC46A1,RUSC1,,
ZNF879,SLC5A10,RXFP1,,
ZHX2,SLC7A7,RYR2,,
ZHX3,SLC7A8,SAMD10,,
ZMYND10,SLC9A9,SAMD14,,
ZNRF3,SLCO2B1,SAMD3,,
ZRANB3,SLCO4A1,SAP130,,
ZSCAN12,SLFN13,SARM1,,
ZSCAN20,SLMAP,SATB2,,
MARCHF2,SMAD3,SBK1,,
KIAA0100,SMAP2,SBSN,,
,SMARCD2,SCAI,,
,SMCR8,SCMH1,,
,SMPDL3B,SCML4,,
,SNN,SCN2B,,
,SNTA1,SCN3B,,
,SNX17,SCN4B,,
,SNX2,SCN5A,,
,SNX20,SCN9A,,
,SNX5,SCRT1,,
,SNX8,SCRT2,,
,SNX9,SCUBE3,,
,SOAT2,SCX,,
,SOCS3,SDK2,,
,SORD,SDR39U1,,
,SOX15,SDSL,,
,SP110,SEMA3A,,
,SP140,SEMA4G,,
,SPATA13,SEMA6C,,
,SPCS3,SENP3,,
,SPG11,SENP7,,
,SPG21,SEPTIN3,,
,SPHK1,SEPTIN6,,
,SPHK2,SERP2,,
,SPIB,SERPINC1,,
,SPIC,SERPINI1,,
,SPN,SERTAD4,,
,SPNS3,SETD2,,
,SPP1,SEZ6,,
,SQOR,SEZ6L2,,
,SRD5A3,SFSWAP,,
,SRGAP2,SFXN3,,
,SRRD,SGIP1,,
,SRSF6,SGSM1,,
,SRSF9,SGTB,,
,SRXN1,SH2D7,,
,ST14,SH3GL2,,
,ST3GAL2,SH3RF3,,
,ST6GALNAC4,SH3YL1,,
,STAB1,SHANK1,,
,STAMBPL1,SHANK2,,
,STARD3,SHISA6,,
,STAT1,SIDT1,,
,STAT2,SIN3B,,
,STAT5B,SIPA1L1,,
,STAT6,SIPA1L3,,
,STK10,SIRT6,,
,STK11IP,SIX3,,
,STK40,SLC10A4,,
,STX11,SLC12A5,,
,STXBP2,SLC17A6,,
,STXBP5,SLC17A8,,
,SUMO3,SLC18A2,,
,SUN2,SLC18A3,,
,SUSD3,SLC22A15,,
,SYK,SLC24A2,,
,SYNGR1,SLC24A3,,
,SYNGR2,SLC25A22,,
,TAGAP,SLC25A27,,
,TAOK3,SLC27A2,,
,TAP1,SLC27A3,,
,TAP2,SLC2A13,,
,TAPBP,SLC2A3,,
,TATDN2,SLC32A1,,
,TBC1D10A,SLC35D3,,
,TBC1D10C,SLC35E1,,
,TBC1D13,SLC35F4,,
,TBC1D22A,SLC37A1,,
,TBC1D2B,SLC38A1,,
,TBXAS1,SLC38A4,,
,TCAP,SLC5A7,,
,TFE3,SLC6A15,,
,TFEC,SLC6A17,,
,TCIRG1,SLC6A7,,
,TCN2,SLC7A14,,
,TEP1,SLC7A4,,
,TGFB1,SLC9A6,,
,TGFBI,SLCO5A1,,
,TGFBR1,SLFN13,,
,TGFBRAP1,SLIT1,,
,TGIF1,SLIT3,,
,TGIF2,SMARCA5,,
,TGM1,SMARCAL1,,
,TGM2,SMARCD3,,
,TICAM1,SMC4,,
,TIFA,SMC5,,
,TIFAB,SMG1,,
,TIMD4,SMG7,,
,TK1,SMG8,,
,TK2,SMPD3,,
,TLCD2,SMPD4,,
,TLE3,SMS,,
,TLN1,SNAP25,,
,TLR1,SNAP91,,
,TLR2,SNCA,,
,TLR3,SNCB,,
,TLR5,SNRPN,,
,TLR6,SNTG2,,
,TLR7,SNX10,,
,TLR8,SNX16,,
,TLR9,SNX21,,
,TMCO4,SOBP,,
,TMEM104,SOX11,,
,TMEM106A,SOX4,,
,TMEM119,SP8,,
,STING1,SP9,,
,TMEM179B,SPATA2L,,
,TMEM185B,SPC25,,
,TMEM202,SPDEF,,
,PACC1,SPEN,,
,TMEM219,SPHKAP,,
,TMEM221,SPIN1,,
,TMEM52,SPINT2,,
,TMEM63A,SPTBN4,,
,TMEM86A,SPOCK1,,
,MYMK,SPRYD3,,
,TNF,SRGAP3,,
,TNFAIP2,SRRM4,,
,TNFAIP3,SS18L1,,
,TNFAIP8L2,SSBP2,,
,TNFRSF11A,SSBP3,,
,TNFRSF13B,SSH2,,
,TNFRSF14,ZNRD2,,
,TNFRSF17,SST,,
,TNFRSF1A,SSTR2,,
,TNFRSF1B,SSTR4,,
,TNFSF13,ST18,,
,TNFSF14,ST7,,
,TNFSF18,ST8SIA2,,
,TNIP2,ST8SIA3,,
,TNNI2,ST8SIA5,,
,TNS4,STAC,,
,TOP3A,STAU2,,
,TOR3A,STK32B,,
,TOR4A,STK32C,,
,TPD52,STMN1,,
,TPM3,STMN2,,
,TPP1,STMN3,,
,TPST2,STRBP,,
,TRADD,STX19,,
,TRAF2,STX1A,,
,TRAF3IP3,STX1B,,
,TRAF5,STXBP1,,
,TREM1,SUDS3,,
,TREM2,SUGP1,,
,TREML1,SUGP2,,
,TREML2,SULT4A1,,
,TREX1,SUSD2,,
,TRIB1,SUV39H2,,
,TRIM14,SUZ12,,
,TRIM21,SV2B,,
,TRIM47,SV2C,,
,TRIM65,SVOP,,
,TRMT2A,SYN1,,
,TRPM2,SYN2,,
,TRPM4,SYN3,,
,TRPV2,SYNE2,,
,TRPV4,SYNGAP1,,
,TSLP,SYNGR3,,
,TSPAN14,SYNPR,,
,TSPAN32,SYP,,
,TSPAN33,SYT1,,
,TSPAN8,SYT10,,
,TTC39B,SYT13,,
,TTC7A,SYT17,,
,TUBA4A,SYT2,,
,TUBB6,SYT3,,
,TWF2,SYT4,,
,TXNIP,SYT5,,
,TXNRD1,SYT6,,
,TYROBP,SYT7,,
,UBA7,SYTL1,,
,UBASH3B,TAC3,,
,UBC,TACC3,,
,UBE2G2,TACR1,,
,UCP2,TANC2,,
,UHRF1BP1,TAS1R1,,
,UMPS,TASP1,,
,UNC13D,TBC1D7,,
,UNC93B1,TBR1,,
,USP25,TBX6,,
,USP35,TCEAL7,,
,VAMP8,TCERG1L,,
,VASP,TCF20,,
,VAV1,TCF4,,
,VAV2,TFAP2D,,
,VIPR1,TCP11,,
,VPREB3,TDRD3,,
,VPS13C,TDRD6,,
,VPS18,TEAD1,,
,VPS37B,TECTA,,
,VRK2,TEKT2,,
,VWA5A,TERF2,,
,WAS,TERF2IP,,
,WASF2,TET3,,
,WDFY2,TEX15,,
,WDFY4,TEX30,,
,WDR55,TGFB1,,
,WDR81,TH,,
,WNT11,THBS2,,
,WWP2,THSD7A,,
,XCR1,THSD7B,,
,XDH,THY1,,
,XIRP1,TIAM2,,
,YKT6,TIMELESS,,
,ZBTB32,TLE3,,
,ZBTB8OS,TLK2,,
,ZC3H10,TM4SF5,,
,ZC3H12A,TMEM130,,
,ZC3H6,TMEM132A,,
,ZC3HAV1,TMEM145,,
,ZFHX3,TMEM150C,,
,ZNF296,TMEM158,,
,ZFP36,TMEM169,,
,ZNF385A,TMEM178A,,
,ZNF513,TMEM198,,
,ZNF691,TMEM200A,,
,ZNF697,TMEM210,,
,ZNF703,TMEM35A,,
,ZNF710,TMEM59L,,
,ZFPM1,TMEM63C,,
,ZFYVE26,SYNDIG1L,,
,ZMYND15,TMEM91,,
,ZNFX1,TMPPE,,
,ZSWIM4,TMPRSS2,,
,ZYX,TNFAIP8L3,,
,,TNRC6C,,
,,TOP2A,,
,,TPX2,,
,,TRANK1,,
,,TRAPPC6B,,
,,TFR2,,
,,TRIM17,,
,,TRIM33,,
,,TRIM46,,
,,TRIM66,,
,,TRIM67,,
,,TRNP1,,
,,TRO,,
,,TP53I11,,
,,TP73,,
,,TRPC3,,
,,TRPC4,,
,,TRPC5,,
,,TRPC6,,
,,TRPC7,,
,,TRPV1,,
,,TRPV6,,
,,TRRAP,,
,,TSC22D2,,
,,TSPYL4,,
,,TTBK2,,
,,TTC22,,
,,TTC26,,
,,TTC34,,
,,TTC39A,,
,,TTL,,
,,TUBB2A,,
,,TUBB3,,
,,TUBG2,,
,,TUFT1,,
,,TULP1,,
,,TUSC3,,
,,TWSG1,,
,,UBASH3B,,
,,UBE2C,,
,,UBE2O,,
,,UBE2QL1,,
,,UBE2V2,,
,,UBFD1,,
,,UBQLN1,,
,,UBQLN2,,
,,UCHL1,,
,,UFSP1,,
,,UGGT2,,
,,ULK1,,
,,UNC119,,
,,UNC13A,,
,,UNC5A,,
,,UNC5D,,
,,UPF2,,
,,UPK3A,,
,,UPP2,,
,,URB1,,
,,USP11,,
,,USP22,,
,,USP28,,
,,USP29,,
,,USP48,,
,,USP9X,,
,,UTP23,,
,,UTP3,,
,,VAMP2,,
,,VASH2,,
,,VEZF1,,
,,VGF,,
,,VIP,,
,,VKORC1L1,,
,,VOPP1,,
,,DCAF1,,
,,VSNL1,,
,,VSTM2A,,
,,VSTM2L,,
,,VWA5B2,,
,,VWC2,,
,,VWC2L,,
,,VWCE,,
,,WDHD1,,
,,WDR47,,
,,WDR74,,
,,WRAP73,,
,,WHRN,,
,,NSD2,,
,,WIF1,,
,,WIPF3,,
,,WIZ,,
,,WNT2,,
,,WSCD2,,
,,XKR4,,
,,XKR7,,
,,XXYLT1,,
,,YBX2,,
,,YDJC,,
,,YPEL1,,
,,YPEL4,,
,,YRDC,,
,,YWHAG,,
,,ZBTB12,,
,,ZBTB16,,
,,ZBTB18,,
,,ZBTB8B,,
,,ZCCHC12,,
,,ZCCHC18,,
,,ZDBF2,,
,,ZDHHC22,,
,,ZNF280D,,
,,ZNF292,,
,,ZNF362,,
,,ZFP37,,
,,ZNF385B,,
,,ZNF423,,
,,ZFP57,,
,,ZNF575,,
,,ZFP62,,
,,ZNF644,,
,,ZNF667,,
,,ZNF711,,
,,ZNF804A,,
,,ZNF821,,
,,ZFP92,,
,,ZFPM2,,
,,ZFR2,,
,,ZIC1,,
,,ZIC4,,
,,ZNF483,,
,,ZMAT4,,
,,ZMYM2,,
,,ZMYM3,,
,,ZNF143,,
,,ZNF148,,
,,ZNF22,,
,,ZNF280C,,
,,ZNF521,,
,,ZNF536,,
,,ZNF609,,
,,ZNF668,,
,,ZNF704,,
,,ZPBP,,
,,ZSCAN21,,
,,ZWINT,,
,,SHTN1,,
