GO-Elite ORA Results
File:
Table:
colors:
11/7/2023
Homo sapiens
Pvalues = true
Calculation Summary:
181 Ensembl source identifiers supplied in the input file:purple_Module.txt
181 source identifiers meeting the filter linked to a Ensembl ID.
105 genes meeting the criterion linked to a term.
1741 source identifiers in this dataset.
1741 source identifiers linked to a Ensembl ID.
977 Genes linked to a term.
The z score is based on an N of 977 and a R of 105 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
Renin-angiotensin system:KEGG-hsa04614	1	3	17	33.3333333333	17.6470588235	1.26441576033	0.2865	0.891157142857
Drug metabolism - other enzymes:KEGG-hsa00983	1	3	60	33.3333333333	5.0	1.26441576033	0.27	0.891157142857
ABC transporters:KEGG-hsa02010	1	3	62	33.3333333333	4.83870967742	1.26441576033	0.2915	0.891157142857
Tyrosine metabolism:KEGG-hsa00350	2	9	42	22.2222222222	21.4285714286	1.11610293372	0.2515	0.891157142857
Neuroactive ligand-receptor interaction:KEGG-hsa04080	2	9	291	22.2222222222	3.09278350515	1.11610293372	0.2435	0.891157142857
Glycolysis / Gluconeogenesis:KEGG-hsa00010	5	30	69	16.6666666667	43.4782608696	1.06276166149	0.3205	0.926851351351
Protein digestion and absorption:KEGG-hsa04974	3	16	98	18.75	16.3265306122	1.0416159976	0.2355	0.891157142857
Cysteine and methionine metabolism:KEGG-hsa00270	3	16	39	18.75	41.0256410256	1.0416159976	0.206	0.891157142857
Histidine metabolism:KEGG-hsa00340	2	10	30	20.0	33.3333333333	0.949133298986	0.269	0.891157142857
Propanoate metabolism:KEGG-hsa00640	3	17	33	17.6470588235	51.5151515152	0.92618247102	0.2625	0.891157142857
Graft-versus-host disease:KEGG-hsa05332	1	4	284	25.0	1.40845070423	0.921808686294	0.364	0.935135416667
Autoimmune thyroid disease:KEGG-hsa05320	1	4	165	25.0	2.42424242424	0.921808686294	0.364	0.935135416667
Allograft rejection:KEGG-hsa05330	1	4	157	25.0	2.54777070064	0.921808686294	0.364	0.935135416667
Glioma:KEGG-hsa05214	3	18	83	16.6666666667	21.686746988	0.818044991874	0.287	0.891157142857
Fatty acid metabolism:KEGG-hsa00071	3	19	45	15.7894736842	42.2222222222	0.716289047458	0.574	0.99741958042
Ascorbate and aldarate metabolism:KEGG-hsa00053	1	5	32	20.0	15.625	0.669410186848	0.4195	0.935135416667
Lysine degradation:KEGG-hsa00310	2	12	56	16.6666666667	21.4285714286	0.665851231924	0.353	0.935135416667
Phenylalanine metabolism:KEGG-hsa00360	1	6	19	16.6666666667	31.5789473684	0.469370998043	0.5015	0.99741958042
Pentose and glucuronate interconversions:KEGG-hsa00040	1	6	38	16.6666666667	15.7894736842	0.469370998043	0.4865	0.99741958042
Fatty acid elongation in mitochondria:KEGG-hsa00062	1	6	16	16.6666666667	37.5	0.469370998043	0.482	0.99741958042
Dorso-ventral axis formation:KEGG-hsa04320	1	6	34	16.6666666667	17.6470588235	0.469370998043	0.4745	0.99741958042
Bladder cancer:KEGG-hsa05219	1	6	52	16.6666666667	11.5384615385	0.469370998043	0.4715	0.99741958042
Type I diabetes mellitus:KEGG-hsa04940	1	7	167	14.2857142857	4.19161676647	0.303216266288	0.5435	0.99741958042
Olfactory transduction:KEGG-hsa04740	1	7	522	14.2857142857	1.34099616858	0.303216266288	0.5395	0.99741958042
NOD-like receptor signaling pathway:KEGG-hsa04621	1	7	78	14.2857142857	8.97435897436	0.303216266288	0.546	0.99741958042
Glycerolipid metabolism:KEGG-hsa00561	1	7	60	14.2857142857	11.6666666667	0.303216266288	0.5345	0.99741958042
mTOR signaling pathway:KEGG-hsa04150	1	8	62	12.5	12.9032258065	0.160651839234	0.5995	0.99741958042
Nicotinate and nicotinamide metabolism:KEGG-hsa00760	1	8	27	12.5	29.6296296296	0.160651839234	0.5915	0.99741958042
Malaria:KEGG-hsa05144	1	8	66	12.5	12.1212121212	0.160651839234	0.5855	0.99741958042
Adipocytokine signaling pathway:KEGG-hsa04920	1	8	92	12.5	8.69565217391	0.160651839234	0.5955	0.99741958042
Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520	2	18	51	11.1111111111	35.2941176471	0.0502928717386	0.8745	1.0
Ubiquitin mediated proteolysis:KEGG-hsa04120	2	19	151	10.5263157895	12.582781457	-0.0313759091301	0.8795	1.0
Bile secretion:KEGG-hsa04976	2	19	75	10.5263157895	25.3333333333	-0.0313759091301	0.8775	1.0
Lysosome:KEGG-hsa04142	3	29	146	10.3448275862	19.8630136986	-0.0709861627661	0.9695	1.0
Non-small cell lung cancer:KEGG-hsa05223	1	10	75	10.0	13.3333333333	-0.0766446137456	0.655	0.99741958042
Metabolism of xenobiotics by cytochrome P450:KEGG-hsa00980	1	10	79	10.0	12.6582278481	-0.0766446137456	0.654	0.99741958042
Drug metabolism - cytochrome P450:KEGG-hsa00982	1	10	84	10.0	11.9047619048	-0.0766446137456	0.6485	0.99741958042
Complement and coagulation cascades:KEGG-hsa04610	1	10	119	10.0	8.40336134454	-0.0766446137456	0.678	1.0
