Ensembl	symbol	GeneOntology
ENSG00000167004	PDIA3	GO:0006621
ENSG00000137642	SORL1	GO:0006622
ENSG00000137642	SORL1	GO:0006623
ENSG00000110047	EHD1	GO:0009261
ENSG00000154917	RAB6B	GO:0009261
ENSG00000176658	MYO1D	GO:0009261
ENSG00000044574	HSPA5	GO:0009261
ENSG00000141338	ABCA8	GO:0009261
ENSG00000004059	ARF5	GO:0009261
ENSG00000181467	RAP2B	GO:0009261
ENSG00000197879	MYO1C	GO:0009261
ENSG00000198836	OPA1	GO:0009261
ENSG00000198363	ASPH	GO:0007389
ENSG00000120915	EPHX2	GO:1903524
ENSG00000105974	CAV1	GO:1903524
ENSG00000146648	EGFR	GO:1903524
ENSG00000174437	ATP2A2	GO:1903524
ENSG00000120915	EPHX2	GO:1903522
ENSG00000105974	CAV1	GO:1903522
ENSG00000146648	EGFR	GO:1903522
ENSG00000174437	ATP2A2	GO:1903522
ENSG00000198363	ASPH	GO:1903522
ENSG00000075142	SRI	GO:1903522
ENSG00000174437	ATP2A2	GO:1903523
ENSG00000075142	SRI	GO:1903523
ENSG00000105974	CAV1	GO:0009267
ENSG00000044574	HSPA5	GO:0009267
ENSG00000093010	COMT	GO:0009267
ENSG00000124140	SLC12A5	GO:0009266
ENSG00000138119	MYOF	GO:0009266
ENSG00000132305	IMMT	GO:0009266
ENSG00000079215	SLC1A3	GO:0043205
ENSG00000166147	FBN1	GO:0043205
ENSG00000130725	UBE2M	GO:0004842
ENSG00000078140	UBE2K	GO:0004842
ENSG00000176658	MYO1D	GO:0000146
ENSG00000197879	MYO1C	GO:0050658
ENSG00000213585	VDAC1	GO:0022838
ENSG00000165637	VDAC2	GO:0022838
ENSG00000078668	VDAC3	GO:0022838
ENSG00000145864	GABRB2	GO:0022838
ENSG00000176658	MYO1D	GO:0030673
ENSG00000234745	HLA-B	GO:0030670
ENSG00000197879	MYO1C	GO:0050657
ENSG00000146648	EGFR	GO:0048812
ENSG00000146648	EGFR	GO:0005006
ENSG00000113721	PDGFRB	GO:0006022
ENSG00000113721	PDGFRB	GO:0006023
ENSG00000136731	UGGT1	GO:0006753
ENSG00000110047	EHD1	GO:0006753
ENSG00000023228	NDUFS1	GO:0006753
ENSG00000154917	RAB6B	GO:0006753
ENSG00000176658	MYO1D	GO:0006753
ENSG00000010256	UQCRC1	GO:0006753
ENSG00000044574	HSPA5	GO:0006753
ENSG00000141338	ABCA8	GO:0006753
ENSG00000156467	UQCRB	GO:0006753
ENSG00000105953	OGDH	GO:0006753
ENSG00000004059	ARF5	GO:0006753
ENSG00000181467	RAP2B	GO:0006753
ENSG00000140740	UQCRC2	GO:0006753
ENSG00000197879	MYO1C	GO:0006753
ENSG00000198836	OPA1	GO:0006753
ENSG00000113721	PDGFRB	GO:0006024
ENSG00000166794	PPIB	GO:0048639
ENSG00000166794	PPIB	GO:0048638
ENSG00000196419	XRCC6	GO:0008022
ENSG00000004939	SLC4A1	GO:0008022
ENSG00000174437	ATP2A2	GO:0008022
ENSG00000079246	XRCC5	GO:0008022
ENSG00000197879	MYO1C	GO:0008022
ENSG00000128872	TMOD2	GO:0051494
ENSG00000196419	XRCC6	GO:0008026
ENSG00000079246	XRCC5	GO:0008026
ENSG00000132164	SLC6A11	GO:0008028
ENSG00000146648	EGFR	GO:0048146
ENSG00000182718	ANXA2	GO:0048146
ENSG00000146648	EGFR	GO:0048145
ENSG00000182718	ANXA2	GO:0048145
ENSG00000146648	EGFR	GO:0048143
ENSG00000137642	SORL1	GO:0051129
ENSG00000105974	CAV1	GO:0051129
ENSG00000165637	VDAC2	GO:0051129
ENSG00000128872	TMOD2	GO:0051129
ENSG00000130175	PRKCSH	GO:0051129
ENSG00000154096	THY1	GO:0051129
ENSG00000198836	OPA1	GO:0051129
ENSG00000137642	SORL1	GO:0051128
ENSG00000213619	NDUFS3	GO:0051128
ENSG00000105974	CAV1	GO:0051128
ENSG00000113721	PDGFRB	GO:0051128
ENSG00000123384	LRP1	GO:0051128
ENSG00000138279	ANXA7	GO:0051128
ENSG00000184840	TMED9	GO:0051128
ENSG00000165637	VDAC2	GO:0051128
ENSG00000110047	EHD1	GO:0051128
ENSG00000074695	LMAN1	GO:0051128
ENSG00000250151	ARPC4-TTLL3	GO:0051128
ENSG00000241685	ARPC1A	GO:0051128
ENSG00000169223	LMAN2	GO:0051128
ENSG00000179218	CALR	GO:0051128
ENSG00000124126	PREX1	GO:0051128
ENSG00000128872	TMOD2	GO:0051128
ENSG00000182718	ANXA2	GO:0051128
ENSG00000130175	PRKCSH	GO:0051128
ENSG00000154096	THY1	GO:0051128
ENSG00000179604	CDC42EP4	GO:0051128
ENSG00000198363	ASPH	GO:0051128
ENSG00000197879	MYO1C	GO:0051128
ENSG00000198836	OPA1	GO:0051128
ENSG00000145864	GABRB2	GO:0060119
ENSG00000166598	HSP90B1	GO:0014074
ENSG00000198363	ASPH	GO:0014074
ENSG00000179218	CALR	GO:0048385
ENSG00000105974	CAV1	GO:0014070
ENSG00000166598	HSP90B1	GO:0014070
ENSG00000113721	PDGFRB	GO:0014070
ENSG00000146648	EGFR	GO:0014070
ENSG00000138279	ANXA7	GO:0014070
ENSG00000179218	CALR	GO:0014070
ENSG00000141458	NPC1	GO:0014070
