GO-Elite ORA Results
File:
Table:
colors:
11/7/2023
Homo sapiens
Pvalues = true
Calculation Summary:
768 Ensembl source identifiers supplied in the input file:brown_Module.txt
768 source identifiers meeting the filter linked to a Ensembl ID.
311 genes meeting the criterion linked to a term.
1741 source identifiers in this dataset.
1741 source identifiers linked to a Ensembl ID.
762 Genes linked to a term.
The z score is based on an N of 762 and a R of 311 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
Effects of Nitric Oxide:WP1995	0	1	9	0.0	11.1111111111	-0.830408763182	1.0	1.0
Codeine and Morphine Metabolism:WP1604	0	1	10	0.0	10.0	-0.830408763182	1.0	1.0
Cell Differentiation - Index:WP2029	0	1	54	0.0	1.85185185185	-0.830408763182	1.0	1.0
Vitamin B12 Metabolism:WP1533	2	8	55	25.0	14.5454545455	-0.914261076031	0.4865	0.848716216216
Striated Muscle Contraction:WP383	2	8	41	25.0	19.512195122	-0.914261076031	0.483	0.848716216216
Mitochondrial LC-Fatty Acid Beta-Oxidation:WP368	2	8	18	25.0	44.4444444444	-0.914261076031	0.47	0.848716216216
Type II interferon signaling (IFNG):WP619	1	5	35	20.0	14.2857142857	-0.94943253142	0.346	0.848716216216
Trans-sulfuration pathway:WP2333	1	5	11	20.0	45.4545454545	-0.94943253142	0.3455	0.848716216216
Statin Pathway:WP430	1	5	36	20.0	13.8888888889	-0.94943253142	0.3235	0.842521978022
Extracellular vesicle-mediated signaling in recipient cells:WP2870	1	5	28	20.0	17.8571428571	-0.94943253142	0.3345	0.848716216216
Glutathione metabolism:WP100	2	9	17	22.2222222222	52.9411764706	-1.14081521545	0.31	0.816333333333
Metapathway biotransformation:WP702	6	21	177	28.5714285714	11.8644067797	-1.15675010494	0.269	0.735238636364
Synthesis and Degradation of Ketone Bodies:WP311	0	2	5	0.0	40.0	-1.17514769657	0.474	0.848716216216
Serotonin Receptor 2 and STAT3 Signaling:WP733	0	2	4	0.0	50.0	-1.17514769657	0.4975	0.848716216216
Irinotecan Pathway:WP229	0	2	13	0.0	15.3846153846	-1.17514769657	0.527	0.848716216216
Fatty Acid Omega Oxidation:WP206	0	2	15	0.0	13.3333333333	-1.17514769657	0.504	0.848716216216
Estrogen Receptor Pathway:WP2881	0	2	13	0.0	15.3846153846	-1.17514769657	0.494	0.848716216216
Drug Induction of Bile Acid Pathway:WP2289	0	2	18	0.0	11.1111111111	-1.17514769657	0.5105	0.848716216216
Dopaminergic Neurogenesis:WP2855	0	2	30	0.0	6.66666666667	-1.17514769657	0.503	0.848716216216
Apoptosis Modulation and Signaling:WP1772	0	2	16	0.0	12.5	-1.17514769657	0.5125	0.848716216216
Neural Crest Differentiation:WP2064	1	6	102	16.6666666667	5.88235294118	-1.20741457322	0.407	0.848716216216
Endoderm Differentiation:WP2853	1	6	72	16.6666666667	8.33333333333	-1.20741457322	0.395	0.848716216216
Endochondral Ossification:WP474	1	6	64	16.6666666667	9.375	-1.20741457322	0.3715	0.848716216216
Fatty Acid Biosynthesis:WP357	2	10	22	20.0	45.4545454545	-1.34715673174	0.1885	0.674281690141
Prostaglandin Synthesis and Regulation:WP98	1	7	30	14.2857142857	23.3333333333	-1.43369842113	0.2275	0.71956626506
Glial Cell Differentiation:WP2276	1	7	8	14.2857142857	87.5	-1.43369842113	0.243	0.71956626506
RalA downstream regulated genes:WP2290	0	3	13	0.0	23.0769230769	-1.44020392898	0.246	0.71956626506
Phase I biotransformations, non P450:WP136	0	3	8	0.0	37.5	-1.44020392898	0.2455	0.71956626506
Osteoblast Signaling:WP322	0	3	14	0.0	21.4285714286	-1.44020392898	0.265	0.735238636364
Non-homologous end joining:WP438	0	3	7	0.0	42.8571428571	-1.44020392898	0.2635	0.735238636364
Hair Follicle Development: Induction (Part 1 of 3):WP2804	0	3	44	0.0	6.81818181818	-1.44020392898	0.2515	0.71956626506
Fluoropyrimidine Activity:WP1601	0	3	34	0.0	8.82352941176	-1.44020392898	0.273	0.735238636364
Aflatoxin B1 metabolism:WP699	0	3	8	0.0	37.5	-1.44020392898	0.271	0.735238636364
Focal Adhesion:WP306	17	54	190	31.4814814815	28.4210526316	-1.44657707607	0.193	0.674281690141
Fatty Acid Beta Oxidation:WP143	3	15	33	20.0	45.4545454545	-1.65543592059	0.1085	0.559010869565
Folate-Alcohol and Cancer Pathway:WP1589	0	4	8	0.0	50.0	-1.66410085911	0.1335	0.588111111111
Eicosanoid Synthesis:WP167	0	4	22	0.0	18.1818181818	-1.66410085911	0.139	0.598963636364
Cardiac Progenitor Differentiation:WP2406	0	4	53	0.0	7.54716981132	-1.66410085911	0.129	0.587942307692
Selenium Micronutrient Network:WP15	4	19	87	21.0526315789	21.8390804598	-1.77366057813	0.1185	0.573153061224
Translation Factors:WP107	3	16	53	18.75	30.1886792453	-1.81362184359	0.074	0.493216216216
Adipogenesis:WP236	1	9	128	11.1111111111	7.03125	-1.82262007362	0.077	0.493216216216
Inflammatory Response Pathway:WP453	0	5	32	0.0	15.625	-1.86174979364	0.065	0.493216216216
Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412:WP2118	7	31	77	22.5806451613	40.2597402597	-2.10745931538	0.051	0.424965517241
Primary Focal Segmental Glomerulosclerosis FSGS:WP2572	5	25	73	20.0	34.2465753425	-2.15160877255	0.052	0.424965517241
Tryptophan metabolism:WP465	1	11	45	9.09090909091	24.4444444444	-2.15489388717	0.075	0.493216216216
Glycolysis and Gluconeogenesis:WP534	6	29	52	20.6896551724	55.7692307692	-2.24667372437	0.048	0.424965517241
Oxidative phosphorylation:WP623	0	14	66	0.0	21.2121212121	-3.13398902211	0.0005	0.0395
Cytoplasmic Ribosomal Proteins:WP477	1	26	97	3.84615384615	26.8041237113	-3.8998384551	0.001	0.05925
Electron Transport Chain:WP111	0	27	109	0.0	24.7706422018	-4.3905857598	0.0	0.0395
