GO-Elite ORA Results
File:
Table:
Database: Based on OBO-Database version: 6/14/2011
colors:
11/7/2023
Homo sapiens
Pvalues = true
Calculation Summary:
768 Ensembl source identifiers supplied in the input file:brown_Module.txt
768 source identifiers meeting the filter linked to a Ensembl ID.
761 genes meeting the criterion linked to a term.
1741 source identifiers in this dataset.
1741 source identifiers linked to a Ensembl ID.
1732 Genes linked to a term.
The z score is based on an N of 1732 and a R of 761 distinct genes in all terms.

Ontology-ID	Ontology Name	Ontology Type	Number Changed	Number Measured	Number in Ontology	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
GO:0008641	small protein activating enzyme activity	molecular_function	5	5	10	100.0	50.0	2.52874276892	0.017	0.361857142857
GO:0006188	IMP biosynthetic process	biological_process	5	5	11	100.0	45.4545454545	2.52874276892	0.012	0.286256157635
GO:0005869	dynactin complex	cellular_component	5	5	9	100.0	55.5555555556	2.52874276892	0.0175	0.366856060606
GO:0004708	MAP kinase kinase activity	molecular_function	5	5	17	100.0	29.4117647059	2.52874276892	0.0185	0.378800211416
GO:0000777	condensed chromosome kinetochore	cellular_component	5	5	75	100.0	6.66666666667	2.52874276892	0.0155	0.338865688488
GO:0042578	phosphoric ester hydrolase activity	molecular_function	39	66	366	59.0909090909	18.0327868852	2.5283381546	0.0125	0.295274390244
GO:0032446	protein modification by small protein conjugation	biological_process	39	66	620	59.0909090909	10.6451612903	2.5283381546	0.01	0.259651474531
GO:0048583	regulation of response to stimulus	biological_process	195	394	3253	49.4923857868	12.1118967107	2.52684371241	0.014	0.316799065421
GO:0006468	protein phosphorylation	biological_process	40	68	725	58.8235294118	9.37931034483	2.52259154199	0.0075	0.222133027523
GO:0045936	negative regulation of phosphate metabolic process	biological_process	41	70	444	58.5714285714	15.7657657658	2.51758786039	0.0145	0.325075231481
GO:0010563	negative regulation of phosphorus metabolic process	biological_process	41	70	444	58.5714285714	15.7657657658	2.51758786039	0.0145	0.325075231481
GO:1901981	phosphatidylinositol phosphate binding	molecular_function	12	16	86	75.0	18.6046511628	2.51437596061	0.016	0.346666666667
GO:0006109	regulation of carbohydrate metabolic process	biological_process	12	16	146	75.0	10.9589041096	2.51437596061	0.0185	0.378800211416
GO:0051603	proteolysis involved in cellular protein catabolic process	biological_process	43	74	428	58.1081081081	17.2897196262	2.50958632376	0.018	0.37329764454
GO:0006974	cellular response to DNA damage stimulus	biological_process	43	74	735	58.1081081081	10.0680272109	2.50958632376	0.023	0.441099009901
GO:0006887	exocytosis	biological_process	43	74	235	58.1081081081	31.4893617021	2.50958632376	0.02	0.403541666667
GO:0030286	dynein complex	cellular_component	7	8	40	87.5	20.0	2.48760944718	0.014	0.316799065421
GO:0008601	protein phosphatase type 2A regulator activity	molecular_function	7	8	20	87.5	40.0	2.48760944718	0.0215	0.423226626016
GO:0009966	regulation of signal transduction	biological_process	146	289	2326	50.5190311419	12.4247635426	2.46903729446	0.017	0.361857142857
GO:0019899	enzyme binding	molecular_function	131	257	1389	50.9727626459	18.5025197984	2.46170742069	0.0165	0.355116666667
GO:0043623	cellular protein complex assembly	biological_process	31	51	302	60.7843137255	16.8874172185	2.45985644334	0.015	0.330170454545
GO:0061136	regulation of proteasomal protein catabolic process	biological_process	13	18	139	72.2222222222	12.9496402878	2.42982515455	0.0175	0.366856060606
GO:0051301	cell division	biological_process	13	18	140	72.2222222222	12.8571428571	2.42982515455	0.016	0.346666666667
GO:0043085	positive regulation of catalytic activity	biological_process	110	213	1389	51.6431924883	15.3347732181	2.41884996732	0.0175	0.366856060606
GO:0051347	positive regulation of transferase activity	biological_process	61	111	600	54.954954955	18.5	2.41679633684	0.0175	0.366856060606
