GO-Elite ORA Results
File:
Table:
colors:
11/7/2023
Homo sapiens
Pvalues = true
Calculation Summary:
200 Ensembl source identifiers supplied in the input file:blue_Module.txt
200 source identifiers meeting the filter linked to a Ensembl ID.
97 genes meeting the criterion linked to a term.
1741 source identifiers in this dataset.
1741 source identifiers linked to a Ensembl ID.
762 Genes linked to a term.
The z score is based on an N of 762 and a R of 97 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
Serotonin Transporter Activity:WP1455	0	3	11	0.0	27.2727272727	-0.662379849702	1.0	1.0
Retinoblastoma (RB) in Cancer:WP2446	0	3	93	0.0	3.22580645161	-0.662379849702	1.0	1.0
Phase I biotransformations, non P450:WP136	0	3	8	0.0	37.5	-0.662379849702	1.0	1.0
Osteoblast Signaling:WP322	0	3	14	0.0	21.4285714286	-0.662379849702	1.0	1.0
NOTCH1 regulation of human endothelial cell calcification:WP3413	0	3	17	0.0	17.6470588235	-0.662379849702	1.0	1.0
Mesodermal Commitment Pathway:WP2857	0	3	76	0.0	3.94736842105	-0.662379849702	1.0	1.0
MFAP5-mediated ovarian cancer cell motility and invasiveness:WP3301	0	3	12	0.0	25.0	-0.662379849702	1.0	1.0
Iron metabolism in placenta:WP2007	0	3	12	0.0	25.0	-0.662379849702	1.0	1.0
Initiation of transcription and translation elongation at the HIV-1 LTR:WP3414	0	3	31	0.0	9.67741935484	-0.662379849702	1.0	1.0
Heart Development:WP1591	0	3	48	0.0	6.25	-0.662379849702	1.0	1.0
Hair Follicle Development: Induction (Part 1 of 3):WP2804	0	3	44	0.0	6.81818181818	-0.662379849702	1.0	1.0
Gastric cancer network 2:WP2363	0	3	35	0.0	8.57142857143	-0.662379849702	1.0	1.0
Estrogen metabolism:WP697	0	3	15	0.0	20.0	-0.662379849702	1.0	1.0
Differentiation Pathway:WP2848	0	3	49	0.0	6.12244897959	-0.662379849702	1.0	1.0
Deregulation of Rab and Rab Effector Genes in Bladder Cancer:WP2291	0	3	16	0.0	18.75	-0.662379849702	1.0	1.0
Blood Clotting Cascade:WP272	0	3	22	0.0	13.6363636364	-0.662379849702	1.0	1.0
Biogenic Amine Synthesis:WP550	0	3	15	0.0	20.0	-0.662379849702	1.0	1.0
Benzo(a)pyrene metabolism:WP696	0	3	9	0.0	33.3333333333	-0.662379849702	1.0	1.0
Arachidonate Epoxygenase / Epoxide Hydrolase:WP678	0	3	7	0.0	42.8571428571	-0.662379849702	1.0	1.0
Apoptosis Modulation by HSP70:WP384	0	3	20	0.0	15.0	-0.662379849702	1.0	1.0
Aflatoxin B1 metabolism:WP699	0	3	8	0.0	37.5	-0.662379849702	1.0	1.0
