Ensembl ID	ChEMBL ID
ENSG00000142623	CHEMBL1909486
ENSG00000142627	CHEMBL2068
ENSG00000142657	CHEMBL3404
ENSG00000142731	CHEMBL3788
ENSG00000142733	CHEMBL1163123
ENSG00000142875	CHEMBL2918
ENSG00000142945	CHEMBL5967
ENSG00000142949	CHEMBL3521
ENSG00000143105	CHEMBL2362996
ENSG00000143106	CHEMBL2364701
ENSG00000143127	CHEMBL5882
ENSG00000143153	CHEMBL2095186
ENSG00000143171	CHEMBL2363070
ENSG00000143179	CHEMBL2469
ENSG00000143198	CHEMBL1743186
ENSG00000143199	CHEMBL5854
ENSG00000143224	CHEMBL1926488
ENSG00000143226	CHEMBL5841
ENSG00000143257	CHEMBL5503
ENSG00000143258	CHEMBL2157852
ENSG00000143320	CHEMBL2221342
ENSG00000143322	CHEMBL4014
ENSG00000143353	CHEMBL2189133
ENSG00000143363	CHEMBL2079850
ENSG00000143365	CHEMBL1741186
ENSG00000143379	CHEMBL2321646
ENSG00000143384	CHEMBL4361
ENSG00000143387	CHEMBL2111361
ENSG00000143393	CHEMBL2096619
ENSG00000143398	CHEMBL5969
ENSG00000143437	CHEMBL5618
ENSG00000143473	CHEMBL2362996
ENSG00000143479	CHEMBL4575
ENSG00000143499	CHEMBL2169716
ENSG00000143507	CHEMBL2396511
ENSG00000143537	CHEMBL2331050
ENSG00000143603	CHEMBL3381
ENSG00000143627	CHEMBL1075126
ENSG00000143630	CHEMBL1795173
ENSG00000143727	CHEMBL4903
ENSG00000143753	CHEMBL2021749
ENSG00000143761	CHEMBL5985
ENSG00000143774	CHEMBL4989
ENSG00000143776	CHEMBL4516
ENSG00000143799	CHEMBL3105
ENSG00000143801	CHEMBL3708
ENSG00000143819	CHEMBL1968
ENSG00000143839	CHEMBL286
ENSG00000143851	CHEMBL2219
ENSG00000143870	CHEMBL2146308
ENSG00000143878	CHEMBL1795102
ENSG00000143933	CHEMBL6093
ENSG00000144191	CHEMBL1628463
ENSG00000144230	CHEMBL1075162
ENSG00000144285	CHEMBL2096682
ENSG00000144381	CHEMBL4721
ENSG00000144476	CHEMBL2010631
ENSG00000144481	CHEMBL1075319
ENSG00000144524	CHEMBL5706
ENSG00000144554	CHEMBL2157857
ENSG00000144579	CHEMBL1795098
ENSG00000144668	CHEMBL3170
ENSG00000144724	CHEMBL4905
ENSG00000144744	CHEMBL2016430
ENSG00000144852	CHEMBL3401
ENSG00000144891	CHEMBL227
ENSG00000144959	CHEMBL5048
ENSG00000145194	CHEMBL5890
ENSG00000145242	CHEMBL2363043
ENSG00000145284	CHEMBL1275210
ENSG00000145321	CHEMBL2259
ENSG00000145335	CHEMBL6152
ENSG00000145349	CHEMBL2801
ENSG00000145375	CHEMBL2311230
ENSG00000145384	CHEMBL4879
ENSG00000145386	CHEMBL2582
ENSG00000145391	CHEMBL5523
ENSG00000145451	CHEMBL1075092
ENSG00000145494	CHEMBL2363065
ENSG00000145545	CHEMBL1787
ENSG00000145632	CHEMBL5938
ENSG00000145649	CHEMBL4307
ENSG00000145675	CHEMBL2506
ENSG00000145692	CHEMBL4328
ENSG00000145708	CHEMBL5930
ENSG00000145730	CHEMBL2544
ENSG00000145863	CHEMBL2111370
ENSG00000145864	CHEMBL2093872
ENSG00000145888	CHEMBL5845
ENSG00000145936	CHEMBL3038495
ENSG00000145949	CHEMBL5426
ENSG00000145982	CHEMBL2511
ENSG00000146070	CHEMBL3514
ENSG00000146216	CHEMBL1926492
ENSG00000146247	CHEMBL2176773
ENSG00000146276	CHEMBL2109242
ENSG00000146399	CHEMBL5857
ENSG00000146469	CHEMBL5737
ENSG00000146477	CHEMBL2073673
ENSG00000146648	CHEMBL2363049
ENSG00000146674	CHEMBL3997
ENSG00000146678	CHEMBL4178
ENSG00000146701	CHEMBL5917
ENSG00000146872	CHEMBL5404
ENSG00000146904	CHEMBL2363043
ENSG00000147044	CHEMBL1908381
ENSG00000147050	CHEMBL2069164
ENSG00000147082	CHEMBL2094127
ENSG00000147099	CHEMBL3038483
ENSG00000147123	CHEMBL2363065
ENSG00000147145	CHEMBL5968
ENSG00000147155	CHEMBL612409
ENSG00000147160	CHEMBL2375204
ENSG00000147162	CHEMBL5955
ENSG00000147168	CHEMBL2364167
ENSG00000147224	CHEMBL2638
ENSG00000147246	CHEMBL2111466
ENSG00000147262	CHEMBL5652
ENSG00000147408	CHEMBL2040705
ENSG00000147416	CHEMBL5641
ENSG00000147432	CHEMBL2109233
ENSG00000147434	CHEMBL2109233
ENSG00000147576	CHEMBL4947
ENSG00000147684	CHEMBL2363065
ENSG00000147955	CHEMBL287
ENSG00000148053	CHEMBL4898
ENSG00000148154	CHEMBL2063
ENSG00000148200	CHEMBL1961793
ENSG00000148218	CHEMBL3126
ENSG00000148334	CHEMBL4411
ENSG00000148344	CHEMBL5658
ENSG00000148400	CHEMBL2146346
ENSG00000148408	CHEMBL2363032
ENSG00000148660	CHEMBL2097164
ENSG00000148680	CHEMBL3155
ENSG00000148734	CHEMBL5951
ENSG00000148737	CHEMBL3038511
ENSG00000148795	CHEMBL3522
ENSG00000148832	CHEMBL2105
ENSG00000148834	CHEMBL3174
ENSG00000148848	CHEMBL5030
ENSG00000148926	CHEMBL2062356
ENSG00000149084	CHEMBL5998
ENSG00000149177	CHEMBL3692
ENSG00000149257	CHEMBL5286
ENSG00000149269	CHEMBL4600
ENSG00000149295	CHEMBL2095169
ENSG00000149305	CHEMBL2094132
ENSG00000149311	CHEMBL3797
ENSG00000149403	CHEMBL2109241
ENSG00000149418	CHEMBL3018
ENSG00000149428	CHEMBL2216741
ENSG00000149451	CHEMBL6121
ENSG00000149452	CHEMBL1641348
ENSG00000149485	CHEMBL5840
ENSG00000149554	CHEMBL4630
ENSG00000149599	CHEMBL2396507
ENSG00000149742	CHEMBL2073721
ENSG00000149809	CHEMBL5839
ENSG00000149925	CHEMBL2106
ENSG00000149930	CHEMBL1075195
ENSG00000149968	CHEMBL2111321
ENSG00000150093	CHEMBL2095226
ENSG00000150275	CHEMBL6112
ENSG00000150337	CHEMBL5349
ENSG00000150457	CHEMBL5907
ENSG00000150540	CHEMBL2190
ENSG00000150593	CHEMBL1781868
ENSG00000150594	CHEMBL2331074
ENSG00000150867	CHEMBL1795194
ENSG00000150907	CHEMBL5294
ENSG00000150967	CHEMBL1293189
ENSG00000150995	CHEMBL2111451
ENSG00000151012	CHEMBL1075149
ENSG00000151062	CHEMBL2363032
ENSG00000151067	CHEMBL1940
ENSG00000151079	CHEMBL2362996
ENSG00000151090	CHEMBL1947
ENSG00000151247	CHEMBL4848
ENSG00000151287	CHEMBL2189125
ENSG00000151292	CHEMBL5084
ENSG00000151366	CHEMBL2363065
ENSG00000151376	CHEMBL6182
ENSG00000151414	CHEMBL4849
ENSG00000151422	CHEMBL3982
ENSG00000151552	CHEMBL3730
ENSG00000151577	CHEMBL2097165
ENSG00000151617	CHEMBL2096678
ENSG00000151623	CHEMBL1994
ENSG00000151632	CHEMBL5847
ENSG00000151651	CHEMBL5665
ENSG00000151694	CHEMBL3706
ENSG00000151704	CHEMBL1293292
ENSG00000151790	CHEMBL2140
ENSG00000151834	CHEMBL2094130
ENSG00000152034	CHEMBL2111437
ENSG00000152086	CHEMBL2095182
ENSG00000152127	CHEMBL1795131
ENSG00000152207	CHEMBL2094254
ENSG00000152234	CHEMBL2062351
ENSG00000152256	CHEMBL4766
ENSG00000152270	CHEMBL2095153
ENSG00000152402	CHEMBL2111348
ENSG00000152455	CHEMBL1795177
ENSG00000152465	CHEMBL2096973
ENSG00000152495	CHEMBL2494
ENSG00000152556	CHEMBL3291
ENSG00000152578	CHEMBL2096670
ENSG00000152601	CHEMBL1293317
ENSG00000152689	CHEMBL3638
ENSG00000152822	CHEMBL3772
ENSG00000152904	CHEMBL4769
ENSG00000152953	CHEMBL5912
ENSG00000153002	CHEMBL2552
ENSG00000153094	CHEMBL5777
ENSG00000153208	CHEMBL5331
ENSG00000153234	CHEMBL5002
ENSG00000153253	CHEMBL2096682
ENSG00000153317	CHEMBL2146311
ENSG00000153802	CHEMBL1795138
ENSG00000153904	CHEMBL6036
ENSG00000153933	CHEMBL1075187
ENSG00000153956	CHEMBL1919
ENSG00000154229	CHEMBL2096620
ENSG00000154269	CHEMBL5580
ENSG00000154277	CHEMBL6159
ENSG00000154310	CHEMBL4527
ENSG00000154342	CHEMBL1255137
ENSG00000154589	CHEMBL3038513
ENSG00000154611	CHEMBL2364701
ENSG00000154646	CHEMBL1741195
ENSG00000154655	CHEMBL1287624
ENSG00000154678	CHEMBL2095150
ENSG00000154734	CHEMBL5133
ENSG00000154736	CHEMBL2285
ENSG00000154928	CHEMBL2363043
ENSG00000155111	CHEMBL6002
ENSG00000155252	CHEMBL2096619
ENSG00000155380	CHEMBL4360
ENSG00000155511	CHEMBL2096670
ENSG00000155897	CHEMBL2097167
ENSG00000155980	CHEMBL5295
ENSG00000156006	CHEMBL2194
ENSG00000156096	CHEMBL6196
ENSG00000156103	CHEMBL2200
ENSG00000156110	CHEMBL3589
ENSG00000156113	CHEMBL3038495
ENSG00000156136	CHEMBL2447
ENSG00000156222	CHEMBL5551
ENSG00000156413	CHEMBL4443
ENSG00000156467	CHEMBL1671612
ENSG00000156486	CHEMBL2362996
ENSG00000156502	CHEMBL3642
ENSG00000156508	CHEMBL1795120
ENSG00000156510	CHEMBL1741200
ENSG00000156515	CHEMBL2688
ENSG00000156711	CHEMBL2939
ENSG00000156738	CHEMBL2058
ENSG00000156802	CHEMBL2150837
ENSG00000156873	CHEMBL2349
ENSG00000156973	CHEMBL2097163
ENSG00000157005	CHEMBL1795130
ENSG00000157017	CHEMBL1921664
ENSG00000157103	CHEMBL1903
ENSG00000157106	CHEMBL1795195
ENSG00000157184	CHEMBL3238
ENSG00000157219	CHEMBL2096904
ENSG00000157227	CHEMBL3869
ENSG00000157240	CHEMBL2346493
ENSG00000157388	CHEMBL2095229
ENSG00000157404	CHEMBL1936
ENSG00000157445	CHEMBL2363032
ENSG00000157456	CHEMBL2094127
ENSG00000157540	CHEMBL2292
ENSG00000157542	CHEMBL3038490
ENSG00000157554	CHEMBL1293191
ENSG00000157764	CHEMBL5145
ENSG00000157778	CHEMBL1075137
ENSG00000158050	CHEMBL2157858
ENSG00000158092	CHEMBL4846
ENSG00000158104	CHEMBL1861
ENSG00000158125	CHEMBL1929
ENSG00000158402	CHEMBL2378
ENSG00000158406	CHEMBL5876
ENSG00000158445	CHEMBL2362996
ENSG00000158473	CHEMBL1649053
ENSG00000158716	CHEMBL2396506
ENSG00000158748	CHEMBL3371
ENSG00000158786	CHEMBL4278
ENSG00000158825	CHEMBL4502
ENSG00000158859	CHEMBL2318
ENSG00000158864	CHEMBL2363065
ENSG00000158865	CHEMBL1744524
ENSG00000159110	CHEMBL2364170
ENSG00000159128	CHEMBL2364171
ENSG00000159131	CHEMBL3972
ENSG00000159164	CHEMBL1998
ENSG00000159216	CHEMBL2093862
ENSG00000159224	CHEMBL5571
ENSG00000159228	CHEMBL5586
ENSG00000159231	CHEMBL6008
ENSG00000159267	CHEMBL2062354
ENSG00000159339	CHEMBL6111
ENSG00000159377	CHEMBL2364701
ENSG00000159399	CHEMBL2640
ENSG00000159593	CHEMBL2016431
ENSG00000159640	CHEMBL1808
ENSG00000159788	CHEMBL1293276
ENSG00000159899	CHEMBL2111337
ENSG00000160013	CHEMBL1995
ENSG00000160014	CHEMBL6093
ENSG00000160113	CHEMBL1961791
ENSG00000160191	CHEMBL2363066
ENSG00000160194	CHEMBL2363065
ENSG00000160209	CHEMBL1075181
ENSG00000160211	CHEMBL5347
ENSG00000160255	CHEMBL2096661
ENSG00000160285	CHEMBL3593
ENSG00000160307	CHEMBL4300
ENSG00000160323	CHEMBL2346492
ENSG00000160396	CHEMBL1075167
ENSG00000160469	CHEMBL5650
ENSG00000160551	CHEMBL5261
ENSG00000160584	CHEMBL2189143
ENSG00000160602	CHEMBL2417353
ENSG00000160613	CHEMBL2232
ENSG00000160654	CHEMBL2364168
ENSG00000160683	CHEMBL1075315
ENSG00000160691	CHEMBL5626
ENSG00000160712	CHEMBL2364155
ENSG00000160716	CHEMBL2109233
ENSG00000160752	CHEMBL1782
ENSG00000160789	CHEMBL1293235
ENSG00000160791	CHEMBL274
ENSG00000160801	CHEMBL1793
ENSG00000160867	CHEMBL3973
ENSG00000160868	CHEMBL2364675
ENSG00000160870	CHEMBL2364675
ENSG00000160882	CHEMBL1908
ENSG00000160883	CHEMBL2709
ENSG00000160951	CHEMBL2363068
ENSG00000160991	CHEMBL3038476
ENSG00000161202	CHEMBL6028
ENSG00000161509	CHEMBL4109
ENSG00000161638	CHEMBL2111425
ENSG00000161800	CHEMBL2146306
ENSG00000161905	CHEMBL2903
ENSG00000161960	CHEMBL2052028
ENSG00000162009	CHEMBL1792
ENSG00000162104	CHEMBL2097167
ENSG00000162139	CHEMBL3046
ENSG00000162302	CHEMBL3125
ENSG00000162368	CHEMBL5681
ENSG00000162383	CHEMBL4390
ENSG00000162409	CHEMBL3038455
ENSG00000162433	CHEMBL4926
ENSG00000162434	CHEMBL2835
ENSG00000162438	CHEMBL2386
ENSG00000162551	CHEMBL5979
ENSG00000162607	CHEMBL1795087
ENSG00000162688	CHEMBL5272
ENSG00000162692	CHEMBL3735
ENSG00000162711	CHEMBL1741208
ENSG00000162728	CHEMBL3038490
ENSG00000162733	CHEMBL5122
ENSG00000162736	CHEMBL2094135
ENSG00000162747	CHEMBL5842
ENSG00000162881	CHEMBL1628461
ENSG00000162889	CHEMBL2208
ENSG00000162909	CHEMBL3038466
ENSG00000162975	CHEMBL2362996
ENSG00000162989	CHEMBL3038489
ENSG00000163050	CHEMBL5550
ENSG00000163098	CHEMBL5851
ENSG00000163106	CHEMBL5879
ENSG00000163131	CHEMBL2954
ENSG00000163283	CHEMBL4458
ENSG00000163285	CHEMBL2093872
ENSG00000163286	CHEMBL3402
ENSG00000163288	CHEMBL2093872
ENSG00000163295	CHEMBL5573
ENSG00000163349	CHEMBL5427
ENSG00000163359	CHEMBL2364188
ENSG00000163394	CHEMBL1901
ENSG00000163399	CHEMBL2095186
ENSG00000163406	CHEMBL1743125
ENSG00000163435	CHEMBL2111426
ENSG00000163464	CHEMBL2096909
ENSG00000163482	CHEMBL4312
ENSG00000163485	CHEMBL226
ENSG00000163507	CHEMBL2146355
ENSG00000163513	CHEMBL4267
ENSG00000163517	CHEMBL2093865
ENSG00000163545	CHEMBL5698
ENSG00000163558	CHEMBL2093867
ENSG00000163581	CHEMBL5873
ENSG00000163586	CHEMBL5421
ENSG00000163599	CHEMBL2364164
ENSG00000163629	CHEMBL2976
ENSG00000163631	CHEMBL3253
ENSG00000163655	CHEMBL5721
ENSG00000163659	CHEMBL2380188
ENSG00000163673	CHEMBL6123
ENSG00000163686	CHEMBL2189127
ENSG00000163687	CHEMBL1649048
ENSG00000163751	CHEMBL2645
ENSG00000163781	CHEMBL3175
ENSG00000163788	CHEMBL1908384
ENSG00000163823	CHEMBL2413
ENSG00000163873	CHEMBL3684
ENSG00000163904	CHEMBL2176776
ENSG00000163930	CHEMBL1293314
ENSG00000163931	CHEMBL4983
ENSG00000163932	CHEMBL2996
ENSG00000163935	CHEMBL1764944
ENSG00000163939	CHEMBL1795184
ENSG00000163959	CHEMBL2073724
ENSG00000164024	CHEMBL2474
ENSG00000164045	CHEMBL3775
ENSG00000164062	CHEMBL1741174
ENSG00000164078	CHEMBL2689
ENSG00000164082	CHEMBL5137
ENSG00000164116	CHEMBL3796
ENSG00000164120	CHEMBL1293255
ENSG00000164128	CHEMBL4777
ENSG00000164129	CHEMBL4561
ENSG00000164171	CHEMBL2111461
ENSG00000164182	CHEMBL2363065
ENSG00000164219	CHEMBL2096991
ENSG00000164220	CHEMBL5477
ENSG00000164251	CHEMBL5963
ENSG00000164258	CHEMBL2363065
ENSG00000164270	CHEMBL1875
ENSG00000164303	CHEMBL6033
ENSG00000164305	CHEMBL2334
ENSG00000164307	CHEMBL5939
ENSG00000164308	CHEMBL5043
ENSG00000164327	CHEMBL1795179
ENSG00000164342	CHEMBL1075113
ENSG00000164344	CHEMBL2000
ENSG00000164362	CHEMBL2916
ENSG00000164418	CHEMBL3683
ENSG00000164535	CHEMBL5521
ENSG00000164543	CHEMBL4525
ENSG00000164588	CHEMBL1795171
ENSG00000164687	CHEMBL3674
ENSG00000164690	CHEMBL5602
ENSG00000164692	CHEMBL2685
ENSG00000164733	CHEMBL2111396
ENSG00000164742	CHEMBL2899
ENSG00000164749	CHEMBL1961786
ENSG00000164776	CHEMBL4004
ENSG00000164794	CHEMBL2362996
ENSG00000164850	CHEMBL5872
ENSG00000164867	CHEMBL2111350
ENSG00000164879	CHEMBL2885
ENSG00000164885	CHEMBL1907600
ENSG00000165025	CHEMBL2599
ENSG00000165029	CHEMBL2362986
ENSG00000165059	CHEMBL2094138
ENSG00000165060	CHEMBL2321640
ENSG00000165092	CHEMBL3577
ENSG00000165097	CHEMBL1938208
ENSG00000165125	CHEMBL1628465
ENSG00000165140	CHEMBL3975
ENSG00000165168	CHEMBL1287627
ENSG00000165238	CHEMBL5639
ENSG00000165264	CHEMBL2363065
ENSG00000165280	CHEMBL1075145
ENSG00000165304	CHEMBL4578
ENSG00000165392	CHEMBL2146312
ENSG00000165409	CHEMBL1963
ENSG00000165457	CHEMBL5064
ENSG00000165458	CHEMBL2331064
ENSG00000165471	CHEMBL1795113
ENSG00000165527	CHEMBL5987
ENSG00000165591	CHEMBL1628475
ENSG00000165621	CHEMBL2150840
ENSG00000165637	CHEMBL6190
ENSG00000165646	CHEMBL1893
ENSG00000165704	CHEMBL2360
ENSG00000165731	CHEMBL2041
ENSG00000165752	CHEMBL5405
ENSG00000165806	CHEMBL3468
ENSG00000165841	CHEMBL3622
ENSG00000165917	CHEMBL2163166
ENSG00000165970	CHEMBL3060
ENSG00000165995	CHEMBL2363032
ENSG00000166006	CHEMBL2362996
ENSG00000166035	CHEMBL2127
ENSG00000166135	CHEMBL5909
ENSG00000166136	CHEMBL2363065
ENSG00000166148	CHEMBL2363078
ENSG00000166165	CHEMBL6049
ENSG00000166169	CHEMBL5367
ENSG00000166192	CHEMBL1741207
ENSG00000166206	CHEMBL2094121
ENSG00000166311	CHEMBL2760
ENSG00000166333	CHEMBL5247
ENSG00000166347	CHEMBL6170
ENSG00000166391	CHEMBL2439944
ENSG00000166426	CHEMBL2079
ENSG00000166483	CHEMBL5491
ENSG00000166484	CHEMBL5332
ENSG00000166501	CHEMBL3045
ENSG00000166548	CHEMBL4580
ENSG00000166573	CHEMBL4894
ENSG00000166598	CHEMBL1075323
ENSG00000166603	CHEMBL259
ENSG00000166670	CHEMBL4270
ENSG00000166736	CHEMBL2094132
ENSG00000166741	CHEMBL2346486
ENSG00000166794	CHEMBL2075
ENSG00000166803	CHEMBL5574
ENSG00000166813	CHEMBL2021751
ENSG00000166819	CHEMBL1741164
ENSG00000166825	CHEMBL1907
ENSG00000166828	CHEMBL2107836
ENSG00000166851	CHEMBL3024
ENSG00000166856	CHEMBL4356
ENSG00000166862	CHEMBL2363032
ENSG00000166888	CHEMBL5401
ENSG00000166908	CHEMBL1770034
ENSG00000166948	CHEMBL2079852
ENSG00000166949	CHEMBL1293258
ENSG00000166986	CHEMBL2870
ENSG00000167114	CHEMBL4327
ENSG00000167165	CHEMBL1743316
ENSG00000167193	CHEMBL5005
ENSG00000167207	CHEMBL1293266
ENSG00000167280	CHEMBL5172
ENSG00000167286	CHEMBL2364168
ENSG00000167325	CHEMBL2095215
ENSG00000167346	CHEMBL4707
ENSG00000167397	CHEMBL1930
ENSG00000167419	CHEMBL5898
ENSG00000167434	CHEMBL2095180
ENSG00000167508	CHEMBL4340
ENSG00000167535	CHEMBL2363032
ENSG00000167548	CHEMBL2189114
ENSG00000167552	CHEMBL2095182
ENSG00000167553	CHEMBL2095182
ENSG00000167601	CHEMBL4895
ENSG00000167657	CHEMBL2468
ENSG00000167658	CHEMBL1795108
ENSG00000167701	CHEMBL5929
ENSG00000167720	CHEMBL4460
ENSG00000167723	CHEMBL5522
ENSG00000167748	CHEMBL2319
ENSG00000167749	CHEMBL4446
ENSG00000167751	CHEMBL2442
ENSG00000167754	CHEMBL4447
ENSG00000167755	CHEMBL4448
ENSG00000167759	CHEMBL4863
ENSG00000167774	CHEMBL2363065
ENSG00000167779	CHEMBL2139
ENSG00000167780	CHEMBL4465
ENSG00000167792	CHEMBL2363065
ENSG00000167797	CHEMBL6010
ENSG00000167900	CHEMBL2883
ENSG00000168028	CHEMBL6119
ENSG00000168032	CHEMBL5897
ENSG00000168036	CHEMBL3038511
ENSG00000168065	CHEMBL2073677
ENSG00000168067	CHEMBL5330
ENSG00000168078	CHEMBL4896
ENSG00000168092	CHEMBL4463
ENSG00000168135	CHEMBL2146347
ENSG00000168229	CHEMBL4427
ENSG00000168263	CHEMBL2362996
ENSG00000168280	CHEMBL2029194
ENSG00000168282	CHEMBL2321630
ENSG00000168329	CHEMBL4843
ENSG00000168356	CHEMBL5167
ENSG00000168393	CHEMBL4388
ENSG00000168397	CHEMBL1741221
ENSG00000168398	CHEMBL3157
ENSG00000168404	CHEMBL1938217
ENSG00000168412	CHEMBL2094268
ENSG00000168418	CHEMBL2362996
ENSG00000168447	CHEMBL2107836
ENSG00000168452	CHEMBL2189137
ENSG00000168487	CHEMBL3898
ENSG00000168496	CHEMBL5027
ENSG00000168522	CHEMBL2094108
ENSG00000168539	CHEMBL2094109
ENSG00000168542	CHEMBL2364188
ENSG00000168610	CHEMBL4026
ENSG00000168615	CHEMBL5982
ENSG00000168646	CHEMBL1255167
ENSG00000168653	CHEMBL2363065
ENSG00000168748	CHEMBL2326
ENSG00000168765	CHEMBL2100
ENSG00000168781	CHEMBL5046
ENSG00000168803	CHEMBL1795150
ENSG00000168811	CHEMBL2364153
ENSG00000168830	CHEMBL2096904
ENSG00000168918	CHEMBL1781870
ENSG00000168925	CHEMBL4796
ENSG00000168938	CHEMBL2424505
ENSG00000168959	CHEMBL3227
ENSG00000168961	CHEMBL5474
ENSG00000168970	CHEMBL4136
ENSG00000169006	CHEMBL2514
ENSG00000169031	CHEMBL2364188
ENSG00000169032	CHEMBL2111351
ENSG00000169035	CHEMBL2443
ENSG00000169071	CHEMBL2375201
ENSG00000169083	CHEMBL1871
ENSG00000169118	CHEMBL2111458
ENSG00000169174	CHEMBL2929
ENSG00000169239	CHEMBL3969
ENSG00000169252	CHEMBL2096974
ENSG00000169258	CHEMBL5266
ENSG00000169282	CHEMBL5884
ENSG00000169297	CHEMBL1795094
ENSG00000169302	CHEMBL6150
ENSG00000169313	CHEMBL2001
ENSG00000169385	CHEMBL5120
ENSG00000169398	CHEMBL2695
ENSG00000169403	CHEMBL250
ENSG00000169410	CHEMBL6117
ENSG00000169418	CHEMBL1988
ENSG00000169427	CHEMBL2321614
ENSG00000169429	CHEMBL2157
ENSG00000169432	CHEMBL4296
ENSG00000169442	CHEMBL1912
ENSG00000169567	CHEMBL5878
ENSG00000169618	CHEMBL5649
ENSG00000169621	CHEMBL5649
ENSG00000169676	CHEMBL2096905
ENSG00000169679	CHEMBL1772932
ENSG00000169684	CHEMBL2221346
ENSG00000169692	CHEMBL4772
ENSG00000169710	CHEMBL4158
ENSG00000169738	CHEMBL2314
ENSG00000169750	CHEMBL6087
ENSG00000169836	CHEMBL4429
ENSG00000169860	CHEMBL4315
ENSG00000169896	CHEMBL3826
ENSG00000169919	CHEMBL2728
ENSG00000169925	CHEMBL1795186
ENSG00000169967	CHEMBL5914
ENSG00000170027	CHEMBL1293296
ENSG00000170075	CHEMBL5892
ENSG00000170099	CHEMBL2421
ENSG00000170145	CHEMBL5699
ENSG00000170175	CHEMBL2111384
ENSG00000170180	CHEMBL5806
ENSG00000170191	CHEMBL2401602
ENSG00000170209	CHEMBL5547
ENSG00000170214	CHEMBL232
ENSG00000170242	CHEMBL2157851
ENSG00000170255	CHEMBL5850
ENSG00000170266	CHEMBL2522
ENSG00000170312	CHEMBL308
ENSG00000170323	CHEMBL2083
ENSG00000170345	CHEMBL2111421
ENSG00000170364	CHEMBL2189111
ENSG00000170390	CHEMBL5519
ENSG00000170425	CHEMBL2096679
ENSG00000170430	CHEMBL2864
ENSG00000170445	CHEMBL4002
ENSG00000170458	CHEMBL3038513
ENSG00000170522	CHEMBL5704
ENSG00000170525	CHEMBL2331053
ENSG00000170558	CHEMBL1697669
ENSG00000170734	CHEMBL5542
ENSG00000170745	CHEMBL2362996
ENSG00000170759	CHEMBL5864
ENSG00000170820	CHEMBL2024
ENSG00000170835	CHEMBL3219
ENSG00000170836	CHEMBL1938224
ENSG00000170890	CHEMBL4426
ENSG00000170899	CHEMBL4933
ENSG00000170906	CHEMBL2363065
ENSG00000170950	CHEMBL2096677
ENSG00000170989	CHEMBL2363041
ENSG00000171049	CHEMBL4227
ENSG00000171051	CHEMBL3038479
ENSG00000171094	CHEMBL4247
ENSG00000171097	CHEMBL3962
ENSG00000171105	CHEMBL1981
ENSG00000171124	CHEMBL3269
ENSG00000171126	CHEMBL2362996
ENSG00000171132	CHEMBL2093867
ENSG00000171189	CHEMBL2109241
ENSG00000171219	CHEMBL5615
ENSG00000171234	CHEMBL4370
ENSG00000171298	CHEMBL2608
ENSG00000171303	CHEMBL2321613
ENSG00000171385	CHEMBL1964
ENSG00000171408	CHEMBL2111411
ENSG00000171428	CHEMBL5101
ENSG00000171490	CHEMBL1075139
ENSG00000171497	CHEMBL1697657
ENSG00000171502	CHEMBL2364188
ENSG00000171509	CHEMBL1293316
ENSG00000171517	CHEMBL3250
ENSG00000171522	CHEMBL1836
ENSG00000171552	CHEMBL4625
ENSG00000171557	CHEMBL2364709
ENSG00000171560	CHEMBL2364709
ENSG00000171564	CHEMBL2364709
ENSG00000171596	CHEMBL1075178
ENSG00000171608	CHEMBL2111432
ENSG00000171631	CHEMBL4714
ENSG00000171720	CHEMBL2093865
ENSG00000171747	CHEMBL1671608
ENSG00000171759	CHEMBL3076
ENSG00000171791	CHEMBL4860
ENSG00000171848	CHEMBL2095215
ENSG00000171860	CHEMBL4761
ENSG00000171862	CHEMBL2052032
ENSG00000171865	CHEMBL5893
ENSG00000171867	CHEMBL4869
ENSG00000171873	CHEMBL2095203
ENSG00000171885	CHEMBL5964
ENSG00000172037	CHEMBL2364187
ENSG00000172053	CHEMBL3054
ENSG00000172062	CHEMBL1293232
ENSG00000172071	CHEMBL6030
ENSG00000172215	CHEMBL5994
ENSG00000172236	CHEMBL2095193
ENSG00000172243	CHEMBL2034810
ENSG00000172315	CHEMBL1938223
ENSG00000172318	CHEMBL2321634
ENSG00000172531	CHEMBL2164
ENSG00000172572	CHEMBL2095153
ENSG00000172575	CHEMBL5953
ENSG00000172680	CHEMBL1075184
ENSG00000172728	CHEMBL2926
ENSG00000172752	CHEMBL2364188
ENSG00000172757	CHEMBL1075129
ENSG00000172819	CHEMBL2363071
ENSG00000172831	CHEMBL3180
ENSG00000172893	CHEMBL612409
ENSG00000172936	CHEMBL5919
ENSG00000172939	CHEMBL1163104
ENSG00000172943	CHEMBL1938212
ENSG00000172955	CHEMBL2096668
ENSG00000172977	CHEMBL5750
ENSG00000173020	CHEMBL4079
ENSG00000173039	CHEMBL5533
ENSG00000173080	CHEMBL1628473
ENSG00000173083	CHEMBL3921
ENSG00000173120	CHEMBL1938210
ENSG00000173153	CHEMBL3429
ENSG00000173175	CHEMBL2097167
ENSG00000173193	CHEMBL2176777
ENSG00000173198	CHEMBL2094254
ENSG00000173200	CHEMBL2176778
ENSG00000173273	CHEMBL6164
ENSG00000173327	CHEMBL2708
ENSG00000173482	CHEMBL4661
ENSG00000173531	CHEMBL6042
ENSG00000173585	CHEMBL5815
ENSG00000173597	CHEMBL1743294
