Ensembl ID	miRBase ID
ENSG00000275692	MI0031518
ENSG00000275706	MI0014225
ENSG00000275708	MI0016048
ENSG00000275708	MI0031512
ENSG00000275711	MI0022640
ENSG00000275712	MI0000286
ENSG00000275721	MI0022678
ENSG00000275726	MI0020365
ENSG00000275738	MI0022556
ENSG00000275739	MI0000489
ENSG00000275749	MI0009982
ENSG00000275749	MI0015977
ENSG00000275755	MI0022559
ENSG00000275755	MI0031516
ENSG00000275755	MI0031517
ENSG00000275755	MI0031518
ENSG00000275761	MI0016796
ENSG00000275770	MI0022217
ENSG00000275789	MI0025900
ENSG00000275802	MI0000074
ENSG00000275810	MI0025918
ENSG00000275816	MI0022211
ENSG00000275817	MI0017308
ENSG00000275818	MI0022663
ENSG00000275820	MI0022623
ENSG00000275831	MI0022698
ENSG00000275836	MI0020345
ENSG00000275842	MI0005763
ENSG00000275842	MI0005764
ENSG00000275842	MI0005765
ENSG00000275842	MI0005766
ENSG00000275842	MI0031520
ENSG00000275859	MI0022555
ENSG00000275863	MI0025751
ENSG00000275868	MI0025890
ENSG00000275870	MI0021277
ENSG00000275884	MI0022653
ENSG00000275891	MI0022961
ENSG00000275924	MI0022652
ENSG00000275950	MI0022559
ENSG00000275950	MI0031516
ENSG00000275950	MI0031517
ENSG00000275950	MI0031518
ENSG00000275952	MI0000069
ENSG00000275967	MI0022727
ENSG00000276018	MI0000093
ENSG00000276029	MI0016829
ENSG00000276029	MI0016830
ENSG00000276081	MI0023616
ENSG00000276083	MI0025752
ENSG00000276102	MI0022592
ENSG00000276124	MI0022701
ENSG00000276137	MI0021278
ENSG00000276147	MI0022210
ENSG00000276151	MI0022618
ENSG00000276158	MI0003758
ENSG00000276162	MI0019412
ENSG00000276169	MI0022718
ENSG00000276176	MI0020367
ENSG00000276181	MI0022639
ENSG00000276195	MI0016871
ENSG00000276221	MI0025893
ENSG00000276224	MI0025897
ENSG00000276236	MI0022667
ENSG00000276239	MI0003577
ENSG00000276252	MI0022222
ENSG00000276264	MI0022678
ENSG00000276270	MI0022644
ENSG00000276280	MI0012063
ENSG00000276285	MI0017271
ENSG00000276300	MI0016869
ENSG00000276311	MI0022223
ENSG00000276311	MI0023564
ENSG00000276311	MI0023565
ENSG00000276311	MI0023566
ENSG00000276319	MI0025915
ENSG00000276326	MI0013083
ENSG00000276335	MI0000285
ENSG00000276346	MI0014213
ENSG00000276346	MI0014216
ENSG00000276346	MI0014221
ENSG00000276346	MI0031510
ENSG00000276347	MI0023623
ENSG00000276350	MI0022704
ENSG00000276352	MI0003761
ENSG00000276365	MI0000461
ENSG00000276372	MI0022630
ENSG00000276373	MI0000747
ENSG00000276404	MI0022680
ENSG00000276415	MI0022552
ENSG00000276415	MI0023431
ENSG00000276441	MI0025907
ENSG00000276441	MI0026417
ENSG00000276472	MI0022693
ENSG00000276479	MI0022212
ENSG00000276481	MI0022677
ENSG00000276489	MI0022674
ENSG00000276492	MI0025907
ENSG00000276492	MI0026417
ENSG00000276511	MI0025239
ENSG00000276513	MI0003840
ENSG00000276549	MI0003182
ENSG00000276553	MI0022677
ENSG00000276575	MI0022742
ENSG00000276580	MI0025891
ENSG00000276584	MI0022582
ENSG00000276587	MI0022634
ENSG00000276598	MI0022740
ENSG00000276606	MI0022677
ENSG00000276622	MI0022209
ENSG00000276639	MI0023614
ENSG00000276641	MI0022614
ENSG00000276646	MI0022677
ENSG00000276648	MI0025242
ENSG00000276656	MI0020360
ENSG00000276682	MI0022965
ENSG00000276712	MI0022962
ENSG00000276733	MI0023618
ENSG00000276741	MI0022716
ENSG00000276752	MI0000107
ENSG00000276753	MI0022666
ENSG00000276765	MI0025909
ENSG00000276769	MI0022597
ENSG00000276770	MI0022681
ENSG00000276792	MI0000450
ENSG00000276797	MI0000081
ENSG00000276811	MI0021259
ENSG00000276824	MI0023620
ENSG00000276830	MI0022575
ENSG00000276834	MI0002468
ENSG00000276854	MI0025915
ENSG00000276857	MI0022548
ENSG00000276857	MI0022549
ENSG00000276866	MI0023611
ENSG00000276869	MI0022574
ENSG00000276878	MI0020351
ENSG00000276908	MI0022957
ENSG00000276917	MI0025916
ENSG00000276926	MI0022642
ENSG00000276933	MI0024975
ENSG00000276941	MI0016873
ENSG00000276941	MI0016874
ENSG00000276941	MI0016875
ENSG00000276948	MI0006391
ENSG00000276961	MI0025518
ENSG00000276987	MI0022694
ENSG00000277014	MI0014213
ENSG00000277014	MI0014216
ENSG00000277014	MI0014221
ENSG00000277014	MI0031510
ENSG00000277030	MI0025907
ENSG00000277030	MI0026417
ENSG00000277052	MI0022608
ENSG00000277057	MI0022624
ENSG00000277063	MI0025920
ENSG00000277073	MI0021276
ENSG00000277094	MI0022615
ENSG00000277094	MI0026418
ENSG00000277094	MI0026419
ENSG00000277102	MI0022682
ENSG00000277120	MI0020366
ENSG00000277120	MI0023563
ENSG00000277138	MI0022221
ENSG00000277148	MI0016071
ENSG00000277148	MI0019112
ENSG00000277148	MI0031513
ENSG00000277148	MI0031514
ENSG00000277158	MI0022963
ENSG00000277202	MI0025899
ENSG00000277225	MI0000732
ENSG00000277239	MI0025525
ENSG00000277243	MI0014132
ENSG00000277243	MI0014133
ENSG00000277243	MI0014207
ENSG00000277249	MI0022629
ENSG00000277255	MI0025524
ENSG00000277261	MI0022556
ENSG00000277264	MI0022678
ENSG00000277284	MI0025240
ENSG00000277302	MI0025514
ENSG00000277314	MI0003577
ENSG00000277321	MI0022665
ENSG00000277325	MI0022601
ENSG00000277326	MI0022650
ENSG00000277328	MI0000073
ENSG00000277343	MI0006421
ENSG00000277379	MI0022559
ENSG00000277379	MI0031516
ENSG00000277379	MI0031517
ENSG00000277379	MI0031518
ENSG00000277380	MI0015841
ENSG00000277387	MI0025894
ENSG00000277388	MI0025889
ENSG00000277391	MI0022728
ENSG00000277402	MI0022738
ENSG00000277407	MI0016873
ENSG00000277407	MI0016874
ENSG00000277407	MI0016875
ENSG00000277437	MI0016088
ENSG00000277437	MI0031515
ENSG00000277441	MI0000460
ENSG00000277474	MI0022741
ENSG00000277478	MI0021472
ENSG00000277521	MI0025914
ENSG00000277522	MI0003577
ENSG00000277533	MI0025913
ENSG00000277547	MI0022596
ENSG00000277557	MI0021273
ENSG00000277569	MI0021279
ENSG00000277588	MI0022651
ENSG00000277590	MI0025515
ENSG00000277601	MI0006382
ENSG00000277609	MI0022645
ENSG00000277622	MI0022579
ENSG00000277636	MI0025897
ENSG00000277643	MI0022678
ENSG00000277674	MI0016873
ENSG00000277674	MI0016874
ENSG00000277674	MI0016875
ENSG00000277681	MI0022584
ENSG00000277685	MI0016799
ENSG00000277698	MI0022615
ENSG00000277698	MI0026418
ENSG00000277698	MI0026419
ENSG00000277700	MI0025908
ENSG00000277703	MI0022964
ENSG00000277713	MI0022702
ENSG00000277714	MI0022636
ENSG00000277719	MI0025241
ENSG00000277723	MI0022672
ENSG00000277727	MI0000477
ENSG00000277736	MI0025921
ENSG00000277759	MI0022554
ENSG00000277780	MI0002466
ENSG00000277780	MI0003529
ENSG00000277784	MI0022631
ENSG00000277792	MI0022684
ENSG00000277805	MI0020340
ENSG00000277811	MI0022677
ENSG00000277815	MI0000784
ENSG00000277815	MI0003529
ENSG00000277817	MI0022583
ENSG00000277819	MI0022958
ENSG00000277820	MI0022720
ENSG00000277841	MI0019308
ENSG00000277841	MI0019593
ENSG00000277841	MI0031522
ENSG00000277842	MI0022656
ENSG00000277860	MI0022678
ENSG00000277872	MI0022662
ENSG00000277888	MI0022692
ENSG00000277889	MI0025917
ENSG00000277892	MI0022591
ENSG00000277904	MI0025520
ENSG00000277912	MI0025925
ENSG00000277919	MI0025903
ENSG00000277928	MI0016088
ENSG00000277928	MI0031515
ENSG00000277933	MI0000776
ENSG00000277934	MI0000087
ENSG00000277942	MI0025911
ENSG00000277989	MI0017391
ENSG00000277990	MI0000454
ENSG00000278005	MI0022686
ENSG00000278018	MI0025905
ENSG00000278018	MI0031519
ENSG00000278027	MI0022730
ENSG00000278033	MI0016076
ENSG00000278034	MI0022576
ENSG00000278038	MI0020353
ENSG00000278064	MI0022720
ENSG00000278067	MI0022587
ENSG00000278069	MI0020349
ENSG00000278073	MI0022571
ENSG00000278098	MI0025748
ENSG00000278098	MI0025749
ENSG00000278103	MI0025896
ENSG00000278108	MI0022602
ENSG00000278132	MI0016910
ENSG00000278141	MI0022677
ENSG00000278159	MI0025898
ENSG00000278199	MI0003577
ENSG00000278204	MI0022703
ENSG00000278209	MI0025897
ENSG00000278221	MI0022223
ENSG00000278221	MI0023564
ENSG00000278221	MI0023565
ENSG00000278221	MI0023566
ENSG00000278223	MI0022628
ENSG00000278228	MI0022577
ENSG00000278245	MI0021272
ENSG00000278246	MI0005416
ENSG00000278262	MI0022223
ENSG00000278262	MI0023564
ENSG00000278262	MI0023565
ENSG00000278262	MI0023566
ENSG00000278264	MI0022648
ENSG00000278265	MI0022615
ENSG00000278265	MI0026418
ENSG00000278265	MI0026419
ENSG00000278267	MI0022705
ENSG00000278267	MI0026420
ENSG00000278267	MI0026421
ENSG00000278267	MI0031521
ENSG00000278269	MI0014131
ENSG00000278278	MI0022661
ENSG00000278280	MI0022679
ENSG00000278281	MI0025526
ENSG00000278328	MI0022647
ENSG00000278340	MI0022709
ENSG00000278340	MI0026415
ENSG00000278349	MI0022599
ENSG00000278352	MI0003130
ENSG00000278359	MI0023615
ENSG00000278386	MI0022218
ENSG00000278394	MI0017391
ENSG00000278412	MI0022700
ENSG00000278417	MI0017364
ENSG00000278418	MI0022224
ENSG00000278420	MI0022664
ENSG00000278433	MI0020347
ENSG00000278438	MI0025519
ENSG00000278447	MI0022626
ENSG00000278449	MI0022739
ENSG00000278465	MI0022706
ENSG00000278483	MI0025923
ENSG00000278502	MI0020359
ENSG00000278512	MI0022556
ENSG00000278517	MI0022712
ENSG00000278520	MI0025521
ENSG00000278521	MI0017369
ENSG00000278524	MI0022655
ENSG00000278529	MI0025906
ENSG00000278538	MI0005759
ENSG00000278544	MI0007260
ENSG00000278547	MI0010636
ENSG00000278549	MI0022581
ENSG00000278571	MI0023619
ENSG00000278579	MI0006363
ENSG00000278579	MI0015978
ENSG00000278579	MI0015979
ENSG00000278579	MI0015980
ENSG00000278581	MI0020357
ENSG00000278583	MI0022720
ENSG00000278596	MI0020354
ENSG00000278598	MI0022620
ENSG00000278617	MI0025910
ENSG00000278618	MI0025905
ENSG00000278618	MI0031519
ENSG00000278623	MI0022679
ENSG00000278629	MI0022551
ENSG00000278648	MI0005416
ENSG00000278658	MI0022671
ENSG00000278663	MI0022734
ENSG00000278672	MI0025895
ENSG00000278739	MI0022705
ENSG00000278739	MI0026420
ENSG00000278739	MI0026421
ENSG00000278739	MI0031521
ENSG00000278753	MI0000437
ENSG00000278756	MI0022557
ENSG00000278783	MI0020348
ENSG00000278791	MI0022558
ENSG00000278799	MI0022668
ENSG00000278808	MI0014213
ENSG00000278808	MI0014216
ENSG00000278808	MI0014221
ENSG00000278808	MI0031510
ENSG00000278851	MI0022726
ENSG00000279571	MI0016415
