Ensembl ID	PDB ID
ENSG00000005194	2YUI
ENSG00000005194	4M7R
ENSG00000005302	2Y0N
ENSG00000005302	3OA6
ENSG00000005302	3OB9
ENSG00000005339	1JSP
ENSG00000005339	1LIQ
ENSG00000005339	1RDT
ENSG00000005339	1WO3
ENSG00000005339	1WO4
ENSG00000005339	1WO5
ENSG00000005339	1WO6
ENSG00000005339	1WO7
ENSG00000005339	1ZOQ
ENSG00000005339	2D82
ENSG00000005339	2KJE
ENSG00000005339	2KWF
ENSG00000005339	2L84
ENSG00000005339	2L85
ENSG00000005339	2LXS
ENSG00000005339	2LXT
ENSG00000005339	2RNY
ENSG00000005339	3DWY
ENSG00000005339	3P1C
ENSG00000005339	3P1D
ENSG00000005339	3P1E
ENSG00000005339	3P1F
ENSG00000005339	3SVH
ENSG00000005339	4A9K
ENSG00000005339	4N3W
ENSG00000005339	4N4F
ENSG00000005339	4NR4
ENSG00000005339	4NR5
ENSG00000005339	4NR6
ENSG00000005339	4NR7
ENSG00000005339	4NYV
ENSG00000005339	4NYW
ENSG00000005339	4NYX
ENSG00000005339	4OUF
ENSG00000005381	1CXP
ENSG00000005381	1D2V
ENSG00000005381	1D5L
ENSG00000005381	1D7W
ENSG00000005381	1DNU
ENSG00000005381	1DNW
ENSG00000005381	1MHL
ENSG00000005381	1MYP
ENSG00000005381	3F9P
ENSG00000005381	3ZS0
ENSG00000005381	3ZS1
ENSG00000005381	4C1M
ENSG00000005381	4DL1
ENSG00000005381	4EJX
ENSG00000005421	1V04
ENSG00000005421	1XHR
ENSG00000005483	2LV9
ENSG00000005483	4L58
ENSG00000005812	4I6J
ENSG00000005844	1CQP
ENSG00000005844	1DGQ
ENSG00000005844	1IJ4
ENSG00000005844	1LFA
ENSG00000005844	1MJN
ENSG00000005844	1MQ8
ENSG00000005844	1MQ9
ENSG00000005844	1MQA
ENSG00000005844	1RD4
ENSG00000005844	1T0P
ENSG00000005844	1XDD
ENSG00000005844	1XDG
ENSG00000005844	1XUO
ENSG00000005844	1ZON
ENSG00000005844	1ZOO
ENSG00000005844	1ZOP
ENSG00000005844	2ICA
ENSG00000005844	2K8O
ENSG00000005844	2M3E
ENSG00000005844	2O7N
ENSG00000005844	3BN3
ENSG00000005844	3BQM
ENSG00000005844	3BQN
ENSG00000005844	3E2M
ENSG00000005844	3EOA
ENSG00000005844	3EOB
ENSG00000005844	3F74
ENSG00000005844	3F78
ENSG00000005844	3HI6
ENSG00000005844	3M6F
ENSG00000005844	3TCX
ENSG00000005844	4IXD
ENSG00000005882	2BTZ
ENSG00000005882	2BU2
ENSG00000005882	2BU5
ENSG00000005882	2BU6
ENSG00000005882	2BU7
ENSG00000005882	2BU8
ENSG00000005882	4MP2
ENSG00000005882	4MP7
ENSG00000005882	4MPC
ENSG00000005882	4MPE
ENSG00000005882	4MPN
ENSG00000005961	1DPK
ENSG00000005961	1DPQ
ENSG00000005961	1JX5
ENSG00000005961	1KUP
ENSG00000005961	1KUZ
ENSG00000005961	1M8O
ENSG00000005961	1RN0
ENSG00000005961	1S4W
ENSG00000005961	1TYE
ENSG00000005961	1UV9
ENSG00000005961	2K1A
ENSG00000005961	2K9J
ENSG00000005961	2KNC
ENSG00000005961	2VC2
ENSG00000005961	2VDK
ENSG00000005961	2VDL
ENSG00000005961	2VDM
ENSG00000005961	2VDN
ENSG00000005961	2VDO
ENSG00000005961	2VDP
ENSG00000005961	2VDQ
ENSG00000005961	2VDR
ENSG00000005961	3FCS
ENSG00000005961	3FCU
ENSG00000005961	3NID
ENSG00000005961	3NIF
ENSG00000005961	3NIG
ENSG00000005961	3T3M
ENSG00000005961	3T3P
ENSG00000005961	3ZDX
ENSG00000005961	3ZDY
ENSG00000005961	3ZDZ
ENSG00000005961	3ZE0
ENSG00000005961	3ZE1
ENSG00000005961	3ZE2
ENSG00000005961	4CAK
ENSG00000006062	4DN5
ENSG00000006062	4G3D
ENSG00000006062	4IDT
ENSG00000006062	4IDV
ENSG00000006125	1E42
ENSG00000006125	2G30
ENSG00000006125	2IV8
ENSG00000006125	2IV9
ENSG00000006125	2JKR
ENSG00000006125	2JKT
ENSG00000006125	2VGL
ENSG00000006125	2XA7
ENSG00000006128	2B19
ENSG00000006128	2KS9
ENSG00000006128	2KSA
ENSG00000006128	2KSB
ENSG00000006128	4HOM
ENSG00000006210	1B2T
ENSG00000006210	1F2L
ENSG00000006210	3ONA
ENSG00000006327	2EQP
ENSG00000006327	2KMZ
ENSG00000006327	2RPJ
ENSG00000006432	3DTC
ENSG00000006451	1UAD
ENSG00000006451	1ZC3
ENSG00000006451	1ZC4
ENSG00000006451	2A78
ENSG00000006451	2A9K
ENSG00000006451	2BOV
ENSG00000006453	2KXC
ENSG00000006453	2LNH
ENSG00000006459	3KV5
ENSG00000006459	3KV6
ENSG00000006459	3KV9
ENSG00000006459	3KVA
ENSG00000006459	3KVB
ENSG00000006459	3U78
ENSG00000006468	4AVP
ENSG00000006468	4BNC
ENSG00000006606	1G2S
ENSG00000006606	1G2T
ENSG00000006611	1X5N
ENSG00000006611	2KBQ
ENSG00000006611	2KBR
ENSG00000006611	2KBS
ENSG00000006611	2LSR
ENSG00000006611	3K1R
ENSG00000006625	2I5T
ENSG00000006625	2PN7
ENSG00000006625	2Q53
ENSG00000006625	2RBH
ENSG00000006625	3CRY
ENSG00000006634	4F99
ENSG00000006634	4F9A
ENSG00000006634	4F9B
ENSG00000006634	4F9C
ENSG00000006638	1LBN
ENSG00000006704	2D99
ENSG00000006704	2DN5
ENSG00000006704	2DZQ
ENSG00000006704	2DZR
ENSG00000006712	4M6T
ENSG00000006747	3FG6
ENSG00000006837	3ZDU
ENSG00000007001	2XRF
ENSG00000007001	3P0E
ENSG00000007001	3P0F
ENSG00000007171	1NSI
ENSG00000007171	2LL6
ENSG00000007171	2NSI
ENSG00000007171	3E7G
ENSG00000007171	3EJ8
ENSG00000007171	3HR4
ENSG00000007171	4NOS
ENSG00000007237	2LX7
ENSG00000007237	2YSH
ENSG00000007255	2C0J
ENSG00000007255	2J3T
ENSG00000007264	1JWO
ENSG00000007264	1X6G
ENSG00000007264	3US4
ENSG00000007312	3KG5
ENSG00000007372	2CUE
ENSG00000007372	6PAX
ENSG00000007908	1ESL
ENSG00000007908	1G1T
ENSG00000007908	1KJA
ENSG00000007944	2YHN
ENSG00000007944	2YHO
ENSG00000007968	1N4M
ENSG00000008086	4BGQ
ENSG00000008118	2JAM
ENSG00000008130	3PFN
ENSG00000008256	4KAX
ENSG00000008277	3G5C
ENSG00000008294	2W83
ENSG00000008438	1YCK
ENSG00000008710	1B4R
ENSG00000008988	3J3A
ENSG00000009307	1WFQ
ENSG00000009307	1X65
ENSG00000009307	2YTV
ENSG00000009307	2YTX
ENSG00000009307	2YTY
ENSG00000009413	3ABD
ENSG00000009413	3ABE
ENSG00000009413	3VU7
ENSG00000009413	4EXT
ENSG00000009413	4GK0
ENSG00000009413	4GK5
ENSG00000009724	1Q3X
ENSG00000009724	1SZB
ENSG00000009724	1ZJK
ENSG00000009724	3TVJ
ENSG00000009724	4FXG
ENSG00000009844	2LXL
ENSG00000009844	2LXM
ENSG00000009954	1F62
ENSG00000010310	2QKH
ENSG00000010310	4HJ0
ENSG00000010322	3P0C
ENSG00000010438	1H4W
ENSG00000010438	2R9P
ENSG00000010438	3L33
ENSG00000010438	3L3T
ENSG00000010438	3P92
ENSG00000010438	3P95
ENSG00000010438	4DG4
ENSG00000010610	1CDH
ENSG00000010610	1CDI
ENSG00000010610	1CDJ
ENSG00000010610	1CDU
ENSG00000010610	1CDY
ENSG00000010610	1G9M
ENSG00000010610	1G9N
ENSG00000010610	1GC1
ENSG00000010610	1JL4
ENSG00000010610	1OPN
ENSG00000010610	1OPT
ENSG00000010610	1OPW
ENSG00000010610	1Q68
ENSG00000010610	1RZJ
ENSG00000010610	1RZK
ENSG00000010610	1WBR
ENSG00000010610	1WIO
ENSG00000010610	1WIP
ENSG00000010610	1WIQ
ENSG00000010610	2B4C
ENSG00000010610	2JKR
ENSG00000010610	2JKT
ENSG00000010610	2KLU
ENSG00000010610	2NXY
ENSG00000010610	2NXZ
ENSG00000010610	2NY0
ENSG00000010610	2NY1
ENSG00000010610	2NY2
ENSG00000010610	2NY3
ENSG00000010610	2NY4
ENSG00000010610	2NY5
ENSG00000010610	2NY6
ENSG00000010610	2QAD
ENSG00000010610	3B71
ENSG00000010610	3CD4
ENSG00000010610	3JWD
ENSG00000010610	3JWO
ENSG00000010610	3LQA
ENSG00000010610	3O2D
ENSG00000010610	3S4S
ENSG00000010610	3S5L
ENSG00000010610	3T0E
ENSG00000010610	4H8W
ENSG00000010610	4JM2
ENSG00000010610	4P9H
ENSG00000010671	1AWW
ENSG00000010671	1AWX
ENSG00000010671	1B55
ENSG00000010671	1BTK
ENSG00000010671	1BWN
ENSG00000010671	1K2P
ENSG00000010671	1QLY
ENSG00000010671	2GE9
ENSG00000010671	2Z0P
ENSG00000010671	3GEN
ENSG00000010671	3K54
ENSG00000010671	3OCS
ENSG00000010671	3OCT
ENSG00000010671	3P08
ENSG00000010671	3PIX
ENSG00000010671	3PIY
ENSG00000010671	3PIZ
ENSG00000010671	3PJ1
ENSG00000010671	3PJ2
ENSG00000010671	3PJ3
ENSG00000010671	4NWM
ENSG00000010671	4OT5
ENSG00000010671	4OT6
ENSG00000010671	4OTQ
ENSG00000010671	4OTR
ENSG00000010704	1A6Z
ENSG00000010704	1C42
ENSG00000010704	1DE4
ENSG00000010803	2P0K
ENSG00000010810	1A0N
ENSG00000010810	1AOT
ENSG00000010810	1AOU
ENSG00000010810	1AVZ
ENSG00000010810	1AZG
ENSG00000010810	1EFN
ENSG00000010810	1FYN
ENSG00000010810	1G83
ENSG00000010810	1M27
ENSG00000010810	1NYF
ENSG00000010810	1NYG
ENSG00000010810	1SHF
ENSG00000010810	1ZBJ
ENSG00000010810	2DQ7
ENSG00000010810	3H0F
ENSG00000010810	3H0H
ENSG00000010810	3H0I
ENSG00000010810	3UA6
ENSG00000010810	3UA7
ENSG00000010810	4D8D
ENSG00000010810	4EIK
ENSG00000011007	4HFX
ENSG00000011052	1NSK
ENSG00000011052	1NUE
ENSG00000011052	3BBB
ENSG00000011052	3BBC
ENSG00000011052	3BBF
ENSG00000011132	2YT7
ENSG00000011132	2YT8
ENSG00000011201	1ZLG
ENSG00000011258	3FEO
ENSG00000011258	4C5I
ENSG00000011304	1QM9
ENSG00000011304	1SJQ
ENSG00000011304	1SJR
ENSG00000011304	2AD9
ENSG00000011304	2ADB
ENSG00000011304	2ADC
ENSG00000011304	2EVZ
ENSG00000011304	3ZZY
ENSG00000011304	3ZZZ
ENSG00000011347	2D8K
ENSG00000011405	2AR5
ENSG00000011405	2IWL
ENSG00000011405	2REA
ENSG00000011405	2RED
ENSG00000011422	1YWH
ENSG00000011422	2FD6
ENSG00000011422	2I9B
ENSG00000011422	3BT1
ENSG00000011422	3BT2
ENSG00000011422	3U73
ENSG00000011422	3U74
ENSG00000011422	4K24
ENSG00000011426	2Y7B
ENSG00000011478	3PB4
ENSG00000011478	3PB6
ENSG00000011478	3PB7
ENSG00000011478	3PB8
ENSG00000011478	3PB9
ENSG00000011485	1A17
ENSG00000011485	1S95
ENSG00000011485	1WAO
ENSG00000011485	2BUG
ENSG00000011485	3H60
ENSG00000011485	3H61
ENSG00000011485	3H62
ENSG00000011485	3H63
ENSG00000011485	3H64
ENSG00000011485	3H66
ENSG00000011485	3H67
ENSG00000011485	3H68
ENSG00000011485	3H69
ENSG00000011590	3M5B
ENSG00000011600	2L34
ENSG00000011600	2L35
ENSG00000012048	1JM7
ENSG00000012048	1JNX
ENSG00000012048	1N5O
ENSG00000012048	1OQA
ENSG00000012048	1T15
ENSG00000012048	1T29
ENSG00000012048	1T2U
ENSG00000012048	1T2V
ENSG00000012048	1Y98
ENSG00000012048	2ING
ENSG00000012048	3COJ
ENSG00000012048	3K0H
ENSG00000012048	3K0K
ENSG00000012048	3K15
ENSG00000012048	3K16
ENSG00000012048	3PXA
ENSG00000012048	3PXB
ENSG00000012048	3PXC
ENSG00000012048	3PXD
ENSG00000012048	3PXE
ENSG00000012048	4IFI
ENSG00000012048	4IGK
ENSG00000012061	1Z00
ENSG00000012061	2A1I
ENSG00000012061	2A1J
ENSG00000012061	2JNW
ENSG00000012061	2JPD
ENSG00000012223	1B0L
ENSG00000012223	1BKA
ENSG00000012223	1CB6
ENSG00000012223	1DSN
ENSG00000012223	1EH3
ENSG00000012223	1FCK
ENSG00000012223	1H43
ENSG00000012223	1H44
ENSG00000012223	1H45
ENSG00000012223	1HSE
ENSG00000012223	1L5T
ENSG00000012223	1LCF
ENSG00000012223	1LCT
ENSG00000012223	1LFG
ENSG00000012223	1LFH
ENSG00000012223	1LFI
ENSG00000012223	1LGB
ENSG00000012223	1N76
ENSG00000012223	1SQY
ENSG00000012223	1U62
ENSG00000012223	1VFD
ENSG00000012223	1VFE
ENSG00000012223	1XV4
ENSG00000012223	1XV7
ENSG00000012223	1Z6V
ENSG00000012223	1Z6W
ENSG00000012223	2BJJ
ENSG00000012223	2DP4
ENSG00000012223	2GMC
ENSG00000012223	2GMD
ENSG00000012223	2HD4
ENSG00000012223	2PMS
ENSG00000012504	1OSH
ENSG00000012504	1OSK
ENSG00000012504	3BEJ
ENSG00000012504	3DCT
ENSG00000012504	3DCU
ENSG00000012504	3FLI
ENSG00000012504	3FXV
ENSG00000012504	3GD2
ENSG00000012504	3HC5
ENSG00000012504	3HC6
ENSG00000012504	3L1B
ENSG00000012504	3OKH
ENSG00000012504	3OKI
ENSG00000012504	3OLF
ENSG00000012504	3OMK
ENSG00000012504	3OMM
ENSG00000012504	3OOF
ENSG00000012504	3OOK
ENSG00000012504	3P88
ENSG00000012504	3P89
ENSG00000012504	3RUT
ENSG00000012504	3RUU
ENSG00000012504	3RVF
ENSG00000012504	4II6
ENSG00000012779	2ABV
ENSG00000012779	3O8Y
ENSG00000012779	3V92
ENSG00000012779	3V98
ENSG00000012779	3V99
ENSG00000012817	2E6R
ENSG00000012817	2YQE
ENSG00000013275	2DVW
ENSG00000013364	1Y7X
ENSG00000013374	1WJU
ENSG00000013392	2DAW
ENSG00000013441	1Z57
ENSG00000013441	2VAG
ENSG00000014138	2KEB
ENSG00000014138	4E2I
ENSG00000014216	1ZCM
ENSG00000014216	2ARY
ENSG00000014257	1CVI
ENSG00000014257	1ND5
ENSG00000014257	1ND6
ENSG00000014257	2HPA
ENSG00000014257	2L3H
ENSG00000014257	2L77
ENSG00000014257	2L79
ENSG00000014257	3PPD
ENSG00000014824	2ENK
ENSG00000015153	2D9G
ENSG00000015171	4NS5
ENSG00000015285	1CEE
ENSG00000015285	1EJ5
ENSG00000015285	1T84
ENSG00000015285	2A3Z
ENSG00000015285	2K42
ENSG00000015285	2OT0
ENSG00000015413	1ITQ
ENSG00000015413	1ITU
ENSG00000015475	1ZY3
ENSG00000015475	2BID
ENSG00000015475	2KBW
ENSG00000015475	2M5B
ENSG00000015475	2M5I
ENSG00000015475	4BD2
ENSG00000015520	3QNT
ENSG00000015676	1WGV
ENSG00000016402	4DOH
ENSG00000017427	1B9G
ENSG00000017427	1BQT
ENSG00000017427	1GF1
ENSG00000017427	1GZR
ENSG00000017427	1GZY
ENSG00000017427	1GZZ
ENSG00000017427	1H02
ENSG00000017427	1H59
ENSG00000017427	1IMX
ENSG00000017427	1PMX
ENSG00000017427	1TGR
ENSG00000017427	1WQJ
ENSG00000017427	2DSP
ENSG00000017427	2DSQ
ENSG00000017427	2DSR
ENSG00000017427	2GF1
ENSG00000017427	3GF1
ENSG00000017427	3LRI
ENSG00000017797	2KWH
ENSG00000017797	2KWI
ENSG00000017797	2MBG
ENSG00000018236	2EE2
ENSG00000018236	3S97
ENSG00000019485	3RAY
ENSG00000019505	1WFM
ENSG00000019582	1A6A
ENSG00000019582	1ICF
ENSG00000019582	1IIE
ENSG00000019582	1L3H
ENSG00000019582	1MUJ
ENSG00000019582	3PDO
ENSG00000019582	3PGC
ENSG00000019582	3PGD
ENSG00000019582	3QXA
ENSG00000019582	3QXD
ENSG00000019582	4AEN
ENSG00000019582	4AH2
ENSG00000019991	1BHT
ENSG00000019991	1GMN
ENSG00000019991	1GMO
ENSG00000019991	1GP9
ENSG00000019991	1NK1
ENSG00000019991	1SHY
ENSG00000019991	1SI5
ENSG00000019991	2HGF
ENSG00000019991	2QJ2
ENSG00000019991	3HMS
ENSG00000019991	3HMT
ENSG00000019991	3HN4
ENSG00000019991	3MKP
ENSG00000019991	3SP8
ENSG00000019991	4K3J
ENSG00000019995	3ZRH
ENSG00000020256	1X5W
ENSG00000020256	2DMD
ENSG00000020426	1G25
ENSG00000020922	3T1I
ENSG00000021355	4GA7
ENSG00000021574	3EAB
ENSG00000021574	3VFD
ENSG00000021826	2YVQ
ENSG00000021852	3OJY
ENSG00000022267	1X63
ENSG00000022267	2CUP
ENSG00000022267	2CUR
ENSG00000022267	2EGQ
ENSG00000023191	1A4Y
ENSG00000023191	1Z7X
ENSG00000023191	2BEX
ENSG00000023191	2Q4G
ENSG00000023318	2R2J
ENSG00000023445	2UVL
ENSG00000023445	3EB5
ENSG00000023445	3EB6
ENSG00000023445	3M0A
ENSG00000023445	3M0D
ENSG00000023572	2CQ9
ENSG00000023572	2FLS
ENSG00000023572	2HT9
ENSG00000023902	3AA1
ENSG00000024048	3NY2
ENSG00000024048	3NY3
ENSG00000024526	2YSR
ENSG00000025039	2Q3F
ENSG00000025293	2LDM
ENSG00000025293	3P8D
ENSG00000025293	3Q1J
ENSG00000025293	3QII
ENSG00000025293	3SD4
ENSG00000025434	1UHL
ENSG00000025434	3IPQ
ENSG00000025434	3IPS
ENSG00000025434	3IPU
ENSG00000025708	1UOU
ENSG00000025708	2J0F
ENSG00000025708	2WK5
ENSG00000025708	2WK6
ENSG00000026025	1GK4
ENSG00000026025	1GK6
ENSG00000026025	1GK7
ENSG00000026025	3G1E
ENSG00000026025	3KLT
ENSG00000026025	3S4R
ENSG00000026025	3SSU
ENSG00000026025	3SWK
ENSG00000026025	3TRT
ENSG00000026025	3UF1
ENSG00000026025	4MCY
ENSG00000026025	4MCZ
ENSG00000026025	4MD0
ENSG00000026025	4MD5
ENSG00000026025	4MDI
ENSG00000026025	4MDJ
ENSG00000026036	3K51
ENSG00000026036	3MHD
ENSG00000026036	3MI8
ENSG00000026036	4J6G
ENSG00000026036	4KGG
ENSG00000026036	4KGQ
ENSG00000026036	4MSV
ENSG00000026103	1BZI
ENSG00000026103	1DDF
ENSG00000026103	3EWT
ENSG00000026103	3EZQ
ENSG00000026103	3THM
ENSG00000026103	3TJE
ENSG00000026297	3T0O
ENSG00000026508	1POZ
ENSG00000026508	1UUH
ENSG00000026508	2I83
ENSG00000026950	4F80
ENSG00000026950	4F9L
ENSG00000026950	4F9P
ENSG00000026950	4JKW
ENSG00000026950	4K55
ENSG00000026950	4N7I
ENSG00000026950	4N7U
ENSG00000027075	2FK9
ENSG00000027075	3TXO
ENSG00000027697	1FG9
ENSG00000027697	1FYH
ENSG00000027697	1JRH
ENSG00000027847	4IRP
ENSG00000027847	4IRQ
ENSG00000028116	2V62
ENSG00000028137	1CA9
ENSG00000028137	3ALQ
ENSG00000028277	1HDP
ENSG00000028310	3HME
ENSG00000028310	4NQN
ENSG00000028528	2I4K
ENSG00000028528	4FZS
ENSG00000029153	2KDK
ENSG00000029534	1N11
ENSG00000029534	2YQF
ENSG00000029534	2YVI
ENSG00000029534	3F59
ENSG00000029534	3KBT
ENSG00000029534	3KBU
ENSG00000029534	3UD1
ENSG00000029534	3UD2
ENSG00000029725	1P4U
ENSG00000029725	1TU3
ENSG00000029725	1X79
ENSG00000029993	2EQZ
ENSG00000029993	2YQI
ENSG00000030110	1BXL
ENSG00000030110	2IMS
ENSG00000030110	2IMT
ENSG00000030110	2JBY
ENSG00000030110	2JCN
ENSG00000030110	2M5B
ENSG00000030110	2XPX
ENSG00000030110	2YV6
ENSG00000030110	3I1H
ENSG00000030110	3QBR
ENSG00000030582	1G26
ENSG00000030582	2JYE
ENSG00000030582	2JYT
ENSG00000030582	2JYU
ENSG00000030582	2JYV
ENSG00000031698	3VBB
ENSG00000031698	4L87
ENSG00000031823	2CRF
ENSG00000031823	2Y8F
ENSG00000031823	2Y8G
ENSG00000032219	2LCC
ENSG00000032219	2MAM
ENSG00000032219	2YRV
ENSG00000033170	2DE0
ENSG00000033327	2VWF
ENSG00000033327	2W0Z
ENSG00000033800	1V66
ENSG00000034693	3AJB
ENSG00000034693	3MK4
ENSG00000035115	2D8H
ENSG00000035403	1RKC
ENSG00000035403	1RKE
ENSG00000035403	1SYQ
ENSG00000035403	1TR2
ENSG00000035403	1YDI
ENSG00000035403	2GWW
ENSG00000035403	2HSQ
ENSG00000035403	2IBF
ENSG00000035403	3H2U
ENSG00000035403	3H2V
ENSG00000035403	3MYI
ENSG00000035403	3RF3
ENSG00000035403	3S90
ENSG00000035403	3TJ5
ENSG00000035403	3TJ6
ENSG00000035403	3VF0
ENSG00000035403	4DJ9
ENSG00000035403	4EHP
ENSG00000035664	1WMK
ENSG00000035664	1WRZ
ENSG00000035664	1Z9X
ENSG00000035664	1ZUZ
ENSG00000035664	1ZWS
ENSG00000035664	2A27
ENSG00000035664	2A2A
ENSG00000035664	2CKE
ENSG00000035687	2V40
ENSG00000035720	1X1F
ENSG00000035720	3MAZ
ENSG00000035862	1BR9
ENSG00000035862	1GXD
ENSG00000035862	2TMP
ENSG00000035862	4ILW
ENSG00000035928	2EBU
ENSG00000035928	2K6G
ENSG00000035928	2K7F
ENSG00000036257	4AP2
ENSG00000036257	4APF
ENSG00000036257	4EOZ
ENSG00000036257	4HXI
ENSG00000036473	1C9Y
ENSG00000036473	1EP9
