Ensembl ID	RefSeq_mRNA_predicted ID
ENSG00000186710	XM_005253879
ENSG00000186714	NM_001008391
ENSG00000186716	NM_004327
ENSG00000186716	NM_021574
ENSG00000186723	NM_013940
ENSG00000186732	NM_001044370
ENSG00000186743	NR_027338
ENSG00000186765	NM_001077182
ENSG00000186765	NM_012418
ENSG00000186765	XM_005257195
ENSG00000186765	XM_005257196
ENSG00000186766	NM_207426
ENSG00000186767	NM_001012968
ENSG00000186777	NM_001137608
ENSG00000186787	NM_001006681
ENSG00000186787	NM_001006682
ENSG00000186787	NM_001006683
ENSG00000186787	NM_001282461
ENSG00000186787	NM_001282462
ENSG00000186787	XM_005262010
ENSG00000186787	XM_005262019
ENSG00000186787	XM_006724588
ENSG00000186790	NM_012186
ENSG00000186792	NM_001200029
ENSG00000186792	NM_001200030
ENSG00000186792	NM_001200031
ENSG00000186792	NM_001200032
ENSG00000186792	NM_003549
ENSG00000186795	NM_181840
ENSG00000186803	NM_002171
ENSG00000186806	NM_001163922
ENSG00000186810	NM_001142797
ENSG00000186810	NM_001504
ENSG00000186810	XM_005262256
ENSG00000186812	NM_001135178
ENSG00000186812	NM_032347
ENSG00000186814	NM_001112734
ENSG00000186814	NM_001166012
ENSG00000186814	NM_001288711
ENSG00000186814	XM_005258183
ENSG00000186814	XM_006722371
ENSG00000186814	XM_006722372
ENSG00000186815	NM_001143819
ENSG00000186815	NM_001301214
ENSG00000186815	NM_017901
ENSG00000186815	XM_005253906
ENSG00000186815	XM_006719465
ENSG00000186815	XR_243016
ENSG00000186818	NM_001278426
ENSG00000186818	NM_001278427
ENSG00000186818	NM_001278428
ENSG00000186818	NM_001278429
ENSG00000186818	NM_001278430
ENSG00000186818	XM_006726292
ENSG00000186818	XM_006726293
ENSG00000186825	NM_214461
ENSG00000186827	NM_003327
ENSG00000186832	NM_005557
ENSG00000186834	NM_006460
ENSG00000186838	NM_182704
ENSG00000186844	NM_178348
ENSG00000186847	NM_000526
ENSG00000186854	NM_001080824
ENSG00000186854	NM_001277053
ENSG00000186854	XM_005264130
ENSG00000186854	XM_005264131
ENSG00000186854	XR_429143
ENSG00000186854	XR_432836
ENSG00000186860	NM_031964
ENSG00000186862	NM_001195263
ENSG00000186862	NM_024895
ENSG00000186862	XM_006717975
ENSG00000186866	NM_015227
ENSG00000186866	NM_133635
ENSG00000186866	XM_006723982
ENSG00000186866	XM_006723983
ENSG00000186867	NM_198179
ENSG00000186868	NM_001123066
ENSG00000186868	NM_001123067
ENSG00000186868	NM_001203251
ENSG00000186868	NM_001203252
ENSG00000186868	NM_005910
ENSG00000186868	NM_016834
ENSG00000186868	NM_016835
ENSG00000186868	NM_016841
ENSG00000186868	XM_005275647
ENSG00000186868	XM_005275648
ENSG00000186868	XM_006725266
ENSG00000186868	XM_006725268
ENSG00000186868	XM_006725269
ENSG00000186868	XM_006725270
ENSG00000186868	XM_006725271
ENSG00000186868	XM_006725272
ENSG00000186868	XM_006725273
ENSG00000186868	XM_006725274
ENSG00000186868	XM_006725275
ENSG00000186868	XM_006725625
ENSG00000186871	NM_017669
ENSG00000186881	NM_001004485
ENSG00000186889	NM_198276
ENSG00000186891	NM_004195
ENSG00000186891	NM_148901
ENSG00000186891	NM_148902
ENSG00000186895	NM_005247
ENSG00000186897	NM_001008223
ENSG00000186907	NM_178570
ENSG00000186908	NM_015336
ENSG00000186908	XM_005268751
ENSG00000186910	NM_001080451
ENSG00000186912	NM_002565
ENSG00000186918	NM_018660
ENSG00000186919	NM_180990
ENSG00000186924	NM_181620
ENSG00000186925	NM_181612
ENSG00000186930	NM_181604
ENSG00000186943	NM_001004483
ENSG00000186951	NM_001001928
ENSG00000186951	NM_005036
ENSG00000186951	XM_005261653
ENSG00000186951	XM_005261655
ENSG00000186951	XM_005261656
ENSG00000186951	XM_005261657
ENSG00000186951	XM_006724269
ENSG00000186951	XM_006724270
ENSG00000186952	NM_001039763
ENSG00000186952	XM_006714670
ENSG00000186960	NR_026731
ENSG00000186960	NR_026732
ENSG00000186960	XR_429236
ENSG00000186960	XR_432918
ENSG00000186965	NM_181608
ENSG00000186967	NM_181610
ENSG00000186970	NM_181623
ENSG00000186971	NM_181600
ENSG00000186973	NM_001101376
ENSG00000186973	XM_005270875
ENSG00000186976	NM_022785
ENSG00000186976	NM_198856
ENSG00000186976	XM_005261704
ENSG00000186976	XM_005261705
ENSG00000186976	XM_006724296
ENSG00000186977	NM_181611
ENSG00000186980	NM_181624
ENSG00000186994	NM_198471
ENSG00000186994	XM_005272467
ENSG00000186994	XM_006722718
ENSG00000186998	NM_001267895
ENSG00000186998	NM_133455
ENSG00000186998	XM_005261328
ENSG00000186998	XM_005261330
ENSG00000186998	XM_006724133
ENSG00000187003	NM_006687
ENSG00000187005	NM_181619
ENSG00000187010	NM_001127691
ENSG00000187010	NM_001282867
ENSG00000187010	NM_001282868
ENSG00000187010	NM_001282869
ENSG00000187010	NM_001282870
ENSG00000187010	NM_001282871
ENSG00000187010	NM_001282872
ENSG00000187010	NM_016124
ENSG00000187010	XM_006710810
ENSG00000187012	NR_028409
ENSG00000187012	NR_028410
ENSG00000187013	NM_203425
ENSG00000187017	NM_031475
ENSG00000187021	NM_006229
ENSG00000187021	XM_005269903
ENSG00000187021	XR_424530
ENSG00000187021	XR_429387
ENSG00000187021	XR_433004
ENSG00000187024	NM_001002913
ENSG00000187024	XR_424530
ENSG00000187024	XR_429387
ENSG00000187024	XR_433004
ENSG00000187026	NM_181617
ENSG00000187033	NM_182610
ENSG00000187033	XM_005247422
ENSG00000187033	XM_005247423
ENSG00000187037	NM_181791
ENSG00000187045	NM_001289000
ENSG00000187045	NM_001289001
ENSG00000187045	NM_153609
ENSG00000187045	XM_006724162
ENSG00000187045	XM_006724163
ENSG00000187048	NM_000778
ENSG00000187048	XM_005270539
ENSG00000187048	XM_006710392
ENSG00000187049	NM_001173990
ENSG00000187049	NM_001173991
ENSG00000187049	NM_016499
ENSG00000187049	XM_005274039
ENSG00000187051	NM_194326
ENSG00000187054	NM_001114387
ENSG00000187054	NM_182606
ENSG00000187054	XM_006714206
ENSG00000187066	NM_001242631
ENSG00000187066	NM_001282448
ENSG00000187068	NM_001025266
ENSG00000187079	NM_021961
ENSG00000187080	NM_001004491
ENSG00000187082	NM_001040704
ENSG00000187091	NM_001130964
ENSG00000187091	NM_006225
ENSG00000187094	NM_000729
ENSG00000187094	NM_001174138
ENSG00000187097	NM_001249
ENSG00000187097	XM_005268221
ENSG00000187097	XM_005268222
ENSG00000187097	XM_005268224
ENSG00000187097	XM_006720324
ENSG00000187097	XM_006720325
ENSG00000187098	NM_000248
ENSG00000187098	NM_001184967
ENSG00000187098	NM_001184968
ENSG00000187098	NM_006722
ENSG00000187098	NM_198158
ENSG00000187098	NM_198159
ENSG00000187098	NM_198177
ENSG00000187098	NM_198178
ENSG00000187098	XM_005264754
ENSG00000187098	XM_005264755
ENSG00000187098	XM_006713164
ENSG00000187105	NM_001220484
ENSG00000187105	NM_203309
ENSG00000187105	XM_006720143
ENSG00000187109	NM_004537
ENSG00000187109	NM_139207
ENSG00000187109	XM_006719422
ENSG00000187109	XM_006719425
ENSG00000187116	NM_021250
ENSG00000187116	NM_181985
ENSG00000187118	NM_182523
ENSG00000187122	NM_003061
ENSG00000187123	NM_001195685
ENSG00000187123	NM_194317
ENSG00000187134	NM_001353
ENSG00000187135	NM_001146339
ENSG00000187140	NM_012183
ENSG00000187144	NM_198546
ENSG00000187144	XM_005245866
ENSG00000187144	XR_241189
ENSG00000187147	NM_018150
ENSG00000187147	XM_005270994
ENSG00000187151	NM_178127
ENSG00000187164	NM_001127211
ENSG00000187164	NM_001258298
ENSG00000187164	NM_001258299
ENSG00000187164	NM_001258300
ENSG00000187164	NM_018330
ENSG00000187166	NM_181788
ENSG00000187170	NM_178356
ENSG00000187173	NM_178428
ENSG00000187175	NM_181686
ENSG00000187180	NM_178429
ENSG00000187187	NM_001297763
ENSG00000187187	NM_178544
ENSG00000187187	XM_005258853
ENSG00000187187	XM_005258854
ENSG00000187189	NM_021648
ENSG00000187191	XM_005262606
ENSG00000187191	XM_006709927
ENSG00000187193	NM_005952
ENSG00000187210	NM_001097633
ENSG00000187210	NM_001097634
ENSG00000187210	NM_001097635
ENSG00000187210	NM_001097636
ENSG00000187210	NM_001490
ENSG00000187210	XM_006717052
ENSG00000187223	NM_178430
ENSG00000187231	NM_178123
ENSG00000187238	NM_178433
ENSG00000187239	NM_015033
ENSG00000187239	XM_005251824
ENSG00000187239	XM_005251825
ENSG00000187239	XM_005251827
ENSG00000187239	XM_005251828
ENSG00000187239	XM_005251829
ENSG00000187239	XM_005251830
ENSG00000187239	XM_005251834
ENSG00000187239	XM_006717017
ENSG00000187240	NM_001080463
ENSG00000187240	NM_001377
ENSG00000187240	XM_006718903
ENSG00000187242	NM_000223
ENSG00000187243	NM_001242362
ENSG00000187243	NM_030801
ENSG00000187243	NM_177535
ENSG00000187243	NM_177537
ENSG00000187243	NR_003711
ENSG00000187243	NR_102368
ENSG00000187243	XM_006724607
ENSG00000187243	XM_006724608
ENSG00000187244	NM_001013257
ENSG00000187244	NM_005581
ENSG00000187257	NM_198467
ENSG00000187258	NM_001300933
ENSG00000187258	NM_001300934
ENSG00000187258	NM_001300935
ENSG00000187258	NM_207172
ENSG00000187258	NM_207173
ENSG00000187258	XM_005249753
ENSG00000187258	XM_005249754
ENSG00000187258	XM_005249756
ENSG00000187260	NM_001284260
ENSG00000187260	NM_001284261
ENSG00000187260	NM_001284262
ENSG00000187260	NM_198285
ENSG00000187260	XM_005249989
ENSG00000187260	XM_005249990
ENSG00000187266	NM_000121
ENSG00000187266	NR_033663
ENSG00000187268	NM_174901
ENSG00000187268	XM_005274462
ENSG00000187268	XM_005274463
ENSG00000187272	NM_031963
ENSG00000187288	NM_001199551
ENSG00000187288	NM_001199552
ENSG00000187288	NM_001199623
ENSG00000187288	NM_022094
ENSG00000187288	XM_005265374
ENSG00000187288	XM_005265375
ENSG00000187288	XM_005265376
ENSG00000187323	NM_005215
ENSG00000187323	XM_005258204
ENSG00000187325	NM_015975
ENSG00000187325	XM_005262142
ENSG00000187372	NM_018933
ENSG00000187391	NM_001301128
ENSG00000187391	NM_012301
ENSG00000187391	XM_005250725
ENSG00000187398	NM_001009909
ENSG00000187398	NM_001252008
ENSG00000187398	NM_001252010
ENSG00000187398	XM_005252887
ENSG00000187416	NM_199000
ENSG00000187416	XM_005250327
ENSG00000187416	XM_005250329
ENSG00000187446	NM_007236
ENSG00000187474	NM_002030
ENSG00000187475	NM_005323
ENSG00000187479	NM_001145033
ENSG00000187483	NR_015340
ENSG00000187486	NM_000525
ENSG00000187486	NM_001166290
ENSG00000187486	XM_006718226
ENSG00000187492	NM_001007540
ENSG00000187498	NM_001845
ENSG00000187510	NM_001004330
ENSG00000187510	XM_006719402
ENSG00000187513	NM_002060
ENSG00000187513	XM_005270750
ENSG00000187514	NM_001099285
ENSG00000187514	NM_002823
ENSG00000187514	NR_036052
ENSG00000187514	NR_036262
ENSG00000187514	NR_036263
ENSG00000187514	XM_001126659
ENSG00000187514	XM_003960458
ENSG00000187514	XM_005275719
ENSG00000187514	XM_005276418
ENSG00000187516	NM_012274
ENSG00000187522	NM_001278205
ENSG00000187522	NM_016299
ENSG00000187522	NR_103464
ENSG00000187527	NM_198505
ENSG00000187531	NM_016538
ENSG00000187533	NM_214711
ENSG00000187533	XM_005265686
ENSG00000187533	XM_005265688
ENSG00000187535	NM_014714
ENSG00000187535	XM_006720989
ENSG00000187535	XM_006720990
ENSG00000187535	XM_006720991
ENSG00000187535	XM_006720992
ENSG00000187537	NM_001005356
ENSG00000187545	NM_001039361
ENSG00000187546	NM_001004320
ENSG00000187546	XM_006715731
ENSG00000187550	NM_001101401
ENSG00000187550	XM_006723327
ENSG00000187553	NM_183374
ENSG00000187554	NM_003268
ENSG00000187554	XM_005273241
ENSG00000187554	XM_005273242
ENSG00000187554	XM_005273243
ENSG00000187554	XM_006711503
ENSG00000187554	XM_006711504
ENSG00000187554	XM_006711505
ENSG00000187554	XM_006711506
ENSG00000187554	XM_006711507
ENSG00000187555	NM_001286457
ENSG00000187555	NM_001286458
ENSG00000187555	NM_003470
ENSG00000187556	NM_001098622
ENSG00000187559	NM_199135
ENSG00000187566	NM_198586
ENSG00000187569	NM_199286
ENSG00000187581	NM_182971
ENSG00000187583	NM_001160184
ENSG00000187583	NM_032129
ENSG00000187595	NM_001242704
ENSG00000187595	XM_005257130
ENSG00000187595	XM_006721751
ENSG00000187600	NM_001145051
ENSG00000187600	NR_103805
ENSG00000187601	NM_014061
ENSG00000187605	NM_001287491
ENSG00000187605	XM_005264187
ENSG00000187605	XM_006711963
ENSG00000187607	NM_001130842
ENSG00000187607	NM_001288642
ENSG00000187607	NM_001288643
ENSG00000187607	NM_001288644
ENSG00000187607	NM_001288645
ENSG00000187607	NM_001288646
ENSG00000187607	NM_001288647
ENSG00000187607	NM_001288648
ENSG00000187607	NM_001288649
ENSG00000187607	NM_020652
ENSG00000187608	NM_005101
ENSG00000187609	NM_001286823
ENSG00000187609	NM_017820
ENSG00000187609	XM_006717154
ENSG00000187609	XM_006717155
ENSG00000187609	XM_006717160
ENSG00000187612	NM_001001960
ENSG00000187616	NM_001080483
ENSG00000187621	NR_028288
ENSG00000187624	NM_001013672
ENSG00000187626	NM_019110
ENSG00000187626	XM_005249095
ENSG00000187626	XM_005249099
ENSG00000187626	XM_005249100
ENSG00000187626	XM_005249101
ENSG00000187627	NM_001024457
ENSG00000187630	NM_001193635
ENSG00000187630	NM_001193636
ENSG00000187630	NM_001193637
ENSG00000187630	NM_198083
ENSG00000187634	NM_152486
ENSG00000187642	NM_001291366
ENSG00000187642	NM_001291367
ENSG00000187650	NM_001017921
ENSG00000187658	NM_001145132
ENSG00000187664	NM_023002
ENSG00000187672	NM_015576
ENSG00000187672	XR_245112
ENSG00000187672	XR_245113
ENSG00000187672	XR_245114
ENSG00000187672	XR_245115
ENSG00000187672	XR_245116
ENSG00000187676	NM_194318
ENSG00000187676	XM_006719768
ENSG00000187678	NM_001127496
ENSG00000187678	NM_001293289
ENSG00000187678	NM_001293290
ENSG00000187678	NM_030964
ENSG00000187678	XM_005268518
ENSG00000187678	XM_005268519
ENSG00000187678	XM_006714798
ENSG00000187682	NM_181532
ENSG00000187688	NM_016113
ENSG00000187688	XM_005256676
ENSG00000187688	XM_005256678
ENSG00000187688	XM_006721541
ENSG00000187688	XM_006721543
ENSG00000187689	NM_001286731
ENSG00000187689	NM_212557
ENSG00000187690	NM_203407
ENSG00000187699	NM_001042519
ENSG00000187699	NM_001042520
ENSG00000187699	NM_001042521
ENSG00000187699	NM_032321
ENSG00000187699	XM_005246905
ENSG00000187699	XM_006712795
ENSG00000187701	NM_001001824
ENSG00000187713	NM_053045
ENSG00000187714	NM_003055
ENSG00000187715	NM_207335
ENSG00000187715	XM_005247167
ENSG00000187715	XM_005247168
ENSG00000187720	NM_001286429
ENSG00000187720	NM_024817
ENSG00000187720	XM_006720692
ENSG00000187726	NM_153614
ENSG00000187726	XM_005273983
ENSG00000187730	NM_000815
ENSG00000187733	NM_001008219
ENSG00000187733	XM_005270758
ENSG00000187733	XM_005270761
ENSG00000187733	XM_006710580
ENSG00000187733	XM_006710581
ENSG00000187735	NM_006756
ENSG00000187735	NM_201437
ENSG00000187735	NR_109901
ENSG00000187736	NM_024782
ENSG00000187741	NM_000135
ENSG00000187741	NM_001018112
ENSG00000187741	NM_001286167
ENSG00000187741	XM_005256294
ENSG00000187742	NM_001282688
ENSG00000187742	NM_001282689
ENSG00000187742	NM_001282690
ENSG00000187742	NM_024077
ENSG00000187742	XM_005252198
ENSG00000187742	XM_005252202
ENSG00000187742	XM_006717282
ENSG00000187747	NM_001005162
ENSG00000187753	NM_001276366
ENSG00000187753	NM_001276367
ENSG00000187753	NM_001276368
ENSG00000187754	NM_173358
ENSG00000187758	NM_000667
ENSG00000187764	NM_001142287
ENSG00000187764	NM_006378
ENSG00000187764	XM_005251654
ENSG00000187766	NM_198695
ENSG00000187772	NM_001004317
ENSG00000187772	XM_006715477
ENSG00000187773	NM_001044369
ENSG00000187773	XM_005266647
ENSG00000187775	NM_173628
ENSG00000187778	NM_001012300
ENSG00000187778	NM_001278341
ENSG00000187778	NM_006337
ENSG00000187778	XM_005268572
ENSG00000187783	NM_001123376
ENSG00000187790	NM_020937
ENSG00000187792	NM_021916
ENSG00000187796	NM_052813
ENSG00000187796	NM_052814
ENSG00000187800	NM_001080471
ENSG00000187800	XM_005245141
ENSG00000187801	NM_023070
ENSG00000187801	XM_005271136
ENSG00000187801	XM_005271137
ENSG00000187801	XM_005271138
ENSG00000187801	XM_005271139
ENSG00000187806	NM_001080462
ENSG00000187808	NM_001105576
ENSG00000187815	NM_198494
ENSG00000187815	XM_005270808
ENSG00000187815	XM_005270809
ENSG00000187815	XM_005270810
ENSG00000187815	XM_006710605
ENSG00000187815	XM_006710606
ENSG00000187815	XM_006710607
ENSG00000187821	NM_001029887
ENSG00000187821	NM_001300781
ENSG00000187821	NM_001300782
ENSG00000187821	XM_005262989
ENSG00000187821	XM_005262990
ENSG00000187823	NM_001004308
ENSG00000187824	NM_001004313
ENSG00000187833	NM_001080474
ENSG00000187833	XM_005264302
ENSG00000187837	NM_005319
ENSG00000187838	NM_001201576
ENSG00000187838	NM_020360
ENSG00000187840	NM_004095
ENSG00000187848	NM_001282164
ENSG00000187848	NM_001282165
ENSG00000187848	NM_012226
ENSG00000187848	NM_016318
ENSG00000187848	NM_170682
ENSG00000187848	NM_170683
ENSG00000187848	NM_174872
ENSG00000187848	NM_174873
ENSG00000187855	NM_203436
ENSG00000187857	NM_001005497
ENSG00000187860	NM_001017437
ENSG00000187862	NM_001105669
ENSG00000187866	NM_138333
ENSG00000187867	NM_001145028
ENSG00000187867	XM_005259891
ENSG00000187871	NM_207410
ENSG00000187889	NM_001004303
ENSG00000187889	XM_006710416
ENSG00000187893	NR_033924
ENSG00000187902	NM_001145176
ENSG00000187905	NM_001291006
ENSG00000187905	NR_027006
ENSG00000187905	NR_110991
ENSG00000187908	NM_004406
ENSG00000187908	NM_007329
ENSG00000187908	NM_017579
ENSG00000187908	XM_006717670
ENSG00000187908	XM_006717671
ENSG00000187908	XM_006717673
ENSG00000187908	XM_006717674
ENSG00000187908	XM_006717676
ENSG00000187908	XM_006717678
ENSG00000187912	NM_001204118
ENSG00000187912	NM_207390
ENSG00000187918	NM_001004754
ENSG00000187922	NM_001001712
ENSG00000187942	NM_001013693
ENSG00000187944	NM_213608
ENSG00000187950	NM_183378
ENSG00000187951	NM_001039841
ENSG00000187951	NR_038253
ENSG00000187951	NR_038254
ENSG00000187951	NR_038255
ENSG00000187953	NR_002217
ENSG00000187954	NM_001129888
ENSG00000187954	NM_032687
ENSG00000187954	NM_138496
ENSG00000187955	NM_021110
ENSG00000187955	XM_005251059
ENSG00000187955	XM_006716651
ENSG00000187957	NM_139072
ENSG00000187959	NM_001129885
ENSG00000187961	NM_198317
ENSG00000187969	NM_203303
ENSG00000187980	NM_001105572
ENSG00000187984	NR_026868
ENSG00000187987	NM_001012455
ENSG00000187987	XM_005248950
ENSG00000187994	NM_001195833
ENSG00000187994	NM_198445
ENSG00000187994	XM_006723015
ENSG00000187997	NM_001163075
ENSG00000188000	NM_175883
ENSG00000188001	NM_198485
ENSG00000188001	XM_005247382
ENSG00000188001	XM_005247387
ENSG00000188001	XR_425644
ENSG00000188001	XR_427364
ENSG00000188004	NM_001134233
ENSG00000188010	NM_001145450
ENSG00000188011	NM_173821
ENSG00000188015	NM_002960
ENSG00000188021	NM_013444
ENSG00000188026	NM_178314
ENSG00000188026	XM_006719372
ENSG00000188026	XM_006719374
ENSG00000188029	NR_027917
ENSG00000188032	NM_001277378
ENSG00000188033	NM_020714
ENSG00000188037	NM_000083
ENSG00000188038	NM_198443
ENSG00000188039	NM_001007525
ENSG00000188039	NM_001290355
ENSG00000188042	NM_001282431
ENSG00000188042	NM_005737
ENSG00000188050	NM_139175
ENSG00000188051	NM_001190844
ENSG00000188056	NM_198153
ENSG00000188056	XM_005249025
ENSG00000188060	NM_152304
ENSG00000188064	NM_058238
ENSG00000188069	NM_001004752
ENSG00000188070	NM_001144936
ENSG00000188076	NM_145651
ENSG00000188076	XM_005252804
ENSG00000188086	NM_199183
ENSG00000188086	XM_003403767
ENSG00000188086	XM_003959971
ENSG00000188086	XM_003960329
ENSG00000188089	NM_001206670
ENSG00000188092	NM_016334
ENSG00000188092	XM_005277401
ENSG00000188092	XM_005277402
ENSG00000188092	XM_005277404
ENSG00000188092	XM_006711377
ENSG00000188092	XM_006711378
ENSG00000188092	XR_248599
ENSG00000188095	NM_001039958
ENSG00000188100	NM_001146157
ENSG00000188107	NM_001142800
ENSG00000188107	NM_001142801
ENSG00000188107	NM_001292009
ENSG00000188107	NM_198283
ENSG00000188112	NM_001164446
ENSG00000188120	NM_001005375
ENSG00000188120	NM_004081
ENSG00000188124	NM_001004490
ENSG00000188130	NM_002969
ENSG00000188133	NM_212558
ENSG00000188152	NM_001045477
ENSG00000188152	NM_001170741
ENSG00000188153	NM_000495
ENSG00000188153	NM_033380
ENSG00000188153	XM_005262070
ENSG00000188153	XM_006724616
ENSG00000188155	NM_198688
ENSG00000188157	NM_198576
ENSG00000188157	XM_005244749
ENSG00000188157	XM_006710635
ENSG00000188158	NM_001136024
ENSG00000188158	NM_001291867
ENSG00000188158	NM_001291868
ENSG00000188158	NM_198270
ENSG00000188162	NM_001277269
ENSG00000188162	NM_001292063
ENSG00000188163	NM_001001710
ENSG00000188163	XM_005266088
ENSG00000188163	XR_245332
ENSG00000188167	NM_001039770
ENSG00000188167	NM_001136238
ENSG00000188171	NM_001076675
ENSG00000188171	NM_145297
ENSG00000188175	NM_001039372
ENSG00000188175	NM_001288804
ENSG00000188175	NM_001288810
ENSG00000188175	NM_198151
ENSG00000188176	NM_001114974
ENSG00000188176	NM_198501
ENSG00000188176	XM_006721515
ENSG00000188177	NM_198581
ENSG00000188177	XM_006712520
ENSG00000188185	NR_026999
ENSG00000188185	XR_426203
ENSG00000188185	XR_428201
ENSG00000188185	XR_432176
ENSG00000188186	NM_001008395
ENSG00000188191	NM_001164758
ENSG00000188191	NM_001164759
ENSG00000188191	NM_001164760
ENSG00000188191	NM_001164761
ENSG00000188191	NM_001164762
ENSG00000188191	NM_002735
ENSG00000188191	XM_005249809
ENSG00000188199	NM_001278495
