Ensembl ID	RefSeq_mRNA_predicted ID
ENSG00000145362	NM_001148
ENSG00000145362	NM_020977
ENSG00000145362	XM_005262945
ENSG00000145362	XM_006714192
ENSG00000145365	NM_052864
ENSG00000145375	NM_145207
ENSG00000145375	XM_005262783
ENSG00000145375	XM_005262784
ENSG00000145375	XR_427531
ENSG00000145384	NM_000134
ENSG00000145386	NM_001237
ENSG00000145388	NM_020961
ENSG00000145388	XM_006714283
ENSG00000145390	NM_019050
ENSG00000145390	XM_005263073
ENSG00000145390	XM_005263074
ENSG00000145390	XM_006714240
ENSG00000145391	NM_030648
ENSG00000145414	NM_001128931
ENSG00000145414	NM_138386
ENSG00000145414	XM_005263349
ENSG00000145414	XM_005263350
ENSG00000145414	XM_006714414
ENSG00000145416	NM_001166373
ENSG00000145416	NM_017923
ENSG00000145416	XM_006714248
ENSG00000145423	NM_003013
ENSG00000145425	NM_001006
ENSG00000145425	NR_000007
ENSG00000145428	NM_173662
ENSG00000145428	XM_006714185
ENSG00000145431	NM_016205
ENSG00000145431	XM_006714273
ENSG00000145439	NM_032783
ENSG00000145451	NM_001042543
ENSG00000145451	NM_006529
ENSG00000145476	NM_207352
ENSG00000145476	XM_005262935
ENSG00000145491	NM_001201466
ENSG00000145491	NM_031916
ENSG00000145494	NM_004553
ENSG00000145495	NM_001270660
ENSG00000145495	NM_001270661
ENSG00000145495	NM_005885
ENSG00000145506	NM_001271082
ENSG00000145506	NM_033120
ENSG00000145526	NM_001167667
ENSG00000145526	NM_001291956
ENSG00000145526	NM_001291957
ENSG00000145526	NM_004934
ENSG00000145526	XM_005248228
ENSG00000145526	XM_006714435
ENSG00000145526	XM_006714436
ENSG00000145526	XM_006714437
ENSG00000145536	NM_139056
ENSG00000145545	NM_001047
ENSG00000145545	XR_427663
ENSG00000145555	NM_012334
ENSG00000145555	XM_005248306
ENSG00000145555	XM_005248307
ENSG00000145569	NM_019018
ENSG00000145592	NM_000997
ENSG00000145604	NM_001243120
ENSG00000145604	NM_005983
ENSG00000145604	NM_032637
ENSG00000145623	NM_001168355
ENSG00000145623	NM_003999
ENSG00000145623	XM_005248384
ENSG00000145623	XM_005248385
ENSG00000145623	XM_006714509
ENSG00000145626	NM_001171873
ENSG00000145626	NM_152404
ENSG00000145626	XM_006714441
ENSG00000145626	XM_006714442
ENSG00000145626	XM_006714443
ENSG00000145632	NM_001252226
ENSG00000145632	NM_006622
ENSG00000145642	NM_001164442
ENSG00000145649	NM_006144
ENSG00000145675	NM_001242466
ENSG00000145675	NM_181504
ENSG00000145675	NM_181523
ENSG00000145675	NM_181524
ENSG00000145675	XM_005248542
ENSG00000145681	NM_001884
ENSG00000145685	NM_005779
ENSG00000145685	XM_006714515
ENSG00000145687	NM_001256732
ENSG00000145687	NM_001256733
ENSG00000145687	NM_001256734
ENSG00000145687	NM_001256735
ENSG00000145687	NM_001256736
ENSG00000145687	NM_012446
ENSG00000145692	NM_001713
ENSG00000145700	NM_001164443
ENSG00000145703	NM_001285460
ENSG00000145703	NM_001285461
ENSG00000145703	NM_001285462
ENSG00000145703	NM_006633
ENSG00000145703	XM_005248409
ENSG00000145703	XM_005248410
ENSG00000145703	XM_005248411
ENSG00000145703	XM_005248414
ENSG00000145703	XM_006714522
ENSG00000145708	NM_001882
ENSG00000145715	NM_002890
ENSG00000145715	NM_022650
ENSG00000145721	NM_153234
ENSG00000145723	NM_017676
ENSG00000145723	XM_005272028
ENSG00000145723	XM_005272029
ENSG00000145725	NM_001276277
ENSG00000145725	NM_001281471
ENSG00000145725	NM_015216
ENSG00000145725	XM_005271935
ENSG00000145725	XM_006714578
ENSG00000145730	NM_000919
ENSG00000145730	NM_001177306
ENSG00000145730	NM_138766
ENSG00000145730	NM_138821
ENSG00000145730	NM_138822
ENSG00000145730	XM_006714632
ENSG00000145730	XM_006714633
ENSG00000145730	XM_006714634
ENSG00000145730	XM_006714635
ENSG00000145730	XM_006714636
ENSG00000145730	XM_006714637
ENSG00000145730	XM_006714638
ENSG00000145730	XM_006714639
ENSG00000145730	XM_006714640
ENSG00000145734	NM_018429
ENSG00000145734	XM_005276771
ENSG00000145734	XM_006714658
ENSG00000145734	XM_006714659
ENSG00000145734	XM_006725460
ENSG00000145734	XM_006725461
ENSG00000145734	XM_006726216
ENSG00000145734	XR_241785
ENSG00000145734	XR_254199
ENSG00000145734	XR_430843
ENSG00000145736	NM_001515
ENSG00000145736	XM_005248484
ENSG00000145736	XM_005248489
ENSG00000145736	XM_006714594
ENSG00000145736	XM_006714596
ENSG00000145736	XM_006725448
ENSG00000145736	XM_006726217
ENSG00000145740	NM_001251969
ENSG00000145740	NM_022902
ENSG00000145740	NM_024055
ENSG00000145740	XM_005248569
ENSG00000145741	NM_001037637
ENSG00000145741	NM_001207
ENSG00000145741	XR_426311
ENSG00000145741	XR_428343
ENSG00000145741	XR_432305
ENSG00000145743	NM_001163315
ENSG00000145743	XM_005272048
ENSG00000145743	XR_427717
ENSG00000145757	NM_031952
ENSG00000145757	NR_125328
ENSG00000145777	NM_033035
ENSG00000145777	NM_138551
ENSG00000145779	NM_001077654
ENSG00000145779	NM_001286813
ENSG00000145779	NM_001286814
ENSG00000145779	NM_014350
ENSG00000145779	XM_006714584
ENSG00000145780	NM_020177
ENSG00000145780	XM_005272035
ENSG00000145781	NM_016144
ENSG00000145782	NM_001277783
ENSG00000145782	NM_004707
ENSG00000145794	NM_001256545
ENSG00000145794	NM_032446
ENSG00000145794	XM_006714722
ENSG00000145808	NM_133638
ENSG00000145817	NM_001024947
ENSG00000145817	NM_001271732
ENSG00000145817	NM_030799
ENSG00000145819	NM_001135608
ENSG00000145819	NM_015071
ENSG00000145819	XM_005268399
ENSG00000145824	NM_004887
ENSG00000145826	NM_002302
ENSG00000145832	NM_145282
ENSG00000145832	XM_005271902
ENSG00000145832	XM_006714543
ENSG00000145832	XM_006714545
ENSG00000145832	XM_006714546
ENSG00000145832	XM_006714547
ENSG00000145832	XM_006714548
ENSG00000145833	NM_001300860
ENSG00000145833	NM_014829
ENSG00000145833	XM_005272142
ENSG00000145839	NM_000590
ENSG00000145850	NM_001146726
ENSG00000145850	NM_138379
ENSG00000145860	NM_001199380
ENSG00000145860	NM_001199381
ENSG00000145860	NM_001199382
ENSG00000145860	NM_001199383
ENSG00000145860	NM_144726
ENSG00000145860	XM_005265826
ENSG00000145861	NM_031908
ENSG00000145861	XM_005265815
ENSG00000145863	NM_000811
ENSG00000145864	NM_000813
ENSG00000145864	NM_021911
ENSG00000145868	NM_001271723
ENSG00000145868	NM_030793
ENSG00000145868	XM_005268513
ENSG00000145868	XM_006714796
ENSG00000145879	NM_032566
ENSG00000145882	NM_001301054
ENSG00000145882	NM_001301055
ENSG00000145882	NM_001301057
ENSG00000145882	NM_024028
ENSG00000145882	XM_006714794
ENSG00000145882	XM_006714795
ENSG00000145888	NM_000171
ENSG00000145888	NM_001146040
ENSG00000145888	NM_001292000
ENSG00000145901	NM_001252385
ENSG00000145901	NM_001252386
ENSG00000145901	NM_001252390
ENSG00000145901	NM_001252391
ENSG00000145901	NM_001252392
ENSG00000145901	NM_001252393
ENSG00000145901	NM_001258454
ENSG00000145901	NM_001258455
ENSG00000145901	NM_001258456
ENSG00000145901	NM_006058
ENSG00000145901	XM_005268355
ENSG00000145901	XM_006714751
ENSG00000145907	NM_005754
ENSG00000145907	NM_198395
ENSG00000145907	XM_006714749
ENSG00000145907	XM_006714750
ENSG00000145908	NM_001172831
ENSG00000145908	NM_001172832
ENSG00000145908	NM_052860
ENSG00000145908	XM_006714805
ENSG00000145908	XM_006714806
ENSG00000145911	NM_015111
ENSG00000145911	XM_006714834
ENSG00000145912	NM_001034833
ENSG00000145912	NM_017838
ENSG00000145916	NM_001288794
ENSG00000145916	NM_001288795
ENSG00000145916	NM_022762
ENSG00000145916	XM_005265969
ENSG00000145916	XM_005265971
ENSG00000145916	XM_005265972
ENSG00000145919	NM_001159651
ENSG00000145919	NM_138369
ENSG00000145919	XM_005266008
ENSG00000145920	NM_001008220
ENSG00000145920	NM_006650
ENSG00000145920	XM_005265798
ENSG00000145920	XM_005265799
ENSG00000145934	NM_001122679
ENSG00000145934	XM_005265950
ENSG00000145934	XM_005265952
ENSG00000145934	XM_006714897
ENSG00000145934	XM_006714898
ENSG00000145936	NM_004137
ENSG00000145945	NM_012135
ENSG00000145949	NM_001012418
ENSG00000145949	XM_005249077
ENSG00000145949	XM_005249078
ENSG00000145949	XM_005249079
ENSG00000145949	XM_006715081
ENSG00000145949	XM_006715082
ENSG00000145949	XM_006715083
ENSG00000145949	XM_006715084
ENSG00000145975	NM_173563
ENSG00000145975	XM_005248951
ENSG00000145975	XM_006715025
ENSG00000145975	XM_006715026
ENSG00000145979	NM_001143964
ENSG00000145979	NM_001143965
ENSG00000145979	NM_001143966
ENSG00000145979	NM_001258457
ENSG00000145979	NM_016495
ENSG00000145979	XM_005249163
ENSG00000145979	XM_005249164
ENSG00000145979	XM_005249166
ENSG00000145979	XM_005249167
ENSG00000145979	XM_006715105
ENSG00000145982	NM_006567
ENSG00000145982	XM_005248811
ENSG00000145982	XM_005248812
ENSG00000145990	NM_001242628
ENSG00000145990	NM_001242629
ENSG00000145990	NM_001242630
ENSG00000145990	NM_018988
ENSG00000145990	NR_038459
ENSG00000145996	NM_017774
ENSG00000145996	XM_006715127
ENSG00000145996	XM_006715128
ENSG00000146001	NR_001281
ENSG00000146005	NM_032289
ENSG00000146005	XM_006714801
ENSG00000146006	NM_015564
ENSG00000146007	NM_144723
ENSG00000146013	NM_001496
ENSG00000146021	NM_001257194
ENSG00000146021	NM_001257195
ENSG00000146021	NM_017415
ENSG00000146038	NM_001195610
ENSG00000146038	NM_016356
ENSG00000146039	NM_001286121
ENSG00000146039	NM_005495
ENSG00000146047	NM_170610
ENSG00000146049	NM_181337
ENSG00000146054	NM_033342
ENSG00000146054	NM_203293
ENSG00000146054	NM_203294
ENSG00000146054	NM_203295
ENSG00000146054	NM_203296
ENSG00000146054	NM_203297
ENSG00000146063	NM_033549
ENSG00000146063	NM_201627
ENSG00000146063	XM_006714931
ENSG00000146063	XM_006714932
ENSG00000146063	XR_425507
ENSG00000146063	XR_431517
ENSG00000146066	NM_138820
ENSG00000146067	NM_001190946
ENSG00000146067	XM_006714875
ENSG00000146067	XM_006714876
ENSG00000146067	XM_006714877
ENSG00000146067	XM_006714878
ENSG00000146067	XM_006714879
ENSG00000146067	XM_006714880
ENSG00000146067	XM_006714881
ENSG00000146067	XM_006714884
ENSG00000146067	XR_427805
ENSG00000146070	NM_001168357
ENSG00000146070	NM_005084
ENSG00000146070	XM_005249408
ENSG00000146072	NM_014452
ENSG00000146083	NM_014901
ENSG00000146083	XM_005265840
ENSG00000146083	XM_005265841
ENSG00000146083	XM_005265843
ENSG00000146083	XM_005265845
ENSG00000146083	XM_006714831
ENSG00000146085	NM_000255
ENSG00000146085	XM_005249143
ENSG00000146090	NM_175062
ENSG00000146090	XM_006714839
ENSG00000146094	NM_001144875
ENSG00000146094	NM_001144876
ENSG00000146094	NM_024872
ENSG00000146094	XM_005265984
ENSG00000146094	XM_005265985
ENSG00000146094	XM_005265987
ENSG00000146094	XM_006714920
ENSG00000146109	NM_013375
ENSG00000146112	NM_001134870
ENSG00000146112	NM_133471
ENSG00000146122	NM_001201427
ENSG00000146122	NM_015345
ENSG00000146122	XM_006715040
ENSG00000146143	NM_000947
ENSG00000146143	NM_001282487
ENSG00000146143	NM_001282488
ENSG00000146147	NM_001281746
ENSG00000146147	NM_001281747
ENSG00000146147	NM_138569
ENSG00000146147	XM_005249476
ENSG00000146147	XM_005249477
ENSG00000146147	XM_005249478
ENSG00000146147	XM_005249480
ENSG00000146147	XM_006715244
ENSG00000146147	XM_006715245
ENSG00000146147	XM_006715247
ENSG00000146147	XM_006715248
ENSG00000146151	NM_001042406
ENSG00000146151	NM_001287741
ENSG00000146151	NM_001287746
ENSG00000146151	NM_001287753
ENSG00000146151	NM_019036
ENSG00000146166	NM_001143940
ENSG00000146166	NM_016571
ENSG00000146192	NM_173558
ENSG00000146192	XM_005248912
ENSG00000146192	XM_005248914
ENSG00000146192	XM_006715016
ENSG00000146197	NM_152753
ENSG00000146197	XM_005248943
ENSG00000146197	XM_005248946
ENSG00000146197	XM_005248948
ENSG00000146205	NM_001001666
ENSG00000146205	NM_001001891
ENSG00000146205	XM_006712558
ENSG00000146215	NM_206922
ENSG00000146215	XM_005249103
ENSG00000146216	NM_032538
ENSG00000146216	XM_006715229
ENSG00000146221	NM_182539
ENSG00000146221	XM_005248872
ENSG00000146221	XM_005248874
ENSG00000146221	XM_006715009
ENSG00000146223	NM_198486
ENSG00000146223	XM_005249026
ENSG00000146223	XR_424723
ENSG00000146223	XR_429772
ENSG00000146223	XR_433290
ENSG00000146232	NM_004556
ENSG00000146233	NM_001278738
ENSG00000146233	NM_001278739
ENSG00000146233	NM_016593
ENSG00000146242	NM_001166392
ENSG00000146242	NM_006670
ENSG00000146243	NM_001010844
ENSG00000146243	XM_005248654
ENSG00000146243	XM_005248655
ENSG00000146247	NM_017934
ENSG00000146247	XM_005248729
ENSG00000146250	NM_001170423
ENSG00000146250	NM_153362
ENSG00000146263	NM_198468
ENSG00000146263	XM_006715430
ENSG00000146263	XM_006715432
ENSG00000146267	NM_032511
ENSG00000146267	XM_005267164
ENSG00000146267	XM_006715582
ENSG00000146276	NM_001256703
ENSG00000146276	NM_001256704
ENSG00000146276	NM_001267582
ENSG00000146276	NM_002042
ENSG00000146276	XM_006715438
ENSG00000146278	NM_006813
ENSG00000146281	NM_001010853
ENSG00000146281	XM_005248661
ENSG00000146281	XM_005248662
ENSG00000146281	XM_006715347
ENSG00000146282	NM_020320
ENSG00000146282	XM_005248735
ENSG00000146285	NM_001286408
ENSG00000146285	NM_001286409
ENSG00000146285	NM_198081
ENSG00000146350	NM_152730
ENSG00000146350	XM_005266861
ENSG00000146352	NM_001010852
ENSG00000146360	NM_001286099
ENSG00000146360	NM_005284
ENSG00000146373	NM_001286398
ENSG00000146373	NM_152553
ENSG00000146373	XM_006715350
ENSG00000146374	NM_032784
ENSG00000146374	XM_005267167
ENSG00000146376	NM_033515
ENSG00000146376	XM_005267212
ENSG00000146378	NM_001033080
ENSG00000146378	NM_014626
ENSG00000146383	NM_175067
ENSG00000146385	NM_053278
ENSG00000146386	NM_021243
ENSG00000146399	NM_138327
ENSG00000146409	NM_052831
ENSG00000146410	NM_001099286
ENSG00000146410	NM_138419
ENSG00000146410	XM_006715325
ENSG00000146411	NM_145176
ENSG00000146414	NM_001042683
ENSG00000146414	NM_173082
ENSG00000146414	XM_006715439
ENSG00000146414	XM_006715440
ENSG00000146414	XM_006715441
ENSG00000146414	XM_006715442
ENSG00000146414	XM_006715443
ENSG00000146416	NM_001286587
ENSG00000146416	NM_001286588
ENSG00000146416	NM_001286589
ENSG00000146416	NM_016108
ENSG00000146416	XM_005267010
ENSG00000146425	NM_001291603
ENSG00000146425	NM_006519
ENSG00000146426	NM_001010927
ENSG00000146426	NM_012454
ENSG00000146433	NM_020823
ENSG00000146433	XM_005267074
ENSG00000146433	XM_006715531
ENSG00000146453	NM_001271862
ENSG00000146453	NM_173516
ENSG00000146457	NM_001270531
ENSG00000146457	NM_001270532
ENSG00000146457	NM_001270533
ENSG00000146457	NM_004906
ENSG00000146457	NM_152857
ENSG00000146457	NM_152858
ENSG00000146463	NM_005095
ENSG00000146463	XM_005271328
ENSG00000146463	XM_005271330
ENSG00000146463	XM_005271331
ENSG00000146463	XM_006711034
ENSG00000146463	XM_006711035
ENSG00000146469	NM_003381
ENSG00000146469	NM_194435
ENSG00000146469	XM_005267135
ENSG00000146469	XM_006715562
ENSG00000146476	NM_001286562
ENSG00000146476	NM_024573
ENSG00000146477	NM_021977
ENSG00000146477	XM_005267106
ENSG00000146521	NR_026773
ENSG00000146530	NM_001135924
ENSG00000146530	XM_005249641
ENSG00000146535	NM_001282440
ENSG00000146535	NM_001282441
ENSG00000146535	NM_007353
ENSG00000146540	NM_001134395
ENSG00000146540	NM_001134396
ENSG00000146540	NM_032350
ENSG00000146540	XM_005249886
ENSG00000146540	XM_005249887
ENSG00000146540	XM_005249888
ENSG00000146555	NM_152744
ENSG00000146556	NR_003659
ENSG00000146556	NR_024077
ENSG00000146574	NM_198097
ENSG00000146576	NM_024067
ENSG00000146587	NM_001204456
ENSG00000146587	NM_021163
ENSG00000146592	NM_001011666
ENSG00000146592	NM_004904
ENSG00000146592	NM_182898
ENSG00000146592	NM_182899
ENSG00000146592	XM_005249906
ENSG00000146618	NM_152898
ENSG00000146648	NM_005228
ENSG00000146648	NM_201282
ENSG00000146648	NM_201283
ENSG00000146648	NM_201284
ENSG00000146666	NR_038407
ENSG00000146670	NM_080668
ENSG00000146674	NM_000598
ENSG00000146674	NM_001013398
ENSG00000146676	NM_033224
ENSG00000146678	NM_000596
ENSG00000146700	NM_080744
ENSG00000146701	NM_001282403
ENSG00000146701	NM_001282404
ENSG00000146701	NM_005918
ENSG00000146707	NM_012230
ENSG00000146707	NM_152992
ENSG00000146722	NR_003602
ENSG00000146729	NM_001202469
ENSG00000146729	NM_001483
ENSG00000146731	NM_001009186
ENSG00000146731	NM_001762
ENSG00000146733	NM_004577
ENSG00000146733	XM_005271773
ENSG00000146733	XM_005271775
ENSG00000146755	NM_001281450
ENSG00000146755	NM_001281451
ENSG00000146755	NM_178125
ENSG00000146757	NM_001287532
ENSG00000146757	NM_001287533
ENSG00000146757	NM_001287534
ENSG00000146757	NM_007139
ENSG00000146757	NM_152626
ENSG00000146776	NM_020725
ENSG00000146776	NM_138495
ENSG00000146776	NM_152749
ENSG00000146776	XM_005250220
ENSG00000146776	XM_005250221
ENSG00000146776	XM_006715900
ENSG00000146802	NM_001287497
ENSG00000146802	NM_022484
ENSG00000146809	NM_001290258
ENSG00000146809	NM_080928
ENSG00000146809	XM_005250144
ENSG00000146809	XM_005250146
ENSG00000146809	XM_005250147
ENSG00000146809	XM_005250149
ENSG00000146826	NM_018275
ENSG00000146828	NM_001267812
ENSG00000146828	NM_001267814
ENSG00000146828	NM_020246
ENSG00000146828	XM_005250503
ENSG00000146830	NM_022574
ENSG00000146830	XM_005250532
ENSG00000146830	XM_006716086
ENSG00000146830	XM_006716087
ENSG00000146830	XM_006716088
ENSG00000146833	NM_033017
ENSG00000146833	NM_033091
ENSG00000146834	NM_001194990
ENSG00000146834	NM_001194991
ENSG00000146834	NM_001194992
ENSG00000146834	NM_019606
ENSG00000146839	NM_003386
ENSG00000146839	NM_173059
ENSG00000146839	NR_111917
ENSG00000146839	NR_111918
ENSG00000146839	NR_111919
ENSG00000146842	NM_001301163
ENSG00000146842	NM_032842
ENSG00000146842	XM_005250655
ENSG00000146842	XM_005250657
ENSG00000146856	NM_178563
ENSG00000146856	XM_006715961
ENSG00000146856	XM_006715962
ENSG00000146857	NM_182489
ENSG00000146858	NM_080660
ENSG00000146859	NM_018295
ENSG00000146872	NM_001284333
ENSG00000146872	NM_001284363
ENSG00000146872	NM_006852
ENSG00000146872	XM_005256969
ENSG00000146872	XM_005256970
ENSG00000146872	XM_005256971
ENSG00000146872	XM_005256973
ENSG00000146872	XM_005256974
ENSG00000146872	XM_005256975
ENSG00000146872	XM_006721647
ENSG00000146872	XM_006721648
ENSG00000146904	NM_005232
ENSG00000146909	NM_138400
ENSG00000146909	XM_005249560
ENSG00000146910	NM_001103176
ENSG00000146918	NM_001281932
ENSG00000146918	NM_001281933
ENSG00000146918	NM_017760
ENSG00000146926	NM_001142459
ENSG00000146926	NM_001142460
ENSG00000146926	NM_080871
ENSG00000146938	NM_001282145
ENSG00000146938	NM_001282146
ENSG00000146938	NM_020742
ENSG00000146938	NM_181332
ENSG00000146950	NM_001649
ENSG00000146950	XM_005274500
ENSG00000146955	NM_001008749
ENSG00000146955	XM_005249996
ENSG00000146963	NM_001244585
ENSG00000146963	NM_001270643
ENSG00000146963	NM_016019
ENSG00000146966	NM_015689
ENSG00000146966	XM_005249976
ENSG00000146966	XM_005249977
ENSG00000146966	XM_005249978
ENSG00000146966	XM_005249979
ENSG00000147003	NM_020665
ENSG00000147010	NM_001024666
ENSG00000147010	NM_001184960
ENSG00000147010	NM_031892
ENSG00000147027	NM_031442
ENSG00000147036	NM_001170331
ENSG00000147036	NM_198511
ENSG00000147041	NM_001163334
ENSG00000147041	NM_001163335
ENSG00000147041	NM_138780
ENSG00000147044	NM_001126054
ENSG00000147044	NM_001126055
ENSG00000147044	NM_003688
ENSG00000147050	NM_001291415
ENSG00000147050	NM_001291416
ENSG00000147050	NM_001291417
ENSG00000147050	NM_001291418
ENSG00000147050	NM_021140
ENSG00000147050	XM_005272656
ENSG00000147050	XM_005272659
ENSG00000147059	NM_019003
ENSG00000147065	NM_002444
ENSG00000147065	XM_005262269
ENSG00000147081	NM_003886
ENSG00000147081	NM_139289
ENSG00000147082	NM_033031
ENSG00000147082	NM_033670
ENSG00000147082	XM_006724610
ENSG00000147099	NM_001166418
ENSG00000147099	NM_001166419
ENSG00000147099	NM_001166420
ENSG00000147099	NM_001166422
ENSG00000147099	NM_001166448
ENSG00000147099	NM_018486
ENSG00000147100	NM_006517
ENSG00000147113	NM_024689
ENSG00000147113	NM_176819
ENSG00000147117	NM_003446
ENSG00000147118	NM_001007088
ENSG00000147118	NM_001178099
ENSG00000147118	NM_006962
ENSG00000147119	NM_019886
ENSG00000147121	NM_001129898
ENSG00000147121	NM_001129899
ENSG00000147121	NM_001129900
ENSG00000147121	NM_017776
ENSG00000147123	NM_001135998
ENSG00000147123	NM_019056
ENSG00000147124	NM_007130
ENSG00000147124	NM_153380
ENSG00000147124	XM_005272665
ENSG00000147124	XM_005272666
ENSG00000147124	XM_005272668
ENSG00000147124	XM_005272669
ENSG00000147124	XM_006724556
ENSG00000147124	XM_006724557
ENSG00000147127	NM_001032726
ENSG00000147130	NM_001171162
ENSG00000147130	NM_001171163
ENSG00000147130	NM_005096
ENSG00000147130	NM_201599
ENSG00000147130	XM_005262309
ENSG00000147130	XM_005262310
ENSG00000147130	XM_006724715
ENSG00000147133	NM_001286074
ENSG00000147133	NM_004606
ENSG00000147133	NM_138923
ENSG00000147133	NR_104394
ENSG00000147133	NR_104396
ENSG00000147133	XM_005262300
ENSG00000147138	NM_032553
ENSG00000147140	NM_001145408
ENSG00000147140	NM_001145409
ENSG00000147140	NM_001145410
ENSG00000147140	NM_007363
ENSG00000147144	NM_001163321
ENSG00000147144	NM_001163322
ENSG00000147144	NM_001163323
ENSG00000147144	NM_001271835
ENSG00000147144	NM_001271836
ENSG00000147144	NM_033626
ENSG00000147145	NM_001278000
ENSG00000147145	NM_005296
ENSG00000147155	NM_006579
ENSG00000147160	NM_001002254
ENSG00000147162	NM_181672
ENSG00000147162	NM_181673
ENSG00000147164	NM_001256185
ENSG00000147164	NM_001256188
ENSG00000147164	NM_013346
ENSG00000147166	NM_012278
ENSG00000147168	NM_000206
ENSG00000147174	NM_052957
ENSG00000147174	XM_005262312
ENSG00000147174	XM_005262313
ENSG00000147174	XM_006724716
ENSG00000147180	NM_021998
ENSG00000147180	XM_005262188
ENSG00000147180	XM_005262189
ENSG00000147183	NM_001184771
ENSG00000147183	NM_033048
ENSG00000147202	NM_006729
ENSG00000147202	NM_007309
ENSG00000147206	NM_022052
ENSG00000147223	NM_001171706
ENSG00000147223	NM_138382
ENSG00000147224	NM_001204402
ENSG00000147224	NM_002764
ENSG00000147231	NM_001184782
ENSG00000147231	NM_018015
ENSG00000147234	NM_032428
ENSG00000147234	XM_006724709
ENSG00000147246	NM_000868
ENSG00000147246	NM_001256760
ENSG00000147246	NM_001256761
ENSG00000147251	NM_144658
ENSG00000147255	NM_001170961
ENSG00000147255	NM_001170962
ENSG00000147255	NM_001170963
ENSG00000147255	NM_001555
ENSG00000147255	NM_205833
ENSG00000147256	NM_001282607
ENSG00000147256	NM_144967
ENSG00000147256	XM_006724729
ENSG00000147257	NM_001164617
ENSG00000147257	NM_001164618
ENSG00000147257	NM_001164619
ENSG00000147257	NM_004484
ENSG00000147262	NM_178471
ENSG00000147274	NM_001164803
ENSG00000147274	NM_002139
ENSG00000147274	NR_002735
ENSG00000147274	XR_244543
ENSG00000147274	XR_254186
ENSG00000147316	NM_001172574
ENSG00000147316	NM_001172575
ENSG00000147316	NM_024596
ENSG00000147324	NM_004225
ENSG00000147324	XR_246634
ENSG00000147364	NM_012173
ENSG00000147364	NM_183420
ENSG00000147364	NM_183421
ENSG00000147364	XM_005266029
ENSG00000147364	XM_005266030
ENSG00000147378	NM_033085
ENSG00000147381	NM_001011548
ENSG00000147381	NM_001011549
ENSG00000147381	NM_001011550
ENSG00000147381	NM_002362
ENSG00000147381	XM_005274677
ENSG00000147381	XM_005274678
ENSG00000147381	XM_005274679
ENSG00000147383	NM_001129765
ENSG00000147383	NM_015922
ENSG00000147383	XM_006724824
ENSG00000147394	NM_001178106
ENSG00000147394	NM_001178107
ENSG00000147394	NM_001178108
ENSG00000147394	NM_001178109
ENSG00000147394	NM_001178110
ENSG00000147394	NM_001178113
ENSG00000147394	NM_001178115
ENSG00000147394	NM_007150
ENSG00000147394	XM_005274730
ENSG00000147394	XM_005274731
ENSG00000147394	XM_005274733
ENSG00000147394	XM_005274735
ENSG00000147394	XM_005274737
ENSG00000147394	XM_005274738
ENSG00000147394	XM_005274744
ENSG00000147394	XM_005274745
ENSG00000147394	XM_005274746
ENSG00000147394	XM_006724843
ENSG00000147400	NM_004344
ENSG00000147403	NM_001256577
ENSG00000147403	NM_001256580
ENSG00000147403	NM_006013
ENSG00000147403	NR_000011
ENSG00000147408	NM_001130518
ENSG00000147408	NM_018371
ENSG00000147408	XM_006716358
ENSG00000147408	XM_006716359
ENSG00000147408	XM_006716360
ENSG00000147408	XM_006716361
ENSG00000147408	XM_006716362
ENSG00000147408	XM_006716363
ENSG00000147408	XM_006716364
ENSG00000147408	XM_006716365
ENSG00000147408	XM_006716366
ENSG00000147416	NM_001693
ENSG00000147419	NM_018246
ENSG00000147419	XM_005273563
ENSG00000147421	NM_001135726
ENSG00000147421	NM_024567
ENSG00000147421	XM_005273641
ENSG00000147432	NM_000749
ENSG00000147434	NM_001199279
ENSG00000147434	NM_004198
ENSG00000147437	NM_000825
ENSG00000147437	NM_001083111
ENSG00000147439	NM_018688
ENSG00000147439	XM_005273573
ENSG00000147443	NM_003974
ENSG00000147454	NM_016612
ENSG00000147454	XM_006716352
ENSG00000147457	NM_152272
ENSG00000147457	XM_005273687
ENSG00000147459	NM_024940
ENSG00000147459	XM_005273651
ENSG00000147459	XM_006716402
ENSG00000147465	NM_000349
ENSG00000147471	NM_007198
ENSG00000147475	NM_001003790
ENSG00000147475	NM_001003791
ENSG00000147475	NM_007175
ENSG00000147475	XM_005273391
ENSG00000147475	XM_005273393
ENSG00000147481	NM_001287813
ENSG00000147481	NM_001287814
ENSG00000147481	NM_018967
ENSG00000147485	NM_144651
ENSG00000147485	XM_005251168
ENSG00000147488	NM_014682
ENSG00000147488	XM_006716487
ENSG00000147488	XM_006716488
ENSG00000147509	NM_001286673
ENSG00000147509	NM_001286674
ENSG00000147509	NM_001286675
ENSG00000147509	NM_003702
ENSG00000147509	NM_170587
ENSG00000147509	NR_104578
ENSG00000147526	NM_001122824
ENSG00000147526	NM_001146216
ENSG00000147526	NM_006283
ENSG00000147526	XM_005273624
ENSG00000147533	NM_001002296
ENSG00000147533	NM_001174124
ENSG00000147533	NM_016099
ENSG00000147535	NM_001102559
ENSG00000147535	NM_001102560
ENSG00000147535	NM_032483
ENSG00000147536	NM_032336
ENSG00000147536	XM_005273659
ENSG00000147548	NM_017778
ENSG00000147548	NM_023034
ENSG00000147570	NM_033105
ENSG00000147571	NM_000756
ENSG00000147573	NM_033058
