GeneID	EntrezGene	Pathway
3689	L	Tuberculosis:KEGG-hsa05152
3689	L	Viral myocarditis:KEGG-hsa05416
3688	L	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412
3688	L	Axon guidance:KEGG-hsa04360
3688	L	Bacterial invasion of epithelial cells:KEGG-hsa05100
3688	L	Cell adhesion molecules (CAMs):KEGG-hsa04514
3688	L	Dilated cardiomyopathy:KEGG-hsa05414
3688	L	ECM-receptor interaction:KEGG-hsa04512
3688	L	Focal adhesion:KEGG-hsa04510
3688	L	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
3688	L	Leishmaniasis:KEGG-hsa05140
3688	L	Leukocyte transendothelial migration:KEGG-hsa04670
3688	L	Pathogenic Escherichia coli infection:KEGG-hsa05130
3688	L	Pathways in cancer:KEGG-hsa05200
3688	L	Phagosome:KEGG-hsa04145
3688	L	Regulation of actin cytoskeleton:KEGG-hsa04810
3688	L	Shigellosis:KEGG-hsa05131
3688	L	Small cell lung cancer:KEGG-hsa05222
3688	L	Toxoplasmosis:KEGG-hsa05145
3683	L	Cell adhesion molecules (CAMs):KEGG-hsa04514
3683	L	Leukocyte transendothelial migration:KEGG-hsa04670
3683	L	Malaria:KEGG-hsa05144
3683	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
3683	L	Regulation of actin cytoskeleton:KEGG-hsa04810
3683	L	Rheumatoid arthritis:KEGG-hsa05323
3683	L	Staphylococcus aureus infection:KEGG-hsa05150
3683	L	Viral myocarditis:KEGG-hsa05416
3682	L	Regulation of actin cytoskeleton:KEGG-hsa04810
3681	L	Regulation of actin cytoskeleton:KEGG-hsa04810
3680	L	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412
3680	L	Cell adhesion molecules (CAMs):KEGG-hsa04514
3680	L	Dilated cardiomyopathy:KEGG-hsa05414
3680	L	ECM-receptor interaction:KEGG-hsa04512
3680	L	Focal adhesion:KEGG-hsa04510
3680	L	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
3680	L	Regulation of actin cytoskeleton:KEGG-hsa04810
3687	L	Regulation of actin cytoskeleton:KEGG-hsa04810
3687	L	Tuberculosis:KEGG-hsa05152
346606	L	Fat digestion and absorption:KEGG-hsa04975
346606	L	Glycerolipid metabolism:KEGG-hsa00561
3685	L	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412
3685	L	Cell adhesion molecules (CAMs):KEGG-hsa04514
3685	L	Dilated cardiomyopathy:KEGG-hsa05414
3685	L	ECM-receptor interaction:KEGG-hsa04512
3685	L	Focal adhesion:KEGG-hsa04510
3685	L	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
3685	L	Pathways in cancer:KEGG-hsa05200
3685	L	Phagosome:KEGG-hsa04145
3685	L	Regulation of actin cytoskeleton:KEGG-hsa04810
3685	L	Small cell lung cancer:KEGG-hsa05222
3684	L	Amoebiasis:KEGG-hsa05146
3684	L	Cell adhesion molecules (CAMs):KEGG-hsa04514
3684	L	Hematopoietic cell lineage:KEGG-hsa04640
3684	L	Leishmaniasis:KEGG-hsa05140
3684	L	Leukocyte transendothelial migration:KEGG-hsa04670
3684	L	Phagosome:KEGG-hsa04145
3684	L	Regulation of actin cytoskeleton:KEGG-hsa04810
3684	L	Staphylococcus aureus infection:KEGG-hsa05150
3684	L	Tuberculosis:KEGG-hsa05152
2517	L	Lysosome:KEGG-hsa04142
2512	L	Mineral absorption:KEGG-hsa04978
2512	L	Porphyrin and chlorophyll metabolism:KEGG-hsa00860
135946	L	Olfactory transduction:KEGG-hsa04740
135941	L	Olfactory transduction:KEGG-hsa04740
135948	L	Olfactory transduction:KEGG-hsa04740
361	L	Bile secretion:KEGG-hsa04976
361	L	Vasopressin-regulated water reabsorption:KEGG-hsa04962
391112	L	Olfactory transduction:KEGG-hsa04740
5058	L	Axon guidance:KEGG-hsa04360
5058	L	Chemokine signaling pathway:KEGG-hsa04062
5058	L	Epithelial cell signaling in Helicobacter pylori infection:KEGG-hsa05120
5058	L	ErbB signaling pathway:KEGG-hsa04012
5058	L	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
5058	L	Focal adhesion:KEGG-hsa04510
5058	L	MAPK signaling pathway:KEGG-hsa04010
5058	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
5058	L	Regulation of actin cytoskeleton:KEGG-hsa04810
5058	L	Renal cell carcinoma:KEGG-hsa05211
5058	L	T cell receptor signaling pathway:KEGG-hsa04660
391114	L	Olfactory transduction:KEGG-hsa04740
5054	L	Chagas disease (American trypanosomiasis):KEGG-hsa05142
5054	L	Complement and coagulation cascades:KEGG-hsa04610
5054	L	p53 signaling pathway:KEGG-hsa04115
5055	L	Amoebiasis:KEGG-hsa05146
5050	L	Ether lipid metabolism:KEGG-hsa00565
5051	L	Ether lipid metabolism:KEGG-hsa00565
5052	L	Peroxisome:KEGG-hsa04146
5053	L	Phenylalanine metabolism:KEGG-hsa00360
5053	L	Phenylalanine, tyrosine and tryptophan biosynthesis:KEGG-hsa00400
10762	L	RNA transport:KEGG-hsa03013
10767	L	mRNA surveillance pathway:KEGG-hsa03015
10766	L	RNA degradation:KEGG-hsa03018
90665	L	Wnt signaling pathway:KEGG-hsa04310
54995	L	Fatty acid biosynthesis:KEGG-hsa00061
122011	L	Hedgehog signaling pathway:KEGG-hsa04340
122011	L	Wnt signaling pathway:KEGG-hsa04310
4160	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
390243	L	Endocytosis:KEGG-hsa04144
347733	L	Gap junction:KEGG-hsa04540
347733	L	Pathogenic Escherichia coli infection:KEGG-hsa05130
347733	L	Phagosome:KEGG-hsa04145
10189	L	RNA transport:KEGG-hsa03013
10189	L	Spliceosome:KEGG-hsa03040
10189	L	mRNA surveillance pathway:KEGG-hsa03015
1159	L	Arginine and proline metabolism:KEGG-hsa00330
1158	L	Arginine and proline metabolism:KEGG-hsa00330
1154	L	Jak-STAT signaling pathway:KEGG-hsa04630
729020	L	Pentose and glucuronate interconversions:KEGG-hsa00040
729020	L	Pentose phosphate pathway:KEGG-hsa00030
1152	L	Arginine and proline metabolism:KEGG-hsa00330
29126	L	Cell adhesion molecules (CAMs):KEGG-hsa04514
25898	L	Measles:KEGG-hsa05162
25898	L	Ubiquitin mediated proteolysis:KEGG-hsa04120
25898	L	p53 signaling pathway:KEGG-hsa04115
8031	L	Pathways in cancer:KEGG-hsa05200
8031	L	Thyroid cancer:KEGG-hsa05216
8030	L	Pathways in cancer:KEGG-hsa05200
8030	L	Thyroid cancer:KEGG-hsa05216
8529	L	Arachidonic acid metabolism:KEGG-hsa00590
8528	L	Alanine, aspartate and glutamate metabolism:KEGG-hsa00250
8528	L	Peroxisome:KEGG-hsa04146
8527	L	Glycerolipid metabolism:KEGG-hsa00561
8527	L	Glycerophospholipid metabolism:KEGG-hsa00564
8527	L	Phosphatidylinositol signaling system:KEGG-hsa04070
8526	L	Glycerolipid metabolism:KEGG-hsa00561
8526	L	Glycerophospholipid metabolism:KEGG-hsa00564
8526	L	Phosphatidylinositol signaling system:KEGG-hsa04070
8525	L	Glycerolipid metabolism:KEGG-hsa00561
8525	L	Glycerophospholipid metabolism:KEGG-hsa00564
8525	L	Phosphatidylinositol signaling system:KEGG-hsa04070
259292	L	Taste transduction:KEGG-hsa04742
103910	L	Focal adhesion:KEGG-hsa04510
103910	L	Leukocyte transendothelial migration:KEGG-hsa04670
103910	L	Regulation of actin cytoskeleton:KEGG-hsa04810
103910	L	Tight junction:KEGG-hsa04530
259290	L	Taste transduction:KEGG-hsa04742
259296	L	Taste transduction:KEGG-hsa04742
259295	L	Taste transduction:KEGG-hsa04742
259294	L	Taste transduction:KEGG-hsa04742
442361	L	Olfactory transduction:KEGG-hsa04740
4297	L	Lysine degradation:KEGG-hsa00310
4296	L	MAPK signaling pathway:KEGG-hsa04010
55687	L	Sulfur relay system:KEGG-hsa04122
4292	L	Colorectal cancer:KEGG-hsa05210
4292	L	Endometrial cancer:KEGG-hsa05213
4292	L	Mismatch repair:KEGG-hsa03430
4292	L	Pathways in cancer:KEGG-hsa05200
23381	L	mRNA surveillance pathway:KEGG-hsa03015
23380	L	Axon guidance:KEGG-hsa04360
23382	L	Cysteine and methionine metabolism:KEGG-hsa00270
23385	L	Alzheimer's disease:KEGG-hsa05010
23385	L	Notch signaling pathway:KEGG-hsa04330
81567	L	Protein processing in endoplasmic reticulum:KEGG-hsa04141
4741	L	Amyotrophic lateral sclerosis (ALS):KEGG-hsa05014
4747	L	Amyotrophic lateral sclerosis (ALS):KEGG-hsa05014
4744	L	Amyotrophic lateral sclerosis (ALS):KEGG-hsa05014
5869	L	Amoebiasis:KEGG-hsa05146
5869	L	Endocytosis:KEGG-hsa04144
5869	L	Phagosome:KEGG-hsa04145
5869	L	Tuberculosis:KEGG-hsa05152
5869	L	Vasopressin-regulated water reabsorption:KEGG-hsa04962
5868	L	Amoebiasis:KEGG-hsa05146
5868	L	Amyotrophic lateral sclerosis (ALS):KEGG-hsa05014
5868	L	Endocytosis:KEGG-hsa04144
5868	L	Phagosome:KEGG-hsa04145
5868	L	Tuberculosis:KEGG-hsa05152
5868	L	Vasopressin-regulated water reabsorption:KEGG-hsa04962
5865	L	Tight junction:KEGG-hsa04530
5867	L	Endocytosis:KEGG-hsa04144
5860	L	Folate biosynthesis:KEGG-hsa00790
56848	L	Calcium signaling pathway:KEGG-hsa04020
56848	L	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
56848	L	Sphingolipid metabolism:KEGG-hsa00600
56848	L	Tuberculosis:KEGG-hsa05152
56848	L	VEGF signaling pathway:KEGG-hsa04370
2182	L	Adipocytokine signaling pathway:KEGG-hsa04920
2182	L	Fatty acid metabolism:KEGG-hsa00071
2182	L	PPAR signaling pathway:KEGG-hsa03320
2182	L	Peroxisome:KEGG-hsa04146
2181	L	Adipocytokine signaling pathway:KEGG-hsa04920
2181	L	Fatty acid metabolism:KEGG-hsa00071
2181	L	PPAR signaling pathway:KEGG-hsa03320
2181	L	Peroxisome:KEGG-hsa04146
2180	L	Adipocytokine signaling pathway:KEGG-hsa04920
2180	L	Fatty acid metabolism:KEGG-hsa00071
2180	L	PPAR signaling pathway:KEGG-hsa03320
2180	L	Peroxisome:KEGG-hsa04146
2185	L	Calcium signaling pathway:KEGG-hsa04020
2185	L	Chemokine signaling pathway:KEGG-hsa04062
2185	L	GnRH signaling pathway:KEGG-hsa04912
2185	L	Leukocyte transendothelial migration:KEGG-hsa04670
2185	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
4609	L	Acute myeloid leukemia:KEGG-hsa05221
4609	L	Bladder cancer:KEGG-hsa05219
4609	L	Cell cycle:KEGG-hsa04110
4609	L	Chronic myeloid leukemia:KEGG-hsa05220
4609	L	Colorectal cancer:KEGG-hsa05210
4609	L	Endometrial cancer:KEGG-hsa05213
4609	L	ErbB signaling pathway:KEGG-hsa04012
4609	L	Jak-STAT signaling pathway:KEGG-hsa04630
4609	L	MAPK signaling pathway:KEGG-hsa04010
4609	L	Pathways in cancer:KEGG-hsa05200
4609	L	Small cell lung cancer:KEGG-hsa05222
4609	L	TGF-beta signaling pathway:KEGG-hsa04350
4609	L	Thyroid cancer:KEGG-hsa05216
4609	L	Wnt signaling pathway:KEGG-hsa04310
4607	L	Dilated cardiomyopathy:KEGG-hsa05414
4607	L	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
6907	L	Wnt signaling pathway:KEGG-hsa04310
57644	L	Tight junction:KEGG-hsa04530
57644	L	Viral myocarditis:KEGG-hsa05416
27235	L	Ubiquinone and other terpenoid-quinone biosynthesis:KEGG-hsa00130
8681	L	Arachidonic acid metabolism:KEGG-hsa00590
8681	L	Ether lipid metabolism:KEGG-hsa00565
8681	L	Fat digestion and absorption:KEGG-hsa04975
8681	L	Fc epsilon RI signaling pathway:KEGG-hsa04664
8681	L	Glutamatergic synapse:KEGG-hsa04724
8681	L	Glycerophospholipid metabolism:KEGG-hsa00564
8681	L	GnRH signaling pathway:KEGG-hsa04912
8681	L	Linoleic acid metabolism:KEGG-hsa00591
8681	L	Long-term depression:KEGG-hsa04730
8681	L	MAPK signaling pathway:KEGG-hsa04010
8681	L	Pancreatic secretion:KEGG-hsa04972
8681	L	Toxoplasmosis:KEGG-hsa05145
8681	L	VEGF signaling pathway:KEGG-hsa04370
8681	L	Vascular smooth muscle contraction:KEGG-hsa04270
8681	L	alpha-Linolenic acid metabolism:KEGG-hsa00592
51128	L	Protein processing in endoplasmic reticulum:KEGG-hsa04141
51129	L	PPAR signaling pathway:KEGG-hsa03320
27232	L	Glycine, serine and threonine metabolism:KEGG-hsa00260
494551	L	Cell cycle:KEGG-hsa04110
51121	L	Ribosome:KEGG-hsa03010
151	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
150	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
153	L	Calcium signaling pathway:KEGG-hsa04020
153	L	Dilated cardiomyopathy:KEGG-hsa05414
153	L	Endocytosis:KEGG-hsa04144
153	L	Gap junction:KEGG-hsa04540
153	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
153	L	Salivary secretion:KEGG-hsa04970
152	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
155	L	Calcium signaling pathway:KEGG-hsa04020
155	L	Endocytosis:KEGG-hsa04144
155	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
155	L	Salivary secretion:KEGG-hsa04970
154	L	Calcium signaling pathway:KEGG-hsa04020
154	L	Endocytosis:KEGG-hsa04144
154	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
154	L	Salivary secretion:KEGG-hsa04970
157	L	Chemokine signaling pathway:KEGG-hsa04062
157	L	Endocytosis:KEGG-hsa04144
157	L	Glutamatergic synapse:KEGG-hsa04724
157	L	Olfactory transduction:KEGG-hsa04740
156	L	Chemokine signaling pathway:KEGG-hsa04062
156	L	Endocytosis:KEGG-hsa04144
156	L	Glutamatergic synapse:KEGG-hsa04724
159	L	Alanine, aspartate and glutamate metabolism:KEGG-hsa00250
159	L	Purine metabolism:KEGG-hsa00230
158	L	Alanine, aspartate and glutamate metabolism:KEGG-hsa00250
158	L	Purine metabolism:KEGG-hsa00230
6900	L	Cell adhesion molecules (CAMs):KEGG-hsa04514
146664	L	N-Glycan biosynthesis:KEGG-hsa00510
80168	L	Fat digestion and absorption:KEGG-hsa04975
80168	L	Glycerolipid metabolism:KEGG-hsa00561
6187	L	Ribosome:KEGG-hsa03010
6185	L	N-Glycan biosynthesis:KEGG-hsa00510
6185	L	Protein processing in endoplasmic reticulum:KEGG-hsa04141
6184	L	N-Glycan biosynthesis:KEGG-hsa00510
6184	L	Protein processing in endoplasmic reticulum:KEGG-hsa04141
6181	L	Ribosome:KEGG-hsa03010
200576	L	Inositol phosphate metabolism:KEGG-hsa00562
200576	L	Phagosome:KEGG-hsa04145
200576	L	Phosphatidylinositol signaling system:KEGG-hsa04070
200576	L	Regulation of actin cytoskeleton:KEGG-hsa04810
6189	L	Ribosome:KEGG-hsa03010
6188	L	Ribosome:KEGG-hsa03010
90293	L	Ubiquitin mediated proteolysis:KEGG-hsa04120
2720	L	Galactose metabolism:KEGG-hsa00052
2720	L	Glycosaminoglycan degradation:KEGG-hsa00531
2720	L	Glycosphingolipid biosynthesis - ganglio series:KEGG-hsa00604
2720	L	Lysosome:KEGG-hsa04142
2720	L	Sphingolipid metabolism:KEGG-hsa00600
2729	L	Glutathione metabolism:KEGG-hsa00480
7941	L	Ether lipid metabolism:KEGG-hsa00565
9197	L	Glycosphingolipid biosynthesis - ganglio series:KEGG-hsa00604
10379	L	Hepatitis C:KEGG-hsa05160
10379	L	Jak-STAT signaling pathway:KEGG-hsa04630
10379	L	Measles:KEGG-hsa05162
10379	L	Osteoclast differentiation:KEGG-hsa04380
10376	L	Gap junction:KEGG-hsa04540
10376	L	Pathogenic Escherichia coli infection:KEGG-hsa05130
10376	L	Phagosome:KEGG-hsa04145
10371	L	Axon guidance:KEGG-hsa04360
10563	L	Chemokine signaling pathway:KEGG-hsa04062
10563	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
80380	L	Cell adhesion molecules (CAMs):KEGG-hsa04514
80381	L	Cell adhesion molecules (CAMs):KEGG-hsa04514
6238	L	Protein processing in endoplasmic reticulum:KEGG-hsa04141
6235	L	Ribosome:KEGG-hsa03010
6234	L	Ribosome:KEGG-hsa03010
6237	L	MAPK signaling pathway:KEGG-hsa04010
6237	L	Regulation of actin cytoskeleton:KEGG-hsa04810
6237	L	Tight junction:KEGG-hsa04530
6231	L	Ribosome:KEGG-hsa03010
6230	L	Ribosome:KEGG-hsa03010
6233	L	Ribosome:KEGG-hsa03010
6232	L	Ribosome:KEGG-hsa03010
10512	L	Axon guidance:KEGG-hsa04360
285362	L	Lysosome:KEGG-hsa04142
8867	L	Inositol phosphate metabolism:KEGG-hsa00562
8867	L	Phosphatidylinositol signaling system:KEGG-hsa04070
8864	L	Circadian rhythm - mammal:KEGG-hsa04710
8863	L	Circadian rhythm - mammal:KEGG-hsa04710
8869	L	Glycosphingolipid biosynthesis - ganglio series:KEGG-hsa00604
818	L	Calcium signaling pathway:KEGG-hsa04020
818	L	ErbB signaling pathway:KEGG-hsa04012
818	L	Gastric acid secretion:KEGG-hsa04971
818	L	Glioma:KEGG-hsa05214
818	L	GnRH signaling pathway:KEGG-hsa04912
818	L	Long-term potentiation:KEGG-hsa04720
818	L	Melanogenesis:KEGG-hsa04916
818	L	Neurotrophin signaling pathway:KEGG-hsa04722
818	L	Olfactory transduction:KEGG-hsa04740
818	L	Oocyte meiosis:KEGG-hsa04114
818	L	Tuberculosis:KEGG-hsa05152
818	L	Wnt signaling pathway:KEGG-hsa04310
810	L	Alzheimer's disease:KEGG-hsa05010
810	L	Calcium signaling pathway:KEGG-hsa04020
810	L	Gastric acid secretion:KEGG-hsa04971
810	L	Glioma:KEGG-hsa05214
810	L	GnRH signaling pathway:KEGG-hsa04912
810	L	Insulin signaling pathway:KEGG-hsa04910
810	L	Long-term potentiation:KEGG-hsa04720
810	L	Melanogenesis:KEGG-hsa04916
810	L	Neurotrophin signaling pathway:KEGG-hsa04722
810	L	Olfactory transduction:KEGG-hsa04740
810	L	Oocyte meiosis:KEGG-hsa04114
810	L	Phosphatidylinositol signaling system:KEGG-hsa04070
810	L	Phototransduction:KEGG-hsa04744
810	L	Salivary secretion:KEGG-hsa04970
810	L	Tuberculosis:KEGG-hsa05152
810	L	Vascular smooth muscle contraction:KEGG-hsa04270
811	L	Antigen processing and presentation:KEGG-hsa04612
811	L	Chagas disease (American trypanosomiasis):KEGG-hsa05142
811	L	Phagosome:KEGG-hsa04145
811	L	Protein processing in endoplasmic reticulum:KEGG-hsa04141
814	L	Calcium signaling pathway:KEGG-hsa04020
814	L	Long-term potentiation:KEGG-hsa04720
814	L	Neurotrophin signaling pathway:KEGG-hsa04722
814	L	Osteoclast differentiation:KEGG-hsa04380
815	L	Calcium signaling pathway:KEGG-hsa04020
815	L	ErbB signaling pathway:KEGG-hsa04012
815	L	Gastric acid secretion:KEGG-hsa04971
815	L	Glioma:KEGG-hsa05214
815	L	GnRH signaling pathway:KEGG-hsa04912
815	L	Long-term potentiation:KEGG-hsa04720
815	L	Melanogenesis:KEGG-hsa04916
815	L	Neurotrophin signaling pathway:KEGG-hsa04722
815	L	Olfactory transduction:KEGG-hsa04740
815	L	Oocyte meiosis:KEGG-hsa04114
815	L	Tuberculosis:KEGG-hsa05152
815	L	Wnt signaling pathway:KEGG-hsa04310
816	L	Calcium signaling pathway:KEGG-hsa04020
816	L	ErbB signaling pathway:KEGG-hsa04012
816	L	Gastric acid secretion:KEGG-hsa04971
816	L	Glioma:KEGG-hsa05214
816	L	GnRH signaling pathway:KEGG-hsa04912
816	L	Long-term potentiation:KEGG-hsa04720
816	L	Melanogenesis:KEGG-hsa04916
816	L	Neurotrophin signaling pathway:KEGG-hsa04722
816	L	Olfactory transduction:KEGG-hsa04740
816	L	Oocyte meiosis:KEGG-hsa04114
816	L	Tuberculosis:KEGG-hsa05152
816	L	Wnt signaling pathway:KEGG-hsa04310
817	L	Calcium signaling pathway:KEGG-hsa04020
817	L	ErbB signaling pathway:KEGG-hsa04012
817	L	Gastric acid secretion:KEGG-hsa04971
817	L	Glioma:KEGG-hsa05214
817	L	GnRH signaling pathway:KEGG-hsa04912
817	L	Long-term potentiation:KEGG-hsa04720
817	L	Melanogenesis:KEGG-hsa04916
817	L	Neurotrophin signaling pathway:KEGG-hsa04722
817	L	Olfactory transduction:KEGG-hsa04740
817	L	Oocyte meiosis:KEGG-hsa04114
817	L	Tuberculosis:KEGG-hsa05152
817	L	Wnt signaling pathway:KEGG-hsa04310
343563	L	Olfactory transduction:KEGG-hsa04740
123283	L	Aminoacyl-tRNA biosynthesis:KEGG-hsa00970
80834	L	Carbohydrate digestion and absorption:KEGG-hsa04973
80834	L	Taste transduction:KEGG-hsa04742
80835	L	Taste transduction:KEGG-hsa04742
5265	L	Complement and coagulation cascades:KEGG-hsa04610
5264	L	Peroxisome:KEGG-hsa04146
5261	L	Calcium signaling pathway:KEGG-hsa04020
5261	L	Insulin signaling pathway:KEGG-hsa04910
5260	L	Calcium signaling pathway:KEGG-hsa04020
5260	L	Insulin signaling pathway:KEGG-hsa04910
5269	L	Amoebiasis:KEGG-hsa05146
5268	L	p53 signaling pathway:KEGG-hsa04115
4574	L	Aminoacyl-tRNA biosynthesis:KEGG-hsa00970
11136	L	Protein digestion and absorption:KEGG-hsa04974
79720	L	Endocytosis:KEGG-hsa04144
3029	L	Pyruvate metabolism:KEGG-hsa00620
79723	L	Lysine degradation:KEGG-hsa00310
3087	L	Maturity onset diabetes of the young:KEGG-hsa04950
3021	L	Systemic lupus erythematosus:KEGG-hsa05322
3020	L	Systemic lupus erythematosus:KEGG-hsa05322
8737	L	Apoptosis:KEGG-hsa04210
8737	L	Cytosolic DNA-sensing pathway:KEGG-hsa04623
8737	L	Hepatitis C:KEGG-hsa05160
8737	L	RIG-I-like receptor signaling pathway:KEGG-hsa04622
8737	L	Toll-like receptor signaling pathway:KEGG-hsa04620
91181	L	RNA transport:KEGG-hsa03013
8732	L	mRNA surveillance pathway:KEGG-hsa03015
8733	L	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
8731	L	mRNA surveillance pathway:KEGG-hsa03015
4199	L	PPAR signaling pathway:KEGG-hsa03320
4199	L	Pyruvate metabolism:KEGG-hsa00620
4194	L	p53 signaling pathway:KEGG-hsa04115
4193	L	Bladder cancer:KEGG-hsa05219
4193	L	Cell cycle:KEGG-hsa04110
4193	L	Chronic myeloid leukemia:KEGG-hsa05220
4193	L	Endocytosis:KEGG-hsa04144
4193	L	Glioma:KEGG-hsa05214
4193	L	Melanoma:KEGG-hsa05218
4193	L	Pathways in cancer:KEGG-hsa05200
4193	L	Prostate cancer:KEGG-hsa05215
4193	L	Ubiquitin mediated proteolysis:KEGG-hsa04120
4193	L	p53 signaling pathway:KEGG-hsa04115
4190	L	Citrate cycle (TCA cycle):KEGG-hsa00020
4190	L	Glyoxylate and dicarboxylate metabolism:KEGG-hsa00630
4190	L	Proximal tubule bicarbonate reclamation:KEGG-hsa04964
4190	L	Pyruvate metabolism:KEGG-hsa00620
4191	L	Citrate cycle (TCA cycle):KEGG-hsa00020
4191	L	Glyoxylate and dicarboxylate metabolism:KEGG-hsa00630
4191	L	Pyruvate metabolism:KEGG-hsa00620
197258	L	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
197258	L	Fructose and mannose metabolism:KEGG-hsa00051
197257	L	Pyruvate metabolism:KEGG-hsa00620
11213	L	Apoptosis:KEGG-hsa04210
11213	L	Neurotrophin signaling pathway:KEGG-hsa04722
55120	L	Ubiquitin mediated proteolysis:KEGG-hsa04120
55124	L	Dorso-ventral axis formation:KEGG-hsa04320
55127	L	Ribosome biogenesis in eukaryotes:KEGG-hsa03008
144193	L	Histidine metabolism:KEGG-hsa00340
338376	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
338376	L	Jak-STAT signaling pathway:KEGG-hsa04630
338376	L	RIG-I-like receptor signaling pathway:KEGG-hsa04622
93589	L	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412
93589	L	Cardiac muscle contraction:KEGG-hsa04260
93589	L	Dilated cardiomyopathy:KEGG-hsa05414
93589	L	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
93589	L	MAPK signaling pathway:KEGG-hsa04010
23710	L	Regulation of autophagy:KEGG-hsa04140
6434	L	Spliceosome:KEGG-hsa03040
6432	L	Spliceosome:KEGG-hsa03040
6431	L	Spliceosome:KEGG-hsa03040
6430	L	Spliceosome:KEGG-hsa03040
27006	L	MAPK signaling pathway:KEGG-hsa04010
27006	L	Melanoma:KEGG-hsa05218
27006	L	Pathways in cancer:KEGG-hsa05200
27006	L	Regulation of actin cytoskeleton:KEGG-hsa04810
55788	L	Vitamin digestion and absorption:KEGG-hsa04977
55781	L	Ribosome biogenesis in eukaryotes:KEGG-hsa03008
6752	L	Gastric acid secretion:KEGG-hsa04971
6752	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
6753	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
6750	L	Gastric acid secretion:KEGG-hsa04971
6751	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
6754	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
6755	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
9942	L	Pentose and glucuronate interconversions:KEGG-hsa00040
9941	L	Apoptosis:KEGG-hsa04210
