GeneID	EntrezGene	Pathway
3673	L	Small cell lung cancer:KEGG-hsa05222
2892	L	Glutamatergic synapse:KEGG-hsa04724
2892	L	Long-term depression:KEGG-hsa04730
2892	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
3676	L	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412
3676	L	Cell adhesion molecules (CAMs):KEGG-hsa04514
3676	L	Dilated cardiomyopathy:KEGG-hsa05414
3676	L	ECM-receptor interaction:KEGG-hsa04512
3676	L	Focal adhesion:KEGG-hsa04510
3676	L	Hematopoietic cell lineage:KEGG-hsa04640
3676	L	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
3676	L	Intestinal immune network for IgA production:KEGG-hsa04672
3676	L	Leishmaniasis:KEGG-hsa05140
3676	L	Leukocyte transendothelial migration:KEGG-hsa04670
3676	L	Regulation of actin cytoskeleton:KEGG-hsa04810
3674	L	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412
3674	L	Dilated cardiomyopathy:KEGG-hsa05414
3674	L	ECM-receptor interaction:KEGG-hsa04512
3674	L	Focal adhesion:KEGG-hsa04510
3674	L	Hematopoietic cell lineage:KEGG-hsa04640
3674	L	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
3674	L	Pathways in cancer:KEGG-hsa05200
3674	L	Regulation of actin cytoskeleton:KEGG-hsa04810
3674	L	Small cell lung cancer:KEGG-hsa05222
3675	L	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412
3675	L	Dilated cardiomyopathy:KEGG-hsa05414
3675	L	ECM-receptor interaction:KEGG-hsa04512
3675	L	Focal adhesion:KEGG-hsa04510
3675	L	Hematopoietic cell lineage:KEGG-hsa04640
3675	L	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
3675	L	Pathways in cancer:KEGG-hsa05200
3675	L	Regulation of actin cytoskeleton:KEGG-hsa04810
3675	L	Small cell lung cancer:KEGG-hsa05222
2542	L	Carbohydrate digestion and absorption:KEGG-hsa04973
2547	L	Non-homologous end-joining:KEGG-hsa03450
56603	L	Retinol metabolism:KEGG-hsa00830
2549	L	Bacterial invasion of epithelial cells:KEGG-hsa05100
2549	L	ErbB signaling pathway:KEGG-hsa04012
2549	L	Neurotrophin signaling pathway:KEGG-hsa04722
2549	L	Renal cell carcinoma:KEGG-hsa05211
2548	L	Galactose metabolism:KEGG-hsa00052
2548	L	Lysosome:KEGG-hsa04142
2548	L	Starch and sucrose metabolism:KEGG-hsa00500
26091	L	Ubiquitin mediated proteolysis:KEGG-hsa04120
1103	L	Glycerophospholipid metabolism:KEGG-hsa00564
3581	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3581	L	Hematopoietic cell lineage:KEGG-hsa04640
3581	L	Jak-STAT signaling pathway:KEGG-hsa04630
5001	L	Cell cycle:KEGG-hsa04110
5000	L	Cell cycle:KEGG-hsa04110
3586	L	African trypanosomiasis:KEGG-hsa05143
3586	L	Allograft rejection:KEGG-hsa05330
3586	L	Amoebiasis:KEGG-hsa05146
3586	L	Asthma:KEGG-hsa05310
3586	L	Autoimmune thyroid disease:KEGG-hsa05320
3586	L	Chagas disease (American trypanosomiasis):KEGG-hsa05142
3586	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3586	L	Intestinal immune network for IgA production:KEGG-hsa04672
3586	L	Jak-STAT signaling pathway:KEGG-hsa04630
3586	L	Leishmaniasis:KEGG-hsa05140
3586	L	Malaria:KEGG-hsa05144
3586	L	Staphylococcus aureus infection:KEGG-hsa05150
3586	L	Systemic lupus erythematosus:KEGG-hsa05322
3586	L	T cell receptor signaling pathway:KEGG-hsa04660
3586	L	Toxoplasmosis:KEGG-hsa05145
3586	L	Tuberculosis:KEGG-hsa05152
3587	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3587	L	Jak-STAT signaling pathway:KEGG-hsa04630
3587	L	Toxoplasmosis:KEGG-hsa05145
3587	L	Tuberculosis:KEGG-hsa05152
3588	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3588	L	Jak-STAT signaling pathway:KEGG-hsa04630
3588	L	Toxoplasmosis:KEGG-hsa05145
3588	L	Tuberculosis:KEGG-hsa05152
3589	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3589	L	Hematopoietic cell lineage:KEGG-hsa04640
3589	L	Jak-STAT signaling pathway:KEGG-hsa04630
3589	L	Rheumatoid arthritis:KEGG-hsa05323
5009	L	Arginine and proline metabolism:KEGG-hsa00330
5008	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
5008	L	Jak-STAT signaling pathway:KEGG-hsa04630
3290	L	Aldosterone-regulated sodium reabsorption:KEGG-hsa04960
3290	L	Steroid hormone biosynthesis:KEGG-hsa00140
902	L	Basal transcription factors:KEGG-hsa03022
902	L	Cell cycle:KEGG-hsa04110
902	L	Nucleotide excision repair:KEGG-hsa03420
900	L	p53 signaling pathway:KEGG-hsa04115
901	L	p53 signaling pathway:KEGG-hsa04115
130013	L	Tryptophan metabolism:KEGG-hsa00380
909	L	Hematopoietic cell lineage:KEGG-hsa04640
377677	L	Nitrogen metabolism:KEGG-hsa00910
9551	L	Oxidative phosphorylation:KEGG-hsa00190
9550	L	Collecting duct acid secretion:KEGG-hsa04966
9550	L	Epithelial cell signaling in Helicobacter pylori infection:KEGG-hsa05120
9550	L	Oxidative phosphorylation:KEGG-hsa00190
9550	L	Phagosome:KEGG-hsa04145
9550	L	Rheumatoid arthritis:KEGG-hsa05323
9550	L	Vibrio cholerae infection:KEGG-hsa05110
9555	L	Systemic lupus erythematosus:KEGG-hsa05322
9554	L	Phagosome:KEGG-hsa04145
9554	L	SNARE interactions in vesicular transport:KEGG-hsa04130
474382	L	Systemic lupus erythematosus:KEGG-hsa05322
474381	L	Systemic lupus erythematosus:KEGG-hsa05322
64223	L	mTOR signaling pathway:KEGG-hsa04150
64221	L	Axon guidance:KEGG-hsa04360
134860	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
134864	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
23542	L	MAPK signaling pathway:KEGG-hsa04010
2274	L	Osteoclast differentiation:KEGG-hsa04380
84572	L	Lysosome:KEGG-hsa04142
390748	L	mRNA surveillance pathway:KEGG-hsa03015
8936	L	Adherens junction:KEGG-hsa04520
8936	L	Bacterial invasion of epithelial cells:KEGG-hsa05100
8936	L	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
8936	L	Regulation of actin cytoskeleton:KEGG-hsa04810
8936	L	Shigellosis:KEGG-hsa05131
8930	L	Base excision repair:KEGG-hsa03410
387778	L	Oocyte meiosis:KEGG-hsa04114
387778	L	Progesterone-mediated oocyte maturation:KEGG-hsa04914
284098	L	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
7175	L	Pathways in cancer:KEGG-hsa05200
7175	L	RNA transport:KEGG-hsa03013
7175	L	Thyroid cancer:KEGG-hsa05216
7171	L	Cardiac muscle contraction:KEGG-hsa04260
7171	L	Dilated cardiomyopathy:KEGG-hsa05414
7171	L	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
7170	L	Cardiac muscle contraction:KEGG-hsa04260
7170	L	Dilated cardiomyopathy:KEGG-hsa05414
7170	L	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
7170	L	Pathways in cancer:KEGG-hsa05200
7170	L	Thyroid cancer:KEGG-hsa05216
7173	L	Autoimmune thyroid disease:KEGG-hsa05320
7173	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
7173	L	Hematopoietic cell lineage:KEGG-hsa04640
7173	L	Jak-STAT signaling pathway:KEGG-hsa04630
7173	L	Tyrosine metabolism:KEGG-hsa00350
7172	L	Drug metabolism - other enzymes:KEGG-hsa00983
2916	L	Glutamatergic synapse:KEGG-hsa04724
2916	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
2917	L	Glutamatergic synapse:KEGG-hsa04724
2917	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
2918	L	Glutamatergic synapse:KEGG-hsa04724
2918	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
716	L	Complement and coagulation cascades:KEGG-hsa04610
716	L	Staphylococcus aureus infection:KEGG-hsa05150
716	L	Systemic lupus erythematosus:KEGG-hsa05322
89910	L	Ubiquitin mediated proteolysis:KEGG-hsa04120
715	L	Complement and coagulation cascades:KEGG-hsa04610
715	L	Phagosome:KEGG-hsa04145
715	L	Staphylococcus aureus infection:KEGG-hsa05150
715	L	Systemic lupus erythematosus:KEGG-hsa05322
714	L	Chagas disease (American trypanosomiasis):KEGG-hsa05142
714	L	Complement and coagulation cascades:KEGG-hsa04610
714	L	Prion diseases:KEGG-hsa05020
714	L	Staphylococcus aureus infection:KEGG-hsa05150
714	L	Systemic lupus erythematosus:KEGG-hsa05322
26658	L	Olfactory transduction:KEGG-hsa04740
26659	L	Olfactory transduction:KEGG-hsa04740
1794	L	Chemokine signaling pathway:KEGG-hsa04062
1794	L	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
1472	L	Salivary secretion:KEGG-hsa04970
1473	L	Salivary secretion:KEGG-hsa04970
1470	L	Salivary secretion:KEGG-hsa04970
1471	L	Salivary secretion:KEGG-hsa04970
1477	L	mRNA surveillance pathway:KEGG-hsa03015
23020	L	Spliceosome:KEGG-hsa03040
1478	L	mRNA surveillance pathway:KEGG-hsa03015
1479	L	mRNA surveillance pathway:KEGG-hsa03015
129807	L	Sphingolipid metabolism:KEGG-hsa00600
84992	L	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis:KEGG-hsa00563
84991	L	Spliceosome:KEGG-hsa03040
4224	L	Protein digestion and absorption:KEGG-hsa04974
4225	L	Protein digestion and absorption:KEGG-hsa04974
154810	L	Tight junction:KEGG-hsa04530
24	L	ABC transporters:KEGG-hsa02010
25	L	Axon guidance:KEGG-hsa04360
25	L	Cell cycle:KEGG-hsa04110
25	L	Chronic myeloid leukemia:KEGG-hsa05220
25	L	ErbB signaling pathway:KEGG-hsa04012
25	L	Neurotrophin signaling pathway:KEGG-hsa04722
25	L	Pathogenic Escherichia coli infection:KEGG-hsa05130
25	L	Pathways in cancer:KEGG-hsa05200
25	L	Shigellosis:KEGG-hsa05131
25	L	Viral myocarditis:KEGG-hsa05416
26	L	Arginine and proline metabolism:KEGG-hsa00330
26	L	Histidine metabolism:KEGG-hsa00340
26	L	Tryptophan metabolism:KEGG-hsa00380
27	L	ErbB signaling pathway:KEGG-hsa04012
27	L	Viral myocarditis:KEGG-hsa05416
20	L	ABC transporters:KEGG-hsa02010
20	L	Lysosome:KEGG-hsa04142
5583	L	Tight junction:KEGG-hsa04530
5583	L	Vascular smooth muscle contraction:KEGG-hsa04270
22	L	ABC transporters:KEGG-hsa02010
5581	L	Fc epsilon RI signaling pathway:KEGG-hsa04664
5581	L	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
5581	L	Tight junction:KEGG-hsa04530
5581	L	Type II diabetes mellitus:KEGG-hsa04930
5581	L	Vascular smooth muscle contraction:KEGG-hsa04270
28	L	Glycosphingolipid biosynthesis - lacto and neolacto series:KEGG-hsa00601
5588	L	Adipocytokine signaling pathway:KEGG-hsa04920
5588	L	Measles:KEGG-hsa05162
5588	L	T cell receptor signaling pathway:KEGG-hsa04660
5588	L	Tight junction:KEGG-hsa04530
5588	L	Vascular smooth muscle contraction:KEGG-hsa04270
5589	L	Protein processing in endoplasmic reticulum:KEGG-hsa04141
79541	L	Olfactory transduction:KEGG-hsa04740
79544	L	Olfactory transduction:KEGG-hsa04740
1069	L	Nucleotide excision repair:KEGG-hsa03420
92815	L	Systemic lupus erythematosus:KEGG-hsa05322
11277	L	Cytosolic DNA-sensing pathway:KEGG-hsa04623
51371	L	Proteasome:KEGG-hsa03050
5300	L	RIG-I-like receptor signaling pathway:KEGG-hsa04622
65018	L	Parkinson's disease:KEGG-hsa05012
65010	L	Mineral absorption:KEGG-hsa04978
64768	L	Inositol phosphate metabolism:KEGG-hsa00562
64768	L	Phosphatidylinositol signaling system:KEGG-hsa04070
120787	L	Olfactory transduction:KEGG-hsa04740
64764	L	Huntington's disease:KEGG-hsa05016
64764	L	Melanogenesis:KEGG-hsa04916
64764	L	Prostate cancer:KEGG-hsa05215
64764	L	Vasopressin-regulated water reabsorption:KEGG-hsa04962
120586	L	Olfactory transduction:KEGG-hsa04740
253314	L	Insulin signaling pathway:KEGG-hsa04910
253314	L	RNA transport:KEGG-hsa03013
253314	L	mTOR signaling pathway:KEGG-hsa04150
51196	L	Calcium signaling pathway:KEGG-hsa04020
51196	L	Inositol phosphate metabolism:KEGG-hsa00562
51196	L	Phosphatidylinositol signaling system:KEGG-hsa04070
441669	L	Olfactory transduction:KEGG-hsa04740
64506	L	Dorso-ventral axis formation:KEGG-hsa04320
64506	L	Oocyte meiosis:KEGG-hsa04114
64506	L	Progesterone-mediated oocyte maturation:KEGG-hsa04914
4539	L	Oxidative phosphorylation:KEGG-hsa00190
4539	L	Parkinson's disease:KEGG-hsa05012
166336	L	Wnt signaling pathway:KEGG-hsa04310
401427	L	Olfactory transduction:KEGG-hsa04740
4829	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
10905	L	N-Glycan biosynthesis:KEGG-hsa00510
10905	L	Protein processing in endoplasmic reticulum:KEGG-hsa04141
10907	L	Spliceosome:KEGG-hsa03040
10901	L	Peroxisome:KEGG-hsa04146
10901	L	Retinol metabolism:KEGG-hsa00830
2058	L	Aminoacyl-tRNA biosynthesis:KEGG-hsa00970
2058	L	Porphyrin and chlorophyll metabolism:KEGG-hsa00860
6734	L	Protein export:KEGG-hsa03060
4536	L	Oxidative phosphorylation:KEGG-hsa00190
4536	L	Parkinson's disease:KEGG-hsa05012
4537	L	Oxidative phosphorylation:KEGG-hsa00190
4537	L	Parkinson's disease:KEGG-hsa05012
9125	L	RNA degradation:KEGG-hsa03018
9126	L	Cell cycle:KEGG-hsa04110
9126	L	Oocyte meiosis:KEGG-hsa04114
9127	L	Calcium signaling pathway:KEGG-hsa04020
9127	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
9128	L	Spliceosome:KEGG-hsa03040
9129	L	Spliceosome:KEGG-hsa03040
6737	L	Systemic lupus erythematosus:KEGG-hsa05322
390916	L	Peroxisome:KEGG-hsa04146
10652	L	SNARE interactions in vesicular transport:KEGG-hsa04130
7919	L	RNA transport:KEGG-hsa03013
7919	L	Spliceosome:KEGG-hsa03040
7919	L	mRNA surveillance pathway:KEGG-hsa03015
7915	L	Alanine, aspartate and glutamate metabolism:KEGG-hsa00250
7915	L	Butanoate metabolism:KEGG-hsa00650
9402	L	T cell receptor signaling pathway:KEGG-hsa04660
348995	L	RNA transport:KEGG-hsa03013
182	L	Notch signaling pathway:KEGG-hsa04330
183	L	Renin-angiotensin system:KEGG-hsa04614
181	L	Adipocytokine signaling pathway:KEGG-hsa04920
186	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
186	L	Renin-angiotensin system:KEGG-hsa04614
187	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
185	L	Calcium signaling pathway:KEGG-hsa04020
185	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
185	L	Renin-angiotensin system:KEGG-hsa04614
185	L	Vascular smooth muscle contraction:KEGG-hsa04270
2815	L	ECM-receptor interaction:KEGG-hsa04512
2815	L	Hematopoietic cell lineage:KEGG-hsa04640
189	L	Alanine, aspartate and glutamate metabolism:KEGG-hsa00250
189	L	Glycine, serine and threonine metabolism:KEGG-hsa00260
189	L	Peroxisome:KEGG-hsa04146
9409	L	Peroxisome:KEGG-hsa04146
868	L	Bacterial invasion of epithelial cells:KEGG-hsa05100
868	L	Chronic myeloid leukemia:KEGG-hsa05220
868	L	Endocytosis:KEGG-hsa04144
868	L	ErbB signaling pathway:KEGG-hsa04012
868	L	Insulin signaling pathway:KEGG-hsa04910
868	L	Jak-STAT signaling pathway:KEGG-hsa04630
868	L	Measles:KEGG-hsa05162
868	L	Pathways in cancer:KEGG-hsa05200
868	L	T cell receptor signaling pathway:KEGG-hsa04660
868	L	Ubiquitin mediated proteolysis:KEGG-hsa04120
10623	L	Cytosolic DNA-sensing pathway:KEGG-hsa04623
10623	L	Purine metabolism:KEGG-hsa00230
10623	L	Pyrimidine metabolism:KEGG-hsa00240
10623	L	RNA polymerase:KEGG-hsa03020
3449	L	Autoimmune thyroid disease:KEGG-hsa05320
3449	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3449	L	Cytosolic DNA-sensing pathway:KEGG-hsa04623
3449	L	Hepatitis C:KEGG-hsa05160
3449	L	Jak-STAT signaling pathway:KEGG-hsa04630
3449	L	Measles:KEGG-hsa05162
3449	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
3449	L	RIG-I-like receptor signaling pathway:KEGG-hsa04622
3449	L	Regulation of autophagy:KEGG-hsa04140
3449	L	Toll-like receptor signaling pathway:KEGG-hsa04620
3449	L	Tuberculosis:KEGG-hsa05152
3448	L	Autoimmune thyroid disease:KEGG-hsa05320
3448	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3448	L	Cytosolic DNA-sensing pathway:KEGG-hsa04623
3448	L	Hepatitis C:KEGG-hsa05160
3448	L	Jak-STAT signaling pathway:KEGG-hsa04630
3448	L	Measles:KEGG-hsa05162
3448	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
3448	L	RIG-I-like receptor signaling pathway:KEGG-hsa04622
3448	L	Regulation of autophagy:KEGG-hsa04140
3448	L	Toll-like receptor signaling pathway:KEGG-hsa04620
3448	L	Tuberculosis:KEGG-hsa05152
3445	L	Autoimmune thyroid disease:KEGG-hsa05320
3445	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3445	L	Cytosolic DNA-sensing pathway:KEGG-hsa04623
3445	L	Hepatitis C:KEGG-hsa05160
3445	L	Jak-STAT signaling pathway:KEGG-hsa04630
3445	L	Measles:KEGG-hsa05162
3445	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
3445	L	RIG-I-like receptor signaling pathway:KEGG-hsa04622
3445	L	Regulation of autophagy:KEGG-hsa04140
3445	L	Toll-like receptor signaling pathway:KEGG-hsa04620
3445	L	Tuberculosis:KEGG-hsa05152
3444	L	Autoimmune thyroid disease:KEGG-hsa05320
3444	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3444	L	Cytosolic DNA-sensing pathway:KEGG-hsa04623
3444	L	Hepatitis C:KEGG-hsa05160
3444	L	Jak-STAT signaling pathway:KEGG-hsa04630
3444	L	Measles:KEGG-hsa05162
3444	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
3444	L	RIG-I-like receptor signaling pathway:KEGG-hsa04622
3444	L	Regulation of autophagy:KEGG-hsa04140
3444	L	Toll-like receptor signaling pathway:KEGG-hsa04620
3444	L	Tuberculosis:KEGG-hsa05152
3447	L	Autoimmune thyroid disease:KEGG-hsa05320
3447	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3447	L	Cytosolic DNA-sensing pathway:KEGG-hsa04623
3447	L	Hepatitis C:KEGG-hsa05160
3447	L	Jak-STAT signaling pathway:KEGG-hsa04630
3447	L	Measles:KEGG-hsa05162
3447	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
3447	L	RIG-I-like receptor signaling pathway:KEGG-hsa04622
3447	L	Regulation of autophagy:KEGG-hsa04140
3447	L	Toll-like receptor signaling pathway:KEGG-hsa04620
3447	L	Tuberculosis:KEGG-hsa05152
862	L	Acute myeloid leukemia:KEGG-hsa05221
862	L	Pathways in cancer:KEGG-hsa05200
3441	L	Autoimmune thyroid disease:KEGG-hsa05320
3441	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3441	L	Cytosolic DNA-sensing pathway:KEGG-hsa04623
3441	L	Hepatitis C:KEGG-hsa05160
3441	L	Jak-STAT signaling pathway:KEGG-hsa04630
3441	L	Measles:KEGG-hsa05162
3441	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
3441	L	RIG-I-like receptor signaling pathway:KEGG-hsa04622
3441	L	Regulation of autophagy:KEGG-hsa04140
3441	L	Toll-like receptor signaling pathway:KEGG-hsa04620
3441	L	Tuberculosis:KEGG-hsa05152
3440	L	Autoimmune thyroid disease:KEGG-hsa05320
3440	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3440	L	Cytosolic DNA-sensing pathway:KEGG-hsa04623
3440	L	Hepatitis C:KEGG-hsa05160
3440	L	Jak-STAT signaling pathway:KEGG-hsa04630
3440	L	Measles:KEGG-hsa05162
3440	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
3440	L	RIG-I-like receptor signaling pathway:KEGG-hsa04622
3440	L	Regulation of autophagy:KEGG-hsa04140
3440	L	Toll-like receptor signaling pathway:KEGG-hsa04620
3440	L	Tuberculosis:KEGG-hsa05152
3443	L	Autoimmune thyroid disease:KEGG-hsa05320
3443	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3443	L	Cytosolic DNA-sensing pathway:KEGG-hsa04623
3443	L	Hepatitis C:KEGG-hsa05160
3443	L	Jak-STAT signaling pathway:KEGG-hsa04630
3443	L	Measles:KEGG-hsa05162
3443	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
3443	L	RIG-I-like receptor signaling pathway:KEGG-hsa04622
3443	L	Regulation of autophagy:KEGG-hsa04140
3443	L	Toll-like receptor signaling pathway:KEGG-hsa04620
3443	L	Tuberculosis:KEGG-hsa05152
3442	L	Autoimmune thyroid disease:KEGG-hsa05320
3442	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
3442	L	Cytosolic DNA-sensing pathway:KEGG-hsa04623
3442	L	Hepatitis C:KEGG-hsa05160
3442	L	Jak-STAT signaling pathway:KEGG-hsa04630
3442	L	Measles:KEGG-hsa05162
3442	L	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
3442	L	RIG-I-like receptor signaling pathway:KEGG-hsa04622
3442	L	Regulation of autophagy:KEGG-hsa04140
3442	L	Toll-like receptor signaling pathway:KEGG-hsa04620
3442	L	Tuberculosis:KEGG-hsa05152
2026	L	Glycolysis / Gluconeogenesis:KEGG-hsa00010
2026	L	RNA degradation:KEGG-hsa03018
2027	L	Glycolysis / Gluconeogenesis:KEGG-hsa00010
2027	L	RNA degradation:KEGG-hsa03018
2752	L	Alanine, aspartate and glutamate metabolism:KEGG-hsa00250
2752	L	Arginine and proline metabolism:KEGG-hsa00330
2752	L	Glutamatergic synapse:KEGG-hsa04724
2752	L	Nitrogen metabolism:KEGG-hsa00910
2021	L	Apoptosis:KEGG-hsa04210
2023	L	Glycolysis / Gluconeogenesis:KEGG-hsa00010
2023	L	RNA degradation:KEGG-hsa03018
2028	L	Renin-angiotensin system:KEGG-hsa04614
10400	L	Glycerophospholipid metabolism:KEGG-hsa00564
10401	L	Hepatitis C:KEGG-hsa05160
10401	L	Jak-STAT signaling pathway:KEGG-hsa04630
10401	L	Pathways in cancer:KEGG-hsa05200
10401	L	Small cell lung cancer:KEGG-hsa05222
10401	L	Ubiquitin mediated proteolysis:KEGG-hsa04120
133121	L	Ether lipid metabolism:KEGG-hsa00565
10402	L	Glycosphingolipid biosynthesis - lacto and neolacto series:KEGG-hsa00601
5216	L	Regulation of actin cytoskeleton:KEGG-hsa04810
5216	L	Shigellosis:KEGG-hsa05131
5217	L	Regulation of actin cytoskeleton:KEGG-hsa04810
5217	L	Shigellosis:KEGG-hsa05131
5214	L	Fructose and mannose metabolism:KEGG-hsa00051
5214	L	Galactose metabolism:KEGG-hsa00052
5214	L	Glycolysis / Gluconeogenesis:KEGG-hsa00010
5214	L	Pentose phosphate pathway:KEGG-hsa00030
5213	L	Fructose and mannose metabolism:KEGG-hsa00051
5213	L	Galactose metabolism:KEGG-hsa00052
5213	L	Glycolysis / Gluconeogenesis:KEGG-hsa00010
5213	L	Pentose phosphate pathway:KEGG-hsa00030
5210	L	Fructose and mannose metabolism:KEGG-hsa00051
5211	L	Fructose and mannose metabolism:KEGG-hsa00051
5211	L	Galactose metabolism:KEGG-hsa00052
5211	L	Glycolysis / Gluconeogenesis:KEGG-hsa00010
5211	L	Pentose phosphate pathway:KEGG-hsa00030
10157	L	Lysine biosynthesis:KEGG-hsa00300
10157	L	Lysine degradation:KEGG-hsa00310
4591	L	Ubiquitin mediated proteolysis:KEGG-hsa04120
4800	L	Antigen processing and presentation:KEGG-hsa04612
4800	L	Tuberculosis:KEGG-hsa05152
3059	L	Bacterial invasion of epithelial cells:KEGG-hsa05100
3059	L	Pathogenic Escherichia coli infection:KEGG-hsa05130
3059	L	Shigellosis:KEGG-hsa05131
3059	L	Tight junction:KEGG-hsa04530
3055	L	Chemokine signaling pathway:KEGG-hsa04062
3055	L	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
3052	L	Porphyrin and chlorophyll metabolism:KEGG-hsa00860
3053	L	Complement and coagulation cascades:KEGG-hsa04610
55850	L	SNARE interactions in vesicular transport:KEGG-hsa04130
55851	L	Alzheimer's disease:KEGG-hsa05010
55851	L	Notch signaling pathway:KEGG-hsa04330
214	L	Cell adhesion molecules (CAMs):KEGG-hsa04514
138804	L	Olfactory transduction:KEGG-hsa04740
215	L	ABC transporters:KEGG-hsa02010
215	L	Peroxisome:KEGG-hsa04146
138802	L	Olfactory transduction:KEGG-hsa04740
138803	L	Olfactory transduction:KEGG-hsa04740
210	L	Porphyrin and chlorophyll metabolism:KEGG-hsa00860
55501	L	Sulfur metabolism:KEGG-hsa00920
161742	L	Jak-STAT signaling pathway:KEGG-hsa04630
1317	L	Mineral absorption:KEGG-hsa04978
1312	L	Steroid hormone biosynthesis:KEGG-hsa00140
1312	L	Tyrosine metabolism:KEGG-hsa00350
1311	L	ECM-receptor interaction:KEGG-hsa04512
1311	L	Focal adhesion:KEGG-hsa04510
1311	L	Malaria:KEGG-hsa05144
1311	L	Phagosome:KEGG-hsa04145
1311	L	TGF-beta signaling pathway:KEGG-hsa04350
23765	L	Cytokine-cytokine receptor interaction:KEGG-hsa04060
23761	L	Glycerophospholipid metabolism:KEGG-hsa00564
6446	L	Aldosterone-regulated sodium reabsorption:KEGG-hsa04960
6915	L	Calcium signaling pathway:KEGG-hsa04020
6915	L	Neuroactive ligand-receptor interaction:KEGG-hsa04080
6916	L	Arachidonic acid metabolism:KEGG-hsa00590
6445	L	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412
6445	L	Dilated cardiomyopathy:KEGG-hsa05414
6445	L	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
6445	L	Viral myocarditis:KEGG-hsa05416
6442	L	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412
6442	L	Dilated cardiomyopathy:KEGG-hsa05414
6442	L	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
6442	L	Viral myocarditis:KEGG-hsa05416
6443	L	Arrhythmogenic right ventricular cardiomyopathy (ARVC):KEGG-hsa05412
6443	L	Dilated cardiomyopathy:KEGG-hsa05414
6443	L	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
6443	L	Viral myocarditis:KEGG-hsa05416
6441	L	Phagosome:KEGG-hsa04145
27074	L	Lysosome:KEGG-hsa04142
6448	L	Glycosaminoglycan degradation:KEGG-hsa00531
6448	L	Lysosome:KEGG-hsa04142
92483	L	Cysteine and methionine metabolism:KEGG-hsa00270
92483	L	Glycolysis / Gluconeogenesis:KEGG-hsa00010
92483	L	Propanoate metabolism:KEGG-hsa00640
92483	L	Pyruvate metabolism:KEGG-hsa00620
50814	L	Steroid biosynthesis:KEGG-hsa00100
3948	L	Cysteine and methionine metabolism:KEGG-hsa00270
