ID	SystemCode	MAPP
HMDB00042	Ch	Amino sugar and nucleotide sugar metabolism:map00520
HMDB00143	Ch	Amino sugar and nucleotide sugar metabolism:map00520
HMDB00124	Ch	Amino sugar and nucleotide sugar metabolism:map00520
HMDB00286	Ch	Amino sugar and nucleotide sugar metabolism:map00520
HMDB00148	Ch	Amino sugar and nucleotide sugar metabolism:map00520
HMDB01121	Ch	Amino sugar and nucleotide sugar metabolism:map00520
HMDB04270	Ch	Amino sugar and nucleotide sugar metabolism:map00520
HMDB01129	Ch	Amino sugar and nucleotide sugar metabolism:map00520
HMDB01062	Ch	Amino sugar and nucleotide sugar metabolism:map00520
HMDB01586	Ch	Amino sugar and nucleotide sugar metabolism:map00520
HMDB03362	Ch	Amino sugar and nucleotide sugar metabolism:map00520
HMDB00660	Ch	Amino sugar and nucleotide sugar metabolism:map00520
HMDB01341	Ch	Amino sugar and nucleotide sugar metabolism:map00520
HMDB00215	Ch	Amino sugar and nucleotide sugar metabolism:map00520
HMDB00230	Ch	Amino sugar and nucleotide sugar metabolism:map00520
HMDB00051	Ch	Amino sugar and nucleotide sugar metabolism:map00520
HMDB01367	Ch	Amino sugar and nucleotide sugar metabolism:map00520
HMDB00645	Ch	Amino sugar and nucleotide sugar metabolism:map00520
HMDB03556	Ch	Amino sugar and nucleotide sugar metabolism:map00520
HMDB00290	Ch	Amino sugar and nucleotide sugar metabolism:map00520
HMDB00190	Ch	Gluconeogenesis:SMP00128
HMDB01201	Ch	Gluconeogenesis:SMP00128
HMDB03498	Ch	Gluconeogenesis:SMP00128
HMDB01294	Ch	Gluconeogenesis:SMP00128
HMDB03391	Ch	Gluconeogenesis:SMP00128
HMDB00516	Ch	Gluconeogenesis:SMP00128
HMDB00744	Ch	Gluconeogenesis:SMP00128
HMDB00939	Ch	Vitamin B12 Metabolism:WP1533
HMDB02179	Ch	Vitamin B12 Metabolism:WP1533
HMDB01050	Ch	Vitamin B12 Metabolism:WP1533
HMDB01396	Ch	Vitamin B12 Metabolism:WP1533
HMDB01533	Ch	Vitamin B12 Metabolism:WP1533
HMDB01139	Ch	Vitamin B12 Metabolism:WP1533
HMDB00696	Ch	Vitamin B12 Metabolism:WP1533
HMDB12638	Ch	Vitamin B12 Metabolism:WP1533
HMDB12580	Ch	Vitamin B12 Metabolism:WP1533
HMDB03378	Ch	Vitamin B12 Metabolism:WP1533
HMDB02086	Ch	Vitamin B12 Metabolism:WP1533
HMDB01492	Ch	Vitamin B12 Metabolism:WP1533
HMDB02274	Ch	Vitamin B12 Metabolism:WP1533
HMDB05083	Ch	Vitamin B12 Metabolism:WP1533
HMDB00221	Ch	Vitamin B12 Metabolism:WP1533
HMDB00244	Ch	Vitamin B12 Metabolism:WP1533
HMDB03208	Ch	Vitamin B12 Metabolism:WP1533
HMDB03252	Ch	Vitamin B12 Metabolism:WP1533
HMDB00202	Ch	Vitamin B12 Metabolism:WP1533
HMDB01893	Ch	Vitamin B12 Metabolism:WP1533
HMDB00562	Ch	Vitamin B12 Metabolism:WP1533
HMDB00187	Ch	Vitamin B12 Metabolism:WP1533
HMDB03125	Ch	Vitamin B12 Metabolism:WP1533
HMDB00044	Ch	Vitamin B12 Metabolism:WP1533
HMDB04659	Ch	Vitamin B12 Metabolism:WP1533
HMDB01354	Ch	Vitamin B12 Metabolism:WP1533
HMDB01487	Ch	Vitamin B12 Metabolism:WP1533
HMDB01846	Ch	Vitamin B12 Metabolism:WP1533
HMDB00067	Ch	Vitamin B12 Metabolism:WP1533
HMDB01904	Ch	Vitamin B12 Metabolism:WP1533
HMDB12777	Ch	Vitamin B12 Metabolism:WP1533
HMDB00122	Ch	Vitamin B12 Metabolism:WP1533
HMDB03333	Ch	Vitamin B12 Metabolism:WP1533
HMDB01248	Ch	Vitamin B12 Metabolism:WP1533
HMDB12110	Ch	Vitamin B12 Metabolism:WP1533
HMDB03429	Ch	Vitamin B12 Metabolism:WP1533
HMDB00902	Ch	Vitamin B12 Metabolism:WP1533
HMDB06316	Ch	Vitamin B12 Metabolism:WP1533
HMDB00742	Ch	Vitamin B12 Metabolism:WP1533
HMDB01452	Ch	Vitamin B12 Metabolism:WP1533
HMDB01220	Ch	Vitamin B12 Metabolism:WP1533
HMDB00574	Ch	Vitamin B12 Metabolism:WP1533
HMDB01303	Ch	Vitamin B12 Metabolism:WP1533
HMDB12601	Ch	Vitamin B12 Metabolism:WP1533
HMDB00607	Ch	Vitamin B12 Metabolism:WP1533
HMDB01185	Ch	Vitamin B12 Metabolism:WP1533
HMDB01269	Ch	Vitamin B12 Metabolism:WP1533
HMDB00217	Ch	Vitamin B12 Metabolism:WP1533
HMDB00492	Ch	Vitamin B12 Metabolism:WP1533
HMDB02878	Ch	Vitamin B12 Metabolism:WP1533
HMDB01491	Ch	Vitamin B12 Metabolism:WP1533
HMDB00099	Ch	Vitamin B12 Metabolism:WP1533
HMDB02030	Ch	Vitamin B12 Metabolism:WP1533
HMDB01022	Ch	Vitamin B12 Metabolism:WP1533
HMDB02168	Ch	Vitamin B12 Metabolism:WP1533
HMDB01442	Ch	Vitamin B12 Metabolism:WP1533
HMDB02174	Ch	Vitamin B12 Metabolism:WP1533
HMDB12855	Ch	Vitamin B12 Metabolism:WP1533
HMDB00030	Ch	Biotin Metabolism:SMP00066
HMDB00182	Ch	Biotin Metabolism:SMP00066
HMDB04220	Ch	Biotin Metabolism:SMP00066
HMDB03134	Ch	Biotin Metabolism:SMP00066
HMDB00210	Ch	beta-Alanine metabolism:map00410
HMDB00191	Ch	beta-Alanine metabolism:map00410
HMDB00194	Ch	beta-Alanine metabolism:map00410
HMDB01106	Ch	beta-Alanine metabolism:map00410
HMDB00300	Ch	beta-Alanine metabolism:map00410
HMDB00056	Ch	beta-Alanine metabolism:map00410
HMDB00002	Ch	beta-Alanine metabolism:map00410
HMDB00076	Ch	beta-Alanine metabolism:map00410
HMDB11111	Ch	beta-Alanine metabolism:map00410
HMDB00033	Ch	beta-Alanine metabolism:map00410
HMDB00026	Ch	beta-Alanine metabolism:map00410
HMDB01520	Ch	Riboflavin metabolism:map00740
HMDB01248	Ch	Riboflavin metabolism:map00740
HMDB04256	Ch	Riboflavin metabolism:map00740
HMDB03826	Ch	Riboflavin metabolism:map00740
HMDB03701	Ch	Riboflavin metabolism:map00740
HMDB03364	Ch	Riboflavin metabolism:map00740
HMDB00244	Ch	Riboflavin metabolism:map00740
HMDB02991	Ch	Taurine and Hypotaurine Metabolism:SMP00021
HMDB00965	Ch	Taurine and Hypotaurine Metabolism:SMP00021
HMDB00251	Ch	Taurine and Hypotaurine Metabolism:SMP00021
HMDB00996	Ch	Taurine and Hypotaurine Metabolism:SMP00021
HMDB02757	Ch	Taurine and Hypotaurine Metabolism:SMP00021
HMDB04195	Ch	Taurine and Hypotaurine Metabolism:SMP00021
HMDB00574	Ch	Taurine and Hypotaurine Metabolism:SMP00021
HMDB01397	Ch	mRNA Processing:WP411
HMDB01532	Ch	mRNA Processing:WP411
HMDB03345	Ch	Retinol Metabolism:SMP00074
HMDB00561	Ch	Retinol Metabolism:SMP00074
HMDB01358	Ch	Retinol Metabolism:SMP00074
HMDB06285	Ch	Retinol Metabolism:SMP00074
HMDB03648	Ch	Retinol Metabolism:SMP00074
HMDB00305	Ch	Retinol Metabolism:SMP00074
HMDB12329	Ch	Retinol Metabolism:SMP00074
HMDB12452	Ch	Retinol Metabolism:SMP00074
HMDB06254	Ch	Retinol Metabolism:SMP00074
HMDB06217	Ch	Retinol Metabolism:SMP00074
HMDB03141	Ch	Retinol Metabolism:SMP00074
HMDB01862	Ch	Retinol Metabolism:SMP00074
HMDB11618	Ch	Retinol Metabolism:SMP00074
HMDB12451	Ch	Retinol Metabolism:SMP00074
HMDB02369	Ch	Retinol Metabolism:SMP00074
HMDB06218	Ch	Retinol Metabolism:SMP00074
HMDB02152	Ch	Retinol Metabolism:SMP00074
HMDB06216	Ch	Retinol Metabolism:SMP00074
HMDB04950	Ch	Sphingolipid Metabolism:SMP00034
HMDB04866	Ch	Sphingolipid Metabolism:SMP00034
HMDB10708	Ch	Sphingolipid Metabolism:SMP00034
HMDB00187	Ch	Sphingolipid Metabolism:SMP00034
HMDB01383	Ch	Sphingolipid Metabolism:SMP00034
HMDB01348	Ch	Sphingolipid Metabolism:SMP00034
HMDB01480	Ch	Sphingolipid Metabolism:SMP00034
HMDB00277	Ch	Sphingolipid Metabolism:SMP00034
HMDB00140	Ch	Sphingolipid Metabolism:SMP00034
HMDB06752	Ch	Sphingolipid Metabolism:SMP00034
HMDB00224	Ch	Sphingolipid Metabolism:SMP00034
HMDB00269	Ch	Sphingolipid Metabolism:SMP00034
HMDB00024	Ch	Sphingolipid Metabolism:SMP00034
HMDB00252	Ch	Sphingolipid Metabolism:SMP00034
HMDB02961	Ch	Integrated Breast Cancer Pathway:WP1984
HMDB01473	Ch	Glycerophospholipid Biosynthetic Pathway:WP2533
HMDB11750	Ch	Glycerophospholipid Biosynthetic Pathway:WP2533
HMDB01132	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB00641	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB00912	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB02111	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB00221	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB01179	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB11631	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB01330	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB00045	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB00161	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB01377	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB00142	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB00280	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB00148	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB00684	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB01967	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB00902	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB00538	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB00250	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB00929	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB01200	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB01476	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB00232	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB00217	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB01361	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB00494	Ch	NAD Biosynthesis II (from tryptophan):WP2485
HMDB00243	Ch	Glycolysis and Gluconeogenesis:WP534
HMDB00660	Ch	Glycolysis and Gluconeogenesis:WP534
HMDB00190	Ch	Glycolysis and Gluconeogenesis:WP534
HMDB00191	Ch	Glycolysis and Gluconeogenesis:WP534
HMDB01473	Ch	Glycolysis and Gluconeogenesis:WP534
HMDB00362	Ch	Glycolysis and Gluconeogenesis:WP534
HMDB00807	Ch	Glycolysis and Gluconeogenesis:WP534
HMDB01270	Ch	Glycolysis and Gluconeogenesis:WP534
HMDB11750	Ch	Glycolysis and Gluconeogenesis:WP534
HMDB01058	Ch	Glycolysis and Gluconeogenesis:WP534
HMDB00122	Ch	Glycolysis and Gluconeogenesis:WP534
HMDB01401	Ch	Glycolysis and Gluconeogenesis:WP534
HMDB01206	Ch	Glycolysis and Gluconeogenesis:WP534
HMDB01112	Ch	Glycolysis and Gluconeogenesis:WP534
HMDB00263	Ch	Glycolysis and Gluconeogenesis:WP534
HMDB00223	Ch	Glycolysis and Gluconeogenesis:WP534
HMDB00124	Ch	Glycolysis and Gluconeogenesis:WP534
HMDB00744	Ch	Glycolysis and Gluconeogenesis:WP534
HMDB01143	Ch	BDNF signaling pathway:WP2380
HMDB00210	Ch	Pantothenate and CoA Biosynthesis:SMP00027
HMDB01117	Ch	Pantothenate and CoA Biosynthesis:SMP00027
HMDB04231	Ch	Pantothenate and CoA Biosynthesis:SMP00027
HMDB01016	Ch	Pantothenate and CoA Biosynthesis:SMP00027
HMDB03426	Ch	Pantothenate and CoA Biosynthesis:SMP00027
HMDB01416	Ch	Pantothenate and CoA Biosynthesis:SMP00027
HMDB06834	Ch	Pantothenate and CoA Biosynthesis:SMP00027
HMDB01373	Ch	Pantothenate and CoA Biosynthesis:SMP00027
HMDB01195	Ch	Folate biosynthesis:map00790
HMDB00845	Ch	Folate biosynthesis:map00790
HMDB01056	Ch	Folate biosynthesis:map00790
HMDB06822	Ch	Folate biosynthesis:map00790
HMDB06825	Ch	Folate biosynthesis:map00790
HMDB13642	Ch	Folate biosynthesis:map00790
HMDB00980	Ch	Folate biosynthesis:map00790
HMDB06823	Ch	Folate biosynthesis:map00790
HMDB01846	Ch	Folate biosynthesis:map00790
HMDB00238	Ch	Folate biosynthesis:map00790
HMDB06824	Ch	Folate biosynthesis:map00790
HMDB00038	Ch	Folate biosynthesis:map00790
HMDB06826	Ch	Folate biosynthesis:map00790
HMDB02206	Ch	Folate biosynthesis:map00790
HMDB01412	Ch	Folate biosynthesis:map00790
HMDB00142	Ch	Folate biosynthesis:map00790
HMDB02275	Ch	Folate biosynthesis:map00790
HMDB02065	Ch	Folate biosynthesis:map00790
HMDB00027	Ch	Folate biosynthesis:map00790
HMDB00121	Ch	Folate biosynthesis:map00790
HMDB06821	Ch	Folate biosynthesis:map00790
HMDB01132	Ch	Nicotinate and Nicotinamide Metabolism:SMP00048
HMDB01488	Ch	Nicotinate and Nicotinamide Metabolism:SMP00048
HMDB00699	Ch	Nicotinate and Nicotinamide Metabolism:SMP00048
HMDB00232	Ch	Nicotinate and Nicotinamide Metabolism:SMP00048
HMDB00855	Ch	Nicotinate and Nicotinamide Metabolism:SMP00048
HMDB00229	Ch	Nicotinate and Nicotinamide Metabolism:SMP00048
HMDB00217	Ch	Nicotinate and Nicotinamide Metabolism:SMP00048
HMDB06809	Ch	Nicotinate and Nicotinamide Metabolism:SMP00048
HMDB04194	Ch	Nicotinate and Nicotinamide Metabolism:SMP00048
HMDB04193	Ch	Nicotinate and Nicotinamide Metabolism:SMP00048
HMDB01179	Ch	Nicotinate and Nicotinamide Metabolism:SMP00048
HMDB01406	Ch	Nicotinate and Nicotinamide Metabolism:SMP00048
HMDB03966	Ch	Selenoamino Acid Metabolism:SMP00029
HMDB06343	Ch	Selenoamino Acid Metabolism:SMP00029
HMDB03288	Ch	Selenoamino Acid Metabolism:SMP00029
HMDB06407	Ch	Selenoamino Acid Metabolism:SMP00029
HMDB04122	Ch	Selenoamino Acid Metabolism:SMP00029
HMDB10716	Ch	Selenoamino Acid Metabolism:SMP00029
HMDB11117	Ch	Selenoamino Acid Metabolism:SMP00029
HMDB04112	Ch	Selenoamino Acid Metabolism:SMP00029
HMDB04113	Ch	Selenoamino Acid Metabolism:SMP00029
HMDB11104	Ch	Selenoamino Acid Metabolism:SMP00029
HMDB11110	Ch	Selenoamino Acid Metabolism:SMP00029
HMDB11118	Ch	Selenoamino Acid Metabolism:SMP00029
HMDB11119	Ch	Selenoamino Acid Metabolism:SMP00029
HMDB04119	Ch	Selenoamino Acid Metabolism:SMP00029
HMDB00201	Ch	Alanine and aspartate metabolism:WP106
HMDB01206	Ch	Alanine and aspartate metabolism:WP106
HMDB00094	Ch	Alanine and aspartate metabolism:WP106
HMDB00168	Ch	Alanine and aspartate metabolism:WP106
HMDB00033	Ch	Alanine and aspartate metabolism:WP106
HMDB01310	Ch	Alanine and aspartate metabolism:WP106
HMDB00828	Ch	Alanine and aspartate metabolism:WP106
HMDB01043	Ch	Arachidonate Epoxygenase / Epoxide Hydrolase:WP678
HMDB02232	Ch	Arachidonate Epoxygenase / Epoxide Hydrolase:WP678
HMDB02314	Ch	Arachidonate Epoxygenase / Epoxide Hydrolase:WP678
HMDB10409	Ch	Arachidonate Epoxygenase / Epoxide Hydrolase:WP678
HMDB02190	Ch	Arachidonate Epoxygenase / Epoxide Hydrolase:WP678
HMDB02311	Ch	Arachidonate Epoxygenase / Epoxide Hydrolase:WP678
HMDB02265	Ch	Arachidonate Epoxygenase / Epoxide Hydrolase:WP678
HMDB04264	Ch	Arachidonate Epoxygenase / Epoxide Hydrolase:WP678
HMDB02343	Ch	Arachidonate Epoxygenase / Epoxide Hydrolase:WP678
HMDB04967	Ch	Globo Sphingolipid Metabolism:WP1424
HMDB04966	Ch	Globo Sphingolipid Metabolism:WP1424
HMDB04965	Ch	Globo Sphingolipid Metabolism:WP1424
HMDB04959	Ch	Globo Sphingolipid Metabolism:WP1424
HMDB04963	Ch	Globo Sphingolipid Metabolism:WP1424
HMDB04961	Ch	Globo Sphingolipid Metabolism:WP1424
HMDB04877	Ch	Globo Sphingolipid Metabolism:WP1424
HMDB04960	Ch	Globo Sphingolipid Metabolism:WP1424
HMDB04879	Ch	Globo Sphingolipid Metabolism:WP1424
HMDB04878	Ch	Globo Sphingolipid Metabolism:WP1424
HMDB04886	Ch	Globo Sphingolipid Metabolism:WP1424
HMDB04887	Ch	Globo Sphingolipid Metabolism:WP1424
HMDB04880	Ch	Globo Sphingolipid Metabolism:WP1424
HMDB04881	Ch	Globo Sphingolipid Metabolism:WP1424
HMDB04882	Ch	Globo Sphingolipid Metabolism:WP1424
HMDB04883	Ch	Globo Sphingolipid Metabolism:WP1424
HMDB04884	Ch	Globo Sphingolipid Metabolism:WP1424
HMDB04964	Ch	Globo Sphingolipid Metabolism:WP1424
HMDB04968	Ch	Globo Sphingolipid Metabolism:WP1424
HMDB04958	Ch	Globo Sphingolipid Metabolism:WP1424
HMDB04962	Ch	Globo Sphingolipid Metabolism:WP1424
HMDB02310	Ch	Threonine and 2-Oxobutanoate Degradation:SMP00452
HMDB00595	Ch	Threonine and 2-Oxobutanoate Degradation:SMP00452
HMDB00167	Ch	Threonine and 2-Oxobutanoate Degradation:SMP00452
HMDB00005	Ch	Threonine and 2-Oxobutanoate Degradation:SMP00452
HMDB02255	Ch	Threonine and 2-Oxobutanoate Degradation:SMP00452
HMDB00181	Ch	Catecholamine Biosynthesis:SMP00012
HMDB01185	Ch	Catecholamine Biosynthesis:SMP00012
HMDB00216	Ch	Catecholamine Biosynthesis:SMP00012
HMDB00044	Ch	Catecholamine Biosynthesis:SMP00012
HMDB01264	Ch	Catecholamine Biosynthesis:SMP00012
HMDB00787	Ch	Catecholamine Biosynthesis:SMP00012
HMDB00038	Ch	Catecholamine Biosynthesis:SMP00012
HMDB00073	Ch	Catecholamine Biosynthesis:SMP00012
HMDB00742	Ch	Catecholamine Biosynthesis:SMP00012
HMDB00068	Ch	Catecholamine Biosynthesis:SMP00012
HMDB00660	Ch	Polyol Pathway:WP690
HMDB01473	Ch	Polyol Pathway:WP690
HMDB01051	Ch	Polyol Pathway:WP690
HMDB01076	Ch	Polyol Pathway:WP690
HMDB11750	Ch	Polyol Pathway:WP690
HMDB01112	Ch	Polyol Pathway:WP690
HMDB00247	Ch	Polyol Pathway:WP690
HMDB00124	Ch	Polyol Pathway:WP690
HMDB00122	Ch	Polyol Pathway:WP690
HMDB01112	Ch	Glycolysis / Gluconeogenesis:map00010
HMDB01270	Ch	Glycolysis / Gluconeogenesis:map00010
HMDB00190	Ch	Glycolysis / Gluconeogenesis:map00010
HMDB03345	Ch	Glycolysis / Gluconeogenesis:map00010
HMDB01201	Ch	Glycolysis / Gluconeogenesis:map00010
HMDB03498	Ch	Glycolysis / Gluconeogenesis:map00010
HMDB01473	Ch	Glycolysis / Gluconeogenesis:map00010
HMDB01294	Ch	Glycolysis / Gluconeogenesis:map00010
HMDB01058	Ch	Glycolysis / Gluconeogenesis:map00010
HMDB00807	Ch	Glycolysis / Gluconeogenesis:map00010
HMDB03391	Ch	Glycolysis / Gluconeogenesis:map00010
HMDB01401	Ch	Glycolysis / Gluconeogenesis:map00010
HMDB01586	Ch	Glycolysis / Gluconeogenesis:map00010
HMDB00263	Ch	Glycolysis / Gluconeogenesis:map00010
HMDB00516	Ch	Glycolysis / Gluconeogenesis:map00010
HMDB00124	Ch	Glycolysis / Gluconeogenesis:map00010
HMDB00122	Ch	Glycolysis / Gluconeogenesis:map00010
HMDB00744	Ch	Glycolysis / Gluconeogenesis:map00010
HMDB00210	Ch	Beta-Alanine Metabolism:SMP00007
HMDB00191	Ch	Beta-Alanine Metabolism:SMP00007
HMDB00194	Ch	Beta-Alanine Metabolism:SMP00007
HMDB01106	Ch	Beta-Alanine Metabolism:SMP00007
HMDB00300	Ch	Beta-Alanine Metabolism:SMP00007
HMDB00056	Ch	Beta-Alanine Metabolism:SMP00007
HMDB00002	Ch	Beta-Alanine Metabolism:SMP00007
HMDB00076	Ch	Beta-Alanine Metabolism:SMP00007
HMDB11111	Ch	Beta-Alanine Metabolism:SMP00007
HMDB00033	Ch	Beta-Alanine Metabolism:SMP00007
HMDB00026	Ch	Beta-Alanine Metabolism:SMP00007
HMDB03971	Ch	Starch and Sucrose Metabolism:SMP00058
HMDB06857	Ch	Starch and Sucrose Metabolism:SMP00058
HMDB03403	Ch	Starch and Sucrose Metabolism:SMP00058
HMDB00163	Ch	Starch and Sucrose Metabolism:SMP00058
HMDB00935	Ch	Starch and Sucrose Metabolism:SMP00058
HMDB00258	Ch	Starch and Sucrose Metabolism:SMP00058
HMDB00127	Ch	Starch and Sucrose Metabolism:SMP00058
HMDB00757	Ch	Starch and Sucrose Metabolism:SMP00058
HMDB03514	Ch	Starch and Sucrose Metabolism:SMP00058
HMDB03966	Ch	Selenocompound metabolism:map00450
HMDB06343	Ch	Selenocompound metabolism:map00450
HMDB03288	Ch	Selenocompound metabolism:map00450
HMDB06407	Ch	Selenocompound metabolism:map00450
HMDB04122	Ch	Selenocompound metabolism:map00450
HMDB10716	Ch	Selenocompound metabolism:map00450
HMDB11117	Ch	Selenocompound metabolism:map00450
HMDB04112	Ch	Selenocompound metabolism:map00450
HMDB04113	Ch	Selenocompound metabolism:map00450
HMDB11104	Ch	Selenocompound metabolism:map00450
HMDB11110	Ch	Selenocompound metabolism:map00450
HMDB11118	Ch	Selenocompound metabolism:map00450
HMDB11119	Ch	Selenocompound metabolism:map00450
HMDB04119	Ch	Selenocompound metabolism:map00450
HMDB01070	Ch	Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids:SMP00480
HMDB02111	Ch	Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids:SMP00480
HMDB02009	Ch	Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids:SMP00480
HMDB00045	Ch	Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids:SMP00480
HMDB02845	Ch	Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids:SMP00480
