GeneID	Ensembl	Pathway
ENSG00000198033	En	Gap junction:KEGG-hsa04540
ENSG00000198033	En	Pathogenic Escherichia coli infection:KEGG-hsa05130
ENSG00000198033	En	Phagosome:KEGG-hsa04145
ENSG00000198034	En	Ribosome:KEGG-hsa03010
ENSG00000134294	En	Glutamatergic synapse:KEGG-hsa04724
ENSG00000134294	En	Protein digestion and absorption:KEGG-hsa04974
ENSG00000143149	En	Arginine and proline metabolism:KEGG-hsa00330
ENSG00000143149	En	Ascorbate and aldarate metabolism:KEGG-hsa00053
ENSG00000143149	En	Fatty acid metabolism:KEGG-hsa00071
ENSG00000143149	En	Glycerolipid metabolism:KEGG-hsa00561
ENSG00000143149	En	Glycolysis / Gluconeogenesis:KEGG-hsa00010
ENSG00000143149	En	Histidine metabolism:KEGG-hsa00340
ENSG00000143149	En	Lysine degradation:KEGG-hsa00310
ENSG00000143149	En	Propanoate metabolism:KEGG-hsa00640
ENSG00000143149	En	Pyruvate metabolism:KEGG-hsa00620
ENSG00000143149	En	Tryptophan metabolism:KEGG-hsa00380
ENSG00000143149	En	Valine, leucine and isoleucine degradation:KEGG-hsa00280
ENSG00000143149	En	beta-Alanine metabolism:KEGG-hsa00410
ENSG00000134748	En	Spliceosome:KEGG-hsa03040
ENSG00000171150	En	Jak-STAT signaling pathway:KEGG-hsa04630
ENSG00000171155	En	Mucin type O-Glycan biosynthesis:KEGG-hsa00512
ENSG00000164708	En	Glycolysis / Gluconeogenesis:KEGG-hsa00010
ENSG00000143727	En	Adherens junction:KEGG-hsa04520
ENSG00000143727	En	Riboflavin metabolism:KEGG-hsa00740
ENSG00000216490	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000167701	En	Alanine, aspartate and glutamate metabolism:KEGG-hsa00250
ENSG00000111799	En	Protein digestion and absorption:KEGG-hsa04974
ENSG00000167705	En	Phagosome:KEGG-hsa04145
ENSG00000189306	En	Ribosome biogenesis in eukaryotes:KEGG-hsa03008
ENSG00000111796	En	Malaria:KEGG-hsa05144
ENSG00000241779	En	RNA transport:KEGG-hsa03013
ENSG00000169704	En	ECM-receptor interaction:KEGG-hsa04512
ENSG00000169704	En	Hematopoietic cell lineage:KEGG-hsa04640
ENSG00000178538	En	Nitrogen metabolism:KEGG-hsa00910
ENSG00000021826	En	Alanine, aspartate and glutamate metabolism:KEGG-hsa00250
ENSG00000021826	En	Arginine and proline metabolism:KEGG-hsa00330
ENSG00000021826	En	Nitrogen metabolism:KEGG-hsa00910
ENSG00000102780	En	Glycerolipid metabolism:KEGG-hsa00561
ENSG00000102780	En	Glycerophospholipid metabolism:KEGG-hsa00564
ENSG00000102780	En	Phosphatidylinositol signaling system:KEGG-hsa04070
ENSG00000163288	En	Neuroactive ligand-receptor interaction:KEGG-hsa04080
ENSG00000163938	En	Ribosome biogenesis in eukaryotes:KEGG-hsa03008
ENSG00000163932	En	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000163932	En	Fc epsilon RI signaling pathway:KEGG-hsa04664
ENSG00000163932	En	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
ENSG00000163932	En	GnRH signaling pathway:KEGG-hsa04912
ENSG00000163932	En	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000163932	En	Tight junction:KEGG-hsa04530
ENSG00000163932	En	Type II diabetes mellitus:KEGG-hsa04930
ENSG00000163932	En	Vascular smooth muscle contraction:KEGG-hsa04270
ENSG00000163281	En	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
ENSG00000163931	En	Pentose phosphate pathway:KEGG-hsa00030
ENSG00000163285	En	Neuroactive ligand-receptor interaction:KEGG-hsa04080
ENSG00000163286	En	Folate biosynthesis:KEGG-hsa00790
ENSG00000168255	En	Huntington's disease:KEGG-hsa05016
ENSG00000168255	En	Purine metabolism:KEGG-hsa00230
ENSG00000168255	En	Pyrimidine metabolism:KEGG-hsa00240
ENSG00000168255	En	RNA polymerase:KEGG-hsa03020
ENSG00000105835	En	Nicotinate and nicotinamide metabolism:KEGG-hsa00760
ENSG00000273079	En	Alzheimer's disease:KEGG-hsa05010
ENSG00000273079	En	Amyotrophic lateral sclerosis (ALS):KEGG-hsa05014
ENSG00000273079	En	Glutamatergic synapse:KEGG-hsa04724
ENSG00000273079	En	Huntington's disease:KEGG-hsa05016
ENSG00000273079	En	Long-term potentiation:KEGG-hsa04720
ENSG00000273079	En	Neuroactive ligand-receptor interaction:KEGG-hsa04080
ENSG00000273079	En	Systemic lupus erythematosus:KEGG-hsa05322
ENSG00000114302	En	Apoptosis:KEGG-hsa04210
ENSG00000114302	En	Insulin signaling pathway:KEGG-hsa04910
ENSG00000108179	En	Toxoplasmosis:KEGG-hsa05145
ENSG00000177212	En	Olfactory transduction:KEGG-hsa04740
ENSG00000119661	En	Huntington's disease:KEGG-hsa05016
ENSG00000015475	En	Alzheimer's disease:KEGG-hsa05010
ENSG00000015475	En	Amyotrophic lateral sclerosis (ALS):KEGG-hsa05014
ENSG00000015475	En	Apoptosis:KEGG-hsa04210
ENSG00000015475	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000015475	En	Pathways in cancer:KEGG-hsa05200
ENSG00000015475	En	Tuberculosis:KEGG-hsa05152
ENSG00000015475	En	Viral myocarditis:KEGG-hsa05416
ENSG00000015475	En	p53 signaling pathway:KEGG-hsa04115
ENSG00000141429	En	Mucin type O-Glycan biosynthesis:KEGG-hsa00512
ENSG00000162738	En	Wnt signaling pathway:KEGG-hsa04310
ENSG00000162889	En	MAPK signaling pathway:KEGG-hsa04010
ENSG00000162889	En	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000162889	En	VEGF signaling pathway:KEGG-hsa04370
ENSG00000162736	En	Alzheimer's disease:KEGG-hsa05010
ENSG00000162736	En	Notch signaling pathway:KEGG-hsa04330
ENSG00000162735	En	Peroxisome:KEGG-hsa04146
ENSG00000147133	En	Basal transcription factors:KEGG-hsa03022
ENSG00000132002	En	Protein processing in endoplasmic reticulum:KEGG-hsa04141
ENSG00000165704	En	Drug metabolism - other enzymes:KEGG-hsa00983
ENSG00000165704	En	Purine metabolism:KEGG-hsa00230
ENSG00000169856	En	Maturity onset diabetes of the young:KEGG-hsa04950
ENSG00000169855	En	Axon guidance:KEGG-hsa04360
ENSG00000167969	En	Fatty acid metabolism:KEGG-hsa00071
ENSG00000101200	En	Vasopressin-regulated water reabsorption:KEGG-hsa04962
ENSG00000132842	En	Lysosome:KEGG-hsa04142
ENSG00000092841	En	Vascular smooth muscle contraction:KEGG-hsa04270
ENSG00000127472	En	Arachidonic acid metabolism:KEGG-hsa00590
ENSG00000127472	En	Ether lipid metabolism:KEGG-hsa00565
ENSG00000127472	En	Fat digestion and absorption:KEGG-hsa04975
ENSG00000127472	En	Fc epsilon RI signaling pathway:KEGG-hsa04664
ENSG00000127472	En	Glutamatergic synapse:KEGG-hsa04724
ENSG00000127472	En	Glycerophospholipid metabolism:KEGG-hsa00564
ENSG00000127472	En	GnRH signaling pathway:KEGG-hsa04912
ENSG00000127472	En	Linoleic acid metabolism:KEGG-hsa00591
ENSG00000127472	En	Long-term depression:KEGG-hsa04730
ENSG00000127472	En	MAPK signaling pathway:KEGG-hsa04010
ENSG00000127472	En	Pancreatic secretion:KEGG-hsa04972
ENSG00000127472	En	Toxoplasmosis:KEGG-hsa05145
ENSG00000127472	En	VEGF signaling pathway:KEGG-hsa04370
ENSG00000127472	En	Vascular smooth muscle contraction:KEGG-hsa04270
ENSG00000127472	En	alpha-Linolenic acid metabolism:KEGG-hsa00592
ENSG00000140990	En	Alzheimer's disease:KEGG-hsa05010
ENSG00000140990	En	Huntington's disease:KEGG-hsa05016
ENSG00000140990	En	Oxidative phosphorylation:KEGG-hsa00190
ENSG00000140990	En	Parkinson's disease:KEGG-hsa05012
ENSG00000180353	En	Bacterial invasion of epithelial cells:KEGG-hsa05100
ENSG00000180353	En	Pathogenic Escherichia coli infection:KEGG-hsa05130
ENSG00000180353	En	Shigellosis:KEGG-hsa05131
ENSG00000180353	En	Tight junction:KEGG-hsa04530
ENSG00000131791	En	Adipocytokine signaling pathway:KEGG-hsa04920
ENSG00000131791	En	Hypertrophic cardiomyopathy (HCM):KEGG-hsa05410
ENSG00000131791	En	Insulin signaling pathway:KEGG-hsa04910
ENSG00000080815	En	Alzheimer's disease:KEGG-hsa05010
ENSG00000080815	En	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000080815	En	Notch signaling pathway:KEGG-hsa04330
ENSG00000080815	En	Wnt signaling pathway:KEGG-hsa04310
ENSG00000080819	En	Porphyrin and chlorophyll metabolism:KEGG-hsa00860
ENSG00000125835	En	Spliceosome:KEGG-hsa03040
ENSG00000125835	En	Systemic lupus erythematosus:KEGG-hsa05322
ENSG00000124253	En	Adipocytokine signaling pathway:KEGG-hsa04920
ENSG00000124253	En	Citrate cycle (TCA cycle):KEGG-hsa00020
ENSG00000124253	En	Glycolysis / Gluconeogenesis:KEGG-hsa00010
ENSG00000124253	En	Insulin signaling pathway:KEGG-hsa04910
ENSG00000124253	En	PPAR signaling pathway:KEGG-hsa03320
ENSG00000124253	En	Proximal tubule bicarbonate reclamation:KEGG-hsa04964
ENSG00000124253	En	Pyruvate metabolism:KEGG-hsa00620
ENSG00000138385	En	Systemic lupus erythematosus:KEGG-hsa05322
ENSG00000072042	En	Retinol metabolism:KEGG-hsa00830
ENSG00000014257	En	Riboflavin metabolism:KEGG-hsa00740
ENSG00000275244	En	Olfactory transduction:KEGG-hsa04740
ENSG00000226936	En	Glycosphingolipid biosynthesis - ganglio series:KEGG-hsa00604
ENSG00000276051	En	Allograft rejection:KEGG-hsa05330
ENSG00000276051	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000276051	En	Autoimmune thyroid disease:KEGG-hsa05320
ENSG00000276051	En	Cell adhesion molecules (CAMs):KEGG-hsa04514
ENSG00000276051	En	Endocytosis:KEGG-hsa04144
ENSG00000276051	En	Graft-versus-host disease:KEGG-hsa05332
ENSG00000276051	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000276051	En	Phagosome:KEGG-hsa04145
ENSG00000276051	En	Type I diabetes mellitus:KEGG-hsa04940
ENSG00000276051	En	Viral myocarditis:KEGG-hsa05416
ENSG00000006606	En	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000006606	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000006607	En	Adherens junction:KEGG-hsa04520
ENSG00000273716	En	Ribosome:KEGG-hsa03010
ENSG00000273713	En	Taste transduction:KEGG-hsa04742
ENSG00000158270	En	Phagosome:KEGG-hsa04145
ENSG00000269905	En	Cell cycle:KEGG-hsa04110
ENSG00000198851	En	Chagas disease (American trypanosomiasis):KEGG-hsa05142
ENSG00000198851	En	Hematopoietic cell lineage:KEGG-hsa04640
ENSG00000198851	En	Measles:KEGG-hsa05162
ENSG00000198851	En	Primary immunodeficiency:KEGG-hsa05340
ENSG00000198851	En	T cell receptor signaling pathway:KEGG-hsa04660
ENSG00000049860	En	Amino sugar and nucleotide sugar metabolism:KEGG-hsa00520
ENSG00000049860	En	Glycosaminoglycan degradation:KEGG-hsa00531
ENSG00000049860	En	Glycosphingolipid biosynthesis - ganglio series:KEGG-hsa00604
ENSG00000049860	En	Glycosphingolipid biosynthesis - globo series:KEGG-hsa00603
ENSG00000049860	En	Lysosome:KEGG-hsa04142
ENSG00000182054	En	Citrate cycle (TCA cycle):KEGG-hsa00020
ENSG00000182054	En	Glutathione metabolism:KEGG-hsa00480
ENSG00000182054	En	Peroxisome:KEGG-hsa04146
ENSG00000182050	En	N-Glycan biosynthesis:KEGG-hsa00510
ENSG00000228896	En	RNA degradation:KEGG-hsa03018
ENSG00000228892	En	Fat digestion and absorption:KEGG-hsa04975
ENSG00000228892	En	Glycerolipid metabolism:KEGG-hsa00561
ENSG00000228892	En	Glycerophospholipid metabolism:KEGG-hsa00564
ENSG00000122643	En	Nicotinate and nicotinamide metabolism:KEGG-hsa00760
ENSG00000122643	En	Purine metabolism:KEGG-hsa00230
ENSG00000122643	En	Pyrimidine metabolism:KEGG-hsa00240
ENSG00000122641	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000122641	En	TGF-beta signaling pathway:KEGG-hsa04350
ENSG00000173110	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000173110	En	Endocytosis:KEGG-hsa04144
ENSG00000173110	En	MAPK signaling pathway:KEGG-hsa04010
ENSG00000173110	En	Measles:KEGG-hsa05162
ENSG00000173110	En	Protein processing in endoplasmic reticulum:KEGG-hsa04141
ENSG00000173110	En	Spliceosome:KEGG-hsa03040
ENSG00000173110	En	Toxoplasmosis:KEGG-hsa05145
ENSG00000125347	En	Hepatitis C:KEGG-hsa05160
ENSG00000170144	En	Spliceosome:KEGG-hsa03040
ENSG00000170142	En	Protein processing in endoplasmic reticulum:KEGG-hsa04141
ENSG00000170142	En	Ubiquitin mediated proteolysis:KEGG-hsa04120
ENSG00000224395	En	Olfactory transduction:KEGG-hsa04740
ENSG00000224398	En	Adherens junction:KEGG-hsa04520
ENSG00000224398	En	Measles:KEGG-hsa05162
ENSG00000224398	En	Ribosome biogenesis in eukaryotes:KEGG-hsa03008
ENSG00000224398	En	Tight junction:KEGG-hsa04530
ENSG00000224398	En	Wnt signaling pathway:KEGG-hsa04310
ENSG00000232957	En	Allograft rejection:KEGG-hsa05330
ENSG00000232957	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000232957	En	Asthma:KEGG-hsa05310
ENSG00000232957	En	Autoimmune thyroid disease:KEGG-hsa05320
ENSG00000232957	En	Cell adhesion molecules (CAMs):KEGG-hsa04514
ENSG00000232957	En	Graft-versus-host disease:KEGG-hsa05332
ENSG00000232957	En	Intestinal immune network for IgA production:KEGG-hsa04672
ENSG00000232957	En	Leishmaniasis:KEGG-hsa05140
ENSG00000232957	En	Phagosome:KEGG-hsa04145
ENSG00000232957	En	Rheumatoid arthritis:KEGG-hsa05323
ENSG00000232957	En	Staphylococcus aureus infection:KEGG-hsa05150
ENSG00000232957	En	Systemic lupus erythematosus:KEGG-hsa05322
ENSG00000232957	En	Toxoplasmosis:KEGG-hsa05145
ENSG00000232957	En	Tuberculosis:KEGG-hsa05152
ENSG00000232957	En	Type I diabetes mellitus:KEGG-hsa04940
ENSG00000232957	En	Viral myocarditis:KEGG-hsa05416
ENSG00000198938	En	Alzheimer's disease:KEGG-hsa05010
ENSG00000198938	En	Cardiac muscle contraction:KEGG-hsa04260
ENSG00000198938	En	Huntington's disease:KEGG-hsa05016
ENSG00000198938	En	Oxidative phosphorylation:KEGG-hsa00190
ENSG00000198938	En	Parkinson's disease:KEGG-hsa05012
ENSG00000060566	En	Huntington's disease:KEGG-hsa05016
ENSG00000060566	En	Melanogenesis:KEGG-hsa04916
ENSG00000060566	En	Prostate cancer:KEGG-hsa05215
ENSG00000060566	En	Vasopressin-regulated water reabsorption:KEGG-hsa04962
ENSG00000164611	En	Cell cycle:KEGG-hsa04110
ENSG00000164611	En	Oocyte meiosis:KEGG-hsa04114
ENSG00000198931	En	Purine metabolism:KEGG-hsa00230
ENSG00000198933	En	RIG-I-like receptor signaling pathway:KEGG-hsa04622
ENSG00000275659	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000275659	En	Graft-versus-host disease:KEGG-hsa05332
ENSG00000275659	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000275658	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000275658	En	Graft-versus-host disease:KEGG-hsa05332
ENSG00000275658	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000120645	En	Endocytosis:KEGG-hsa04144
ENSG00000197444	En	Citrate cycle (TCA cycle):KEGG-hsa00020
ENSG00000197444	En	Lysine degradation:KEGG-hsa00310
ENSG00000197444	En	Tryptophan metabolism:KEGG-hsa00380
ENSG00000197446	En	Metabolism of xenobiotics by cytochrome P450:KEGG-hsa00980
ENSG00000197442	En	Amyotrophic lateral sclerosis (ALS):KEGG-hsa05014
ENSG00000197442	En	MAPK signaling pathway:KEGG-hsa04010
ENSG00000197442	En	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000197442	En	Protein processing in endoplasmic reticulum:KEGG-hsa04141
ENSG00000168818	En	Phagosome:KEGG-hsa04145
ENSG00000168818	En	SNARE interactions in vesicular transport:KEGG-hsa04130
ENSG00000258839	En	Melanogenesis:KEGG-hsa04916
ENSG00000258839	En	Neuroactive ligand-receptor interaction:KEGG-hsa04080
ENSG00000197448	En	Drug metabolism - cytochrome P450:KEGG-hsa00982
ENSG00000197448	En	Glutathione metabolism:KEGG-hsa00480
ENSG00000197448	En	Metabolism of xenobiotics by cytochrome P450:KEGG-hsa00980
ENSG00000197448	En	Peroxisome:KEGG-hsa04146
ENSG00000125691	En	Ribosome:KEGG-hsa03010
ENSG00000110076	En	Cell adhesion molecules (CAMs):KEGG-hsa04514
ENSG00000170367	En	Salivary secretion:KEGG-hsa04970
ENSG00000125166	En	Alanine, aspartate and glutamate metabolism:KEGG-hsa00250
ENSG00000125166	En	Arginine and proline metabolism:KEGG-hsa00330
ENSG00000125166	En	Cysteine and methionine metabolism:KEGG-hsa00270
ENSG00000125166	En	Fat digestion and absorption:KEGG-hsa04975
ENSG00000125166	En	Phenylalanine metabolism:KEGG-hsa00360
ENSG00000125166	En	Phenylalanine, tyrosine and tryptophan biosynthesis:KEGG-hsa00400
ENSG00000125166	En	Tyrosine metabolism:KEGG-hsa00350
ENSG00000170365	En	TGF-beta signaling pathway:KEGG-hsa04350
ENSG00000170364	En	Lysine degradation:KEGG-hsa00310
ENSG00000179950	En	Spliceosome:KEGG-hsa03040
ENSG00000170369	En	Salivary secretion:KEGG-hsa04970
ENSG00000143552	En	RNA transport:KEGG-hsa03013
ENSG00000104695	En	Chagas disease (American trypanosomiasis):KEGG-hsa05142
ENSG00000104695	En	Hepatitis C:KEGG-hsa05160
ENSG00000104695	En	Long-term depression:KEGG-hsa04730
ENSG00000104695	En	Oocyte meiosis:KEGG-hsa04114
ENSG00000104695	En	TGF-beta signaling pathway:KEGG-hsa04350
ENSG00000104695	En	Tight junction:KEGG-hsa04530
ENSG00000104695	En	Wnt signaling pathway:KEGG-hsa04310
ENSG00000104695	En	mRNA surveillance pathway:KEGG-hsa03015
ENSG00000144278	En	Mucin type O-Glycan biosynthesis:KEGG-hsa00512
ENSG00000182446	En	Protein processing in endoplasmic reticulum:KEGG-hsa04141
ENSG00000116539	En	Lysine degradation:KEGG-hsa00310
ENSG00000116539	En	Tight junction:KEGG-hsa04530
ENSG00000049246	En	Circadian rhythm - mammal:KEGG-hsa04710
ENSG00000049245	En	Phagosome:KEGG-hsa04145
ENSG00000049245	En	SNARE interactions in vesicular transport:KEGG-hsa04130
ENSG00000139163	En	Glycerophospholipid metabolism:KEGG-hsa00564
ENSG00000049249	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000103202	En	Purine metabolism:KEGG-hsa00230
ENSG00000103202	En	Pyrimidine metabolism:KEGG-hsa00240
ENSG00000096171	En	Aminoacyl-tRNA biosynthesis:KEGG-hsa00970
ENSG00000096171	En	Valine, leucine and isoleucine biosynthesis:KEGG-hsa00290
ENSG00000156587	En	Parkinson's disease:KEGG-hsa05012
ENSG00000156587	En	Ubiquitin mediated proteolysis:KEGG-hsa04120
ENSG00000106123	En	Axon guidance:KEGG-hsa04360
ENSG00000106128	En	Neuroactive ligand-receptor interaction:KEGG-hsa04080
ENSG00000153563	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000153563	En	Cell adhesion molecules (CAMs):KEGG-hsa04514
ENSG00000153563	En	Hematopoietic cell lineage:KEGG-hsa04640
ENSG00000153563	En	Primary immunodeficiency:KEGG-hsa05340
ENSG00000153563	En	T cell receptor signaling pathway:KEGG-hsa04660
ENSG00000155975	En	Endocytosis:KEGG-hsa04144
ENSG00000136153	En	Adherens junction:KEGG-hsa04520
ENSG00000274736	En	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000274736	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000197919	En	Autoimmune thyroid disease:KEGG-hsa05320
ENSG00000197919	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000197919	En	Cytosolic DNA-sensing pathway:KEGG-hsa04623
ENSG00000197919	En	Hepatitis C:KEGG-hsa05160
ENSG00000197919	En	Jak-STAT signaling pathway:KEGG-hsa04630
ENSG00000197919	En	Measles:KEGG-hsa05162
ENSG00000197919	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000197919	En	RIG-I-like receptor signaling pathway:KEGG-hsa04622
ENSG00000197919	En	Regulation of autophagy:KEGG-hsa04140
ENSG00000197919	En	Toll-like receptor signaling pathway:KEGG-hsa04620
ENSG00000197919	En	Tuberculosis:KEGG-hsa05152
ENSG00000175518	En	Protein processing in endoplasmic reticulum:KEGG-hsa04141
ENSG00000274830	En	Antigen processing and presentation:KEGG-hsa04612
ENSG00000274830	En	Graft-versus-host disease:KEGG-hsa05332
ENSG00000274830	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000136487	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000136487	En	Jak-STAT signaling pathway:KEGG-hsa04630
ENSG00000136487	En	Neuroactive ligand-receptor interaction:KEGG-hsa04080
ENSG00000275211	En	Drug metabolism - cytochrome P450:KEGG-hsa00982
ENSG00000274839	En	Salivary secretion:KEGG-hsa04970
ENSG00000151276	En	Tight junction:KEGG-hsa04530
ENSG00000140600	En	Endocytosis:KEGG-hsa04144
ENSG00000106341	En	Long-term depression:KEGG-hsa04730
ENSG00000065665	En	Phagosome:KEGG-hsa04145
ENSG00000065665	En	Protein export:KEGG-hsa03060
ENSG00000065665	En	Protein processing in endoplasmic reticulum:KEGG-hsa04141
ENSG00000065665	En	Vibrio cholerae infection:KEGG-hsa05110
ENSG00000106344	En	Ribosome biogenesis in eukaryotes:KEGG-hsa03008
ENSG00000143801	En	Alzheimer's disease:KEGG-hsa05010
ENSG00000143801	En	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000143801	En	Notch signaling pathway:KEGG-hsa04330
ENSG00000106348	En	Drug metabolism - other enzymes:KEGG-hsa00983
ENSG00000106348	En	Purine metabolism:KEGG-hsa00230
ENSG00000167393	En	mRNA surveillance pathway:KEGG-hsa03015
ENSG00000205937	En	RNA transport:KEGG-hsa03013
ENSG00000205937	En	mRNA surveillance pathway:KEGG-hsa03015
ENSG00000124562	En	Spliceosome:KEGG-hsa03040
ENSG00000112486	En	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000112486	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000131381	En	Endocytosis:KEGG-hsa04144
ENSG00000131386	En	Mucin type O-Glycan biosynthesis:KEGG-hsa00512
ENSG00000272532	En	Drug metabolism - cytochrome P450:KEGG-hsa00982
ENSG00000135406	En	Amyotrophic lateral sclerosis (ALS):KEGG-hsa05014
ENSG00000135409	En	Cytokine-cytokine receptor interaction:KEGG-hsa04060
ENSG00000135409	En	TGF-beta signaling pathway:KEGG-hsa04350
LRG_717	En	Vasopressin-regulated water reabsorption:KEGG-hsa04962
ENSG00000106992	En	Purine metabolism:KEGG-hsa00230
ENSG00000169062	En	RNA transport:KEGG-hsa03013
ENSG00000169062	En	mRNA surveillance pathway:KEGG-hsa03015
ENSG00000065000	En	Lysosome:KEGG-hsa04142
ENSG00000163634	En	RNA transport:KEGG-hsa03013
ENSG00000163637	En	Wnt signaling pathway:KEGG-hsa04310
ENSG00000163636	En	Proteasome:KEGG-hsa03050
ENSG00000174059	En	Cell adhesion molecules (CAMs):KEGG-hsa04514
ENSG00000174059	En	Hematopoietic cell lineage:KEGG-hsa04640
ENSG00000038274	En	Cysteine and methionine metabolism:KEGG-hsa00270
ENSG00000109163	En	GnRH signaling pathway:KEGG-hsa04912
ENSG00000109163	En	Neuroactive ligand-receptor interaction:KEGG-hsa04080
ENSG00000176454	En	Ether lipid metabolism:KEGG-hsa00565
ENSG00000176454	En	Glycerophospholipid metabolism:KEGG-hsa00564
LRG_101	En	Antigen processing and presentation:KEGG-hsa04612
LRG_101	En	Primary immunodeficiency:KEGG-hsa05340
LRG_101	En	Tuberculosis:KEGG-hsa05152
ENSG00000156052	En	African trypanosomiasis:KEGG-hsa05143
ENSG00000156052	En	Alzheimer's disease:KEGG-hsa05010
ENSG00000156052	En	Amoebiasis:KEGG-hsa05146
ENSG00000156052	En	Calcium signaling pathway:KEGG-hsa04020
ENSG00000156052	En	Chagas disease (American trypanosomiasis):KEGG-hsa05142
ENSG00000156052	En	Endocrine and other factor-regulated calcium reabsorption:KEGG-hsa04961
ENSG00000156052	En	Gap junction:KEGG-hsa04540
ENSG00000156052	En	Gastric acid secretion:KEGG-hsa04971
ENSG00000156052	En	Glutamatergic synapse:KEGG-hsa04724
ENSG00000156052	En	GnRH signaling pathway:KEGG-hsa04912
ENSG00000156052	En	Huntington's disease:KEGG-hsa05016
ENSG00000156052	En	Long-term depression:KEGG-hsa04730
ENSG00000156052	En	Long-term potentiation:KEGG-hsa04720
ENSG00000156052	En	Melanogenesis:KEGG-hsa04916
ENSG00000156052	En	Pancreatic secretion:KEGG-hsa04972
ENSG00000156052	En	Salivary secretion:KEGG-hsa04970
ENSG00000156052	En	Vascular smooth muscle contraction:KEGG-hsa04270
ENSG00000275019	En	B cell receptor signaling pathway:KEGG-hsa04662
ENSG00000275019	En	Osteoclast differentiation:KEGG-hsa04380
ENSG00000105647	En	Acute myeloid leukemia:KEGG-hsa05221
ENSG00000105647	En	Aldosterone-regulated sodium reabsorption:KEGG-hsa04960
ENSG00000105647	En	Amoebiasis:KEGG-hsa05146
ENSG00000105647	En	Apoptosis:KEGG-hsa04210
ENSG00000105647	En	B cell receptor signaling pathway:KEGG-hsa04662
ENSG00000105647	En	Bacterial invasion of epithelial cells:KEGG-hsa05100
ENSG00000105647	En	Carbohydrate digestion and absorption:KEGG-hsa04973
ENSG00000105647	En	Chagas disease (American trypanosomiasis):KEGG-hsa05142
ENSG00000105647	En	Chemokine signaling pathway:KEGG-hsa04062
ENSG00000105647	En	Chronic myeloid leukemia:KEGG-hsa05220
ENSG00000105647	En	Colorectal cancer:KEGG-hsa05210
ENSG00000105647	En	Endometrial cancer:KEGG-hsa05213
ENSG00000105647	En	ErbB signaling pathway:KEGG-hsa04012
ENSG00000105647	En	Fc epsilon RI signaling pathway:KEGG-hsa04664
ENSG00000105647	En	Fc gamma R-mediated phagocytosis:KEGG-hsa04666
ENSG00000105647	En	Focal adhesion:KEGG-hsa04510
ENSG00000105647	En	Glioma:KEGG-hsa05214
ENSG00000105647	En	Hepatitis C:KEGG-hsa05160
ENSG00000105647	En	Insulin signaling pathway:KEGG-hsa04910
ENSG00000105647	En	Jak-STAT signaling pathway:KEGG-hsa04630
ENSG00000105647	En	Leukocyte transendothelial migration:KEGG-hsa04670
ENSG00000105647	En	Measles:KEGG-hsa05162
ENSG00000105647	En	Melanoma:KEGG-hsa05218
ENSG00000105647	En	Natural killer cell mediated cytotoxicity:KEGG-hsa04650
ENSG00000105647	En	Neurotrophin signaling pathway:KEGG-hsa04722
ENSG00000105647	En	Non-small cell lung cancer:KEGG-hsa05223
ENSG00000105647	En	Osteoclast differentiation:KEGG-hsa04380
ENSG00000105647	En	Pancreatic cancer:KEGG-hsa05212
ENSG00000105647	En	Pathways in cancer:KEGG-hsa05200
ENSG00000105647	En	Phosphatidylinositol signaling system:KEGG-hsa04070
ENSG00000105647	En	Progesterone-mediated oocyte maturation:KEGG-hsa04914
ENSG00000105647	En	Prostate cancer:KEGG-hsa05215
