Ontology-ID	Ontology-term	Ontology-name	Ontology-type	elite_term_in	number_changed.blue_Module-GO_z-score_elite	number_measured.blue_Module-GO_z-score_elite	 z_score.blue_Module-GO_z-score_elite	permuteP.blue_Module-GO_z-score_elite	number_changed.brown_Module-GO_z-score_elite	number_measured.brown_Module-GO_z-score_elite	 z_score.brown_Module-GO_z-score_elite	permuteP.brown_Module-GO_z-score_elite	number_changed.greenyellow_Module-GO_z-score_elite	number_measured.greenyellow_Module-GO_z-score_elite	 z_score.greenyellow_Module-GO_z-score_elite	permuteP.greenyellow_Module-GO_z-score_elite	number_changed.grey_Module-GO_z-score_elite	number_measured.grey_Module-GO_z-score_elite	 z_score.grey_Module-GO_z-score_elite	permuteP.grey_Module-GO_z-score_elite	number_changed.magenta_Module-GO_z-score_elite	number_measured.magenta_Module-GO_z-score_elite	 z_score.magenta_Module-GO_z-score_elite	permuteP.magenta_Module-GO_z-score_elite	number_changed.purple_Module-GO_z-score_elite	number_measured.purple_Module-GO_z-score_elite	 z_score.purple_Module-GO_z-score_elite	permuteP.purple_Module-GO_z-score_elite	number_changed.salmon_Module-GO_z-score_elite	number_measured.salmon_Module-GO_z-score_elite	 z_score.salmon_Module-GO_z-score_elite	permuteP.salmon_Module-GO_z-score_elite	number_changed.tan_Module-GO_z-score_elite	number_measured.tan_Module-GO_z-score_elite	 z_score.tan_Module-GO_z-score_elite	permuteP.tan_Module-GO_z-score_elite	number_changed.yellow_Module-GO_z-score_elite	number_measured.yellow_Module-GO_z-score_elite	 z_score.yellow_Module-GO_z-score_elite	permuteP.yellow_Module-GO_z-score_elite
ErbB signaling pathway:KEGG-hsa04012	ErbB signaling pathway:KEGG-hsa04012	KEGG	GeneSet	brown_Module-KEGG_z-score_elite	2	23	-0.569394627983	0.72	16	23	2.87984493776	0.01	0	23	-1.0022471725	0.626	1	23	-0.7490896011	0.422	1	23	-0.104913104749	0.6585	2	23	-0.321317838538	0.925	0	23	-0.81777667439	0.6645	0	23	-1.0022471725	0.6245	1	23	-1.1173270081	0.3025
Pancreatic cancer:KEGG-hsa05212	Pancreatic cancer:KEGG-hsa05212	KEGG	GeneSet	blue_Module-KEGG_z-score_elite	5	11	3.30277666013	0.0025	4	11	-0.276223993566	0.998	0	11	-0.688799603462	1.0	1	11	0.0462271802609	0.6635	0	11	-0.74944564952	0.687	1	11	-0.178281842331	0.697	0	11	-0.562021290252	1.0	0	11	-0.688799603462	1.0	0	11	-1.21766542733	0.4005
Citrate cycle (TCA cycle):KEGG-hsa00020	Citrate cycle (TCA cycle):KEGG-hsa00020	KEGG	GeneSet	purple_Module-KEGG_z-score_elite|tan_Module-KEGG_z-score_elite	1	20	-1.03326948092	0.3055	7	20	-0.49969992686	0.661	1	20	0.20645595653	0.5495	2	20	0.208303117004	0.8655	0	20	-1.01529300127	0.642	5	20	2.07838619759	0.04	1	20	0.616157436419	0.4265	3	20	2.48563640319	0.021	0	20	-1.64960219203	0.1505

GeneSet-ID	GeneSet-term	GeneSet-name	GeneSet-type	elite_term_in	number_changed.blue_Module-local_z-score_elite	number_measured.blue_Module-local_z-score_elite	 z_score.blue_Module-local_z-score_elite	permuteP.blue_Module-local_z-score_elite	number_changed.brown_Module-local_z-score_elite	number_measured.brown_Module-local_z-score_elite	 z_score.brown_Module-local_z-score_elite	permuteP.brown_Module-local_z-score_elite	number_changed.greenyellow_Module-local_z-score_elite	number_measured.greenyellow_Module-local_z-score_elite	 z_score.greenyellow_Module-local_z-score_elite	permuteP.greenyellow_Module-local_z-score_elite	number_changed.grey_Module-local_z-score_elite	number_measured.grey_Module-local_z-score_elite	 z_score.grey_Module-local_z-score_elite	permuteP.grey_Module-local_z-score_elite	number_changed.magenta_Module-local_z-score_elite	number_measured.magenta_Module-local_z-score_elite	 z_score.magenta_Module-local_z-score_elite	permuteP.magenta_Module-local_z-score_elite	number_changed.purple_Module-local_z-score_elite	number_measured.purple_Module-local_z-score_elite	 z_score.purple_Module-local_z-score_elite	permuteP.purple_Module-local_z-score_elite	number_changed.salmon_Module-local_z-score_elite	number_measured.salmon_Module-local_z-score_elite	 z_score.salmon_Module-local_z-score_elite	permuteP.salmon_Module-local_z-score_elite	number_changed.tan_Module-local_z-score_elite	number_measured.tan_Module-local_z-score_elite	 z_score.tan_Module-local_z-score_elite	permuteP.tan_Module-local_z-score_elite	number_changed.yellow_Module-local_z-score_elite	number_measured.yellow_Module-local_z-score_elite	 z_score.yellow_Module-local_z-score_elite	permuteP.yellow_Module-local_z-score_elite
Alpha 6 Beta 4 signaling pathway:WP244	Alpha 6 Beta 4 signaling pathway:WP244	WikiPathways	GeneSet	salmon_Module-local_z-score_elite	2	14	0.176193105322	0.821	5	14	-0.391568678922	0.8025	0	14	-0.723342128587	1.0	0	14	-1.16217865632	0.3765	1	14	0.430207182492	0.48	0	14	-1.30159089155	0.38	3	14	4.90574383618	0.008	0	14	-0.876533869804	0.6895	3	14	1.166666797	0.186
p38 MAPK Signaling Pathway:WP400	p38 MAPK Signaling Pathway:WP400	WikiPathways	GeneSet	blue_Module-local_z-score_elite	3	6	2.74807579	0.027	2	6	-0.374036036268	0.9675	0	6	-0.471026420929	1.0	1	6	0.699455844284	0.4375	0	6	-0.547255324686	1.0	0	6	-0.847570845015	0.6385	0	6	-0.371238817064	1.0	0	6	-0.570781923518	1.0	0	6	-0.888011200617	0.6375
Corticotropin-releasing hormone:WP2355	Corticotropin-releasing hormone:WP2355	WikiPathways	GeneSet	yellow_Module-local_z-score_elite	5	23	1.31550235957	0.1065	10	23	0.263848485888	0.8495	0	23	-0.932764995661	0.6475	0	23	-1.49865399301	0.2725	1	23	-0.0863834541744	0.6725	0	23	-1.67842902318	0.1745	1	23	0.697553470424	0.4505	0	23	-1.13030899066	0.4785	6	23	2.21377934207	0.0255
IL-3 Signaling Pathway:WP286	IL-3 Signaling Pathway:WP286	WikiPathways	GeneSet	brown_Module-local_z-score_elite	2	11	0.546129363379	0.3805	9	11	2.78539687484	0.012	0	11	-0.639892345357	1.0	0	11	-1.02810163646	0.611	0	11	-0.743449788936	0.691	0	11	-1.15143030576	0.399	0	11	-0.50433026001	1.0	0	11	-0.775410820921	0.738	0	11	-1.20636878234	0.403
Glial Cell Differentiation:WP2276	Glial Cell Differentiation:WP2276	WikiPathways	GeneSet	magenta_Module-local_z-score_elite	1	7	0.124008437417	0.5795	1	7	-1.43369842113	0.243	0	7	-0.509103502775	1.0	0	7	-0.817965940874	0.636	4	7	6.56277384948	0.0	0	7	-0.916087223294	0.6265	0	7	-0.401249216043	1.0	0	7	-0.616923093211	1.0	1	7	0.227484286977	0.529
Senescence and Autophagy in Cancer:WP615	Senescence and Autophagy in Cancer:WP615	WikiPathways	GeneSet	yellow_Module-local_z-score_elite	1	12	-0.460257036669	0.5225	5	12	0.0605615819371	0.9995	0	12	-0.668791172679	1.0	1	12	-0.040701999143	0.699	0	12	-0.777025479017	0.6685	1	12	-0.260000571752	0.736	0	12	-0.52710683048	1.0	0	12	-0.810429935588	0.723	4	12	2.37842315031	0.031
Striated Muscle Contraction:WP383	Striated Muscle Contraction:WP383	WikiPathways	GeneSet	blue_Module-local_z-score_elite	5	8	4.24307343931	0.0005	2	8	-0.914261076031	0.483	1	8	1.37666652751	0.243	0	8	-0.87502204961	0.615	0	8	-0.632753547927	1.0	0	8	-0.979987649477	0.6205	0	8	-0.429237812825	1.0	0	8	-0.659955729816	1.0	0	8	-1.02674604055	0.626
B Cell Receptor Signaling Pathway:WP23	B Cell Receptor Signaling Pathway:WP23	WikiPathways	GeneSet	brown_Module-local_z-score_elite	2	17	-0.120643257343	0.8725	12	17	2.52447401486	0.0215	0	17	-0.79868745909	0.6475	0	17	-1.28323442164	0.398	1	17	0.227437163115	0.538	0	17	-1.43716822353	0.2475	0	17	-0.629484407544	1.0	1	17	0.144518509487	0.4425	1	17	-0.738778940281	0.562
Oxidative phosphorylation:WP623	Oxidative phosphorylation:WP623	WikiPathways	GeneSet	purple_Module-local_z-score_elite	0	14	-1.44138697004	0.2445	0	14	-3.13398902211	0.0005	0	14	-0.723342128587	1.0	3	14	1.71308152588	0.1505	0	14	-0.84040472859	0.6325	10	14	7.44454896174	0.0	0	14	-0.570101090337	1.0	0	14	-0.876533869804	0.6935	1	14	-0.520240412325	0.5195
Kit receptor signaling pathway:WP304	Kit receptor signaling pathway:WP304	WikiPathways	GeneSet	brown_Module-local_z-score_elite	2	15	0.070800903351	0.831	11	15	2.58648815336	0.0215	0	15	-0.74923122635	0.658	1	15	-0.277232829424	0.778	0	15	-0.870483607338	0.6525	0	15	-1.34817605853	0.246	0	15	-0.590505546651	1.0	0	15	-0.90790584463	0.687	1	15	-0.597103081598	0.5285
Cori Cycle:WP1946	Cori Cycle:WP1946	WikiPathways	GeneSet	greenyellow_Module-local_z-score_elite	0	11	-1.2750985355	0.3915	5	11	0.315251493836	0.7955	3	11	4.28533964618	0.008	1	11	0.0509802464358	0.6575	0	11	-0.743449788936	0.688	1	11	-0.166705397804	0.707	0	11	-0.50433026001	1.0	1	11	0.60189231554	0.2935	0	11	-1.20636878234	0.398
Prostaglandin Synthesis and Regulation:WP98	Prostaglandin Synthesis and Regulation:WP98	WikiPathways	GeneSet	yellow_Module-local_z-score_elite	1	7	0.124008437417	0.5695	1	7	-1.43369842113	0.2275	0	7	-0.509103502775	1.0	0	7	-0.817965940874	0.6365	1	7	1.19707248327	0.2715	1	7	0.315056452456	0.5275	0	7	-0.401249216043	1.0	0	7	-0.616923093211	1.0	3	7	2.60204629625	0.035
Signaling of Hepatocyte Growth Factor Receptor:WP313	Signaling of Hepatocyte Growth Factor Receptor:WP313	WikiPathways	GeneSet	brown_Module-local_z-score_elite	2	14	0.176193105322	0.816	10	14	2.35085166426	0.031	0	14	-0.723342128587	1.0	0	14	-1.16217865632	0.3725	0	14	-0.84040472859	0.654	0	14	-1.30159089155	0.37	0	14	-0.570101090337	1.0	0	14	-0.876533869804	0.6955	2	14	0.323213192338	0.794
Electron Transport Chain:WP111	Electron Transport Chain:WP111	WikiPathways	GeneSet	purple_Module-local_z-score_elite	0	27	-2.01932203987	0.0645	0	27	-4.3905857598	0.0	0	27	-1.01337165728	0.6195	3	27	0.46049055363	0.657	0	27	-1.17737139722	0.3875	21	27	11.518650488	0.0	0	27	-0.79868745909	0.6325	0	27	-1.22798679242	0.4595	3	27	-0.0723665722082	0.95
G Protein Signaling Pathways:WP35	G Protein Signaling Pathways:WP35	WikiPathways	GeneSet	yellow_Module-local_z-score_elite	5	31	0.579390871525	0.558	17	31	1.62108491104	0.1885	0	31	-1.08881150034	0.403	0	31	-1.74937064556	0.109	0	31	-1.26502010219	0.389	0	31	-1.95922105937	0.083	0	31	-0.858145266231	0.635	0	31	-1.31940353003	0.3465	9	31	3.10764613571	0.0035
Signal Transduction of S1P Receptor:WP26	Signal Transduction of S1P Receptor:WP26	WikiPathways	GeneSet	yellow_Module-local_z-score_elite	0	7	-1.01447866273	0.6055	4	7	0.882509770181	0.4605	0	7	-0.509103502775	1.0	0	7	-0.817965940874	0.6385	0	7	-0.591494638794	1.0	0	7	-0.916087223294	0.6375	0	7	-0.401249216043	1.0	0	7	-0.616923093211	1.0	3	7	2.60204629625	0.027
Aryl Hydrocarbon Receptor:WP2586	Aryl Hydrocarbon Receptor:WP2586	WikiPathways	GeneSet	brown_Module-local_z-score_elite	1	9	-0.146453540296	0.6905	7	9	2.26820907542	0.0435	0	9	-0.578035228673	1.0	0	9	-0.928717101931	0.596	0	9	-0.671581980739	1.0	1	9	0.0470837949897	0.622	0	9	-0.455577659722	1.0	0	9	-0.700453403512	1.0	0	9	-1.0897515184	0.433
Tryptophan metabolism:WP465	Tryptophan metabolism:WP465	WikiPathways	GeneSet	tan_Module-local_z-score_elite	2	11	0.546129363379	0.353	1	11	-2.15489388717	0.075	0	11	-0.639892345357	1.0	0	11	-1.02810163646	0.62	0	11	-0.743449788936	0.6855	2	11	0.818019510156	0.321	0	11	-0.50433026001	1.0	4	11	4.73380172492	0.0005	2	11	0.692914300601	0.3235
Copper homeostasis:WP3286	Copper homeostasis:WP3286	WikiPathways	GeneSet	yellow_Module-local_z-score_elite	0	7	-1.01447866273	0.5975	3	7	0.110440373077	0.986	0	7	-0.509103502775	1.0	0	7	-0.817965940874	0.646	1	7	1.19707248327	0.272	0	7	-0.916087223294	0.6305	0	7	-0.401249216043	1.0	0	7	-0.616923093211	1.0	3	7	2.60204629625	0.032
Wnt Signaling Pathway and Pluripotency:WP399	Wnt Signaling Pathway and Pluripotency:WP399	WikiPathways	GeneSet	brown_Module-local_z-score_elite	1	16	-0.785404390735	0.4085	12	16	2.81010254427	0.014	0	16	-0.774321144048	0.664	0	16	-1.24408557332	0.3845	1	16	0.290506802855	0.515	0	16	-1.39332317087	0.2585	0	16	-0.61028013031	1.0	0	16	-0.938309386444	0.6655	2	16	0.120267872416	0.8325
Inflammatory Response Pathway:WP453	Inflammatory Response Pathway:WP453	WikiPathways	GeneSet	salmon_Module-local_z-score_elite	0	5	-0.856257592196	0.649	0	5	-1.86174979364	0.065	0	5	-0.429702225863	1.0	0	5	-0.690393571362	1.0	1	5	1.61422032158	0.2005	0	5	-0.773211570513	0.645	3	5	8.76954037564	0.0	0	5	-0.52070595644	1.0	1	5	0.592848839155	0.4415
Cardiac Hypertrophic Response:WP2795	Cardiac Hypertrophic Response:WP2795	WikiPathways	GeneSet	brown_Module-local_z-score_elite	0	9	-1.15183730341	0.409	7	9	2.26820907542	0.044	0	9	-0.578035228673	1.0	1	9	0.262667463172	0.5945	0	9	-0.671581980739	1.0	0	9	-1.04012383477	0.602	0	9	-0.455577659722	1.0	0	9	-0.700453403512	1.0	1	9	-0.041278466606	0.627
Primary Focal Segmental Glomerulosclerosis FSGS:WP2572	Primary Focal Segmental Glomerulosclerosis FSGS:WP2572	WikiPathways	GeneSet	salmon_Module-local_z-score_elite|yellow_Module-local_z-score_elite	3	25	-0.111226095154	0.9525	5	25	-2.15160877255	0.052	0	25	-0.973793343028	0.6325	2	25	-0.119476512646	0.937	2	25	0.784428942377	0.3325	0	25	-1.75225594563	0.1035	4	25	4.73679155342	0.002	0	25	-1.18002645445	0.479	9	25	3.88702004252	0.0
TCR Signaling Pathway:WP69	TCR Signaling Pathway:WP69	WikiPathways	GeneSet	brown_Module-local_z-score_elite	3	14	0.984983143005	0.2285	11	14	2.8993357329	0.0095	0	14	-0.723342128587	1.0	0	14	-1.16217865632	0.3925	0	14	-0.84040472859	0.6695	0	14	-1.30159089155	0.3775	0	14	-0.570101090337	1.0	0	14	-0.876533869804	0.685	0	14	-1.36369401699	0.2575
TCA Cycle:WP78	TCA Cycle:WP78	WikiPathways	GeneSet	tan_Module-local_z-score_elite	1	12	-0.460257036669	0.5015	5	12	0.0605615819371	0.9985	0	12	-0.668791172679	1.0	0	12	-1.07453277738	0.4005	0	12	-0.777025479017	0.6865	3	12	1.62686072039	0.12	0	12	-0.52710683048	1.0	3	12	3.14820859594	0.0055	0	12	-1.26085082667	0.3845
TGF beta Signaling Pathway:WP366	TGF beta Signaling Pathway:WP366	WikiPathways	GeneSet	yellow_Module-local_z-score_elite	4	23	0.680662082187	0.4555	11	23	0.694367856866	0.582	1	23	0.211787221237	0.585	0	23	-1.49865399301	0.2745	0	23	-1.08371969782	0.447	1	23	-0.991921822074	0.4305	0	23	-0.735157431094	0.6415	0	23	-1.13030899066	0.5005	6	23	2.21377934207	0.0235
Cytoplasmic Ribosomal Proteins:WP477	Cytoplasmic Ribosomal Proteins:WP477	WikiPathways	GeneSet	blue_Module-local_z-score_elite	15	26	6.99439678586	0.0	1	26	-3.8998384551	0.001	0	26	-0.993752668209	0.612	5	26	1.94834937705	0.086	1	26	-0.214632969795	0.714	2	26	-0.49416691605	0.709	0	26	-0.783224780199	0.6455	2	26	0.60566917497	0.2105	0	26	-1.87349044725	0.0755
Cell Cycle:WP179	Cell Cycle:WP179	WikiPathways	GeneSet	brown_Module-local_z-score_elite	0	7	-1.01447866273	0.6125	7	7	3.19871796149	0.0045	0	7	-0.509103502775	1.0	0	7	-0.817965940874	0.6375	0	7	-0.591494638794	1.0	0	7	-0.916087223294	0.593	0	7	-0.401249216043	1.0	0	7	-0.616923093211	1.0	0	7	-0.959796717658	0.619
IL-1 signaling pathway:WP195	IL-1 signaling pathway:WP195	WikiPathways	GeneSet	brown_Module-local_z-score_elite	0	8	-1.08524225079	0.4325	8	8	3.42184020988	0.0015	0	8	-0.544615329565	1.0	0	8	-0.87502204961	0.6085	0	8	-0.632753547927	1.0	0	8	-0.979987649477	0.623	0	8	-0.429237812825	1.0	0	8	-0.659955729816	1.0	0	8	-1.02674604055	0.6225
IL-5 Signaling Pathway:WP127	IL-5 Signaling Pathway:WP127	WikiPathways	GeneSet	brown_Module-local_z-score_elite	1	10	-0.260525389142	0.707	8	10	2.53632408636	0.026	0	10	-0.609707616979	1.0	1	10	0.151393417353	0.633	0	10	-0.708380093065	1.0	0	10	-1.09711552723	0.406	0	10	-0.480540208415	1.0	0	10	-0.738833472902	0.748	0	10	-1.14946246945	0.4195
DNA Damage Response (only ATM dependent):WP710	DNA Damage Response (only ATM dependent):WP710	WikiPathways	GeneSet	blue_Module-local_z-score_elite	5	11	3.2779712117	0.008	4	11	-0.302284851416	0.998	0	11	-0.639892345357	1.0	1	11	0.0509802464358	0.6675	1	11	0.687127835229	0.3995	0	11	-1.15143030576	0.3855	0	11	-0.50433026001	1.0	0	11	-0.775410820921	0.7395	0	11	-1.20636878234	0.4095
Glycolysis and Gluconeogenesis:WP534	Glycolysis and Gluconeogenesis:WP534	WikiPathways	GeneSet	greenyellow_Module-local_z-score_elite|tan_Module-local_z-score_elite	2	29	-0.960279305462	0.4155	6	29	-2.24667372437	0.048	6	29	5.08909309799	0.0	2	29	-0.344293926455	0.7	0	29	-1.22186234218	0.396	4	29	0.563121945301	0.7345	0	29	-0.828868555615	0.622	7	29	4.73586462941	0.0	2	29	-0.798662277789	0.5165
Focal Adhesion:WP306	Focal Adhesion:WP306	WikiPathways	GeneSet	salmon_Module-local_z-score_elite|yellow_Module-local_z-score_elite	5	54	-0.793250468526	0.544	17	54	-1.44657707607	0.193	0	54	-1.46019478143	0.2625	1	54	-1.84446476386	0.0905	3	54	0.298459471041	0.934	5	54	-0.338798795939	0.8285	6	54	4.58083623042	0.005	1	54	-1.12921499401	0.337	16	54	4.31003176403	0.0
mRNA Processing:WP411	mRNA Processing:WP411	WikiPathways	GeneSet	blue_Module-local_z-score_elite	3	7	2.40098263771	0.04	2	7	-0.661629024027	0.693	0	7	-0.509103502775	1.0	1	7	0.531146714853	0.4945	0	7	-0.591494638794	1.0	1	7	0.315056452456	0.534	0	7	-0.401249216043	1.0	0	7	-0.616923093211	1.0	0	7	-0.959796717658	0.613
Vitamin B12 Metabolism:WP1533	Vitamin B12 Metabolism:WP1533	WikiPathways	GeneSet	grey_Module-local_z-score_elite	0	8	-1.08524225079	0.436	2	8	-0.914261076031	0.4865	0	8	-0.544615329565	1.0	3	8	2.91342568791	0.0295	1	8	1.04140688096	0.3015	0	8	-0.979987649477	0.599	1	8	1.97575640315	0.1935	0	8	-0.659955729816	1.0	1	8	0.0845898726587	0.578
Selenium Micronutrient Network:WP15	Selenium Micronutrient Network:WP15	WikiPathways	GeneSet	tan_Module-local_z-score_elite	3	19	0.404974947203	0.635	4	19	-1.77366057813	0.1185	1	19	0.410388248763	0.517	4	19	1.94342136198	0.1025	0	19	-0.982330575813	0.6235	1	19	-0.768114696139	0.3875	1	19	0.905697239836	0.394	3	19	2.13623070276	0.0265	2	19	-0.141094976673	0.8775
Proteasome Degradation:WP183	Proteasome Degradation:WP183	WikiPathways	GeneSet	tan_Module-local_z-score_elite	1	37	-1.87478548203	0.073	19	37	1.33615441003	0.2895	0	37	-1.19443466674	0.405	2	37	-0.721420628825	0.5525	0	37	-1.38773687063	0.266	2	37	-1.05635318117	0.4035	0	37	-0.941392017601	0.6045	11	37	6.96013876701	0.0	2	37	-1.19784070285	0.3175
Synaptic Vesicle Pathway:WP2267	Synaptic Vesicle Pathway:WP2267	WikiPathways	GeneSet	brown_Module-local_z-score_elite	0	29	-2.09562892651	0.0405	26	29	5.45274331171	0.0	0	29	-1.05166531954	0.417	0	29	-1.68968865445	0.097	0	29	-1.22186234218	0.373	2	29	-0.664628905398	0.5565	0	29	-0.828868555615	0.621	1	29	-0.415782547764	0.617	0	29	-1.98267133552	0.072
IL-2 Signaling Pathway:WP49	IL-2 Signaling Pathway:WP49	WikiPathways	GeneSet	brown_Module-local_z-score_elite	2	12	0.412170480599	0.772	9	12	2.42712186071	0.031	0	12	-0.668791172679	1.0	1	12	-0.040701999143	0.7005	0	12	-0.777025479017	0.6895	0	12	-1.20343121782	0.3765	0	12	-0.52710683048	1.0	0	12	-0.810429935588	0.7245	0	12	-1.26085082667	0.3895
TSLP Signaling Pathway:WP2203	TSLP Signaling Pathway:WP2203	WikiPathways	GeneSet	brown_Module-local_z-score_elite	1	10	-0.260525389142	0.696	8	10	2.53632408636	0.0275	0	10	-0.609707616979	1.0	1	10	0.151393417353	0.6315	0	10	-0.708380093065	1.0	0	10	-1.09711552723	0.3935	0	10	-0.480540208415	1.0	0	10	-0.738833472902	0.741	0	10	-1.14946246945	0.4025
miRNA targets in ECM and membrane receptors:WP2911	miRNA targets in ECM and membrane receptors:WP2911	WikiPathways	GeneSet	salmon_Module-local_z-score_elite	0	10	-1.21495013206	0.3815	3	10	-0.699909928722	0.5485	0	10	-0.609707616979	1.0	0	10	-0.979604465226	0.6085	0	10	-0.708380093065	1.0	3	10	1.99918829406	0.076	3	10	5.98131224121	0.0005	0	10	-0.738833472902	0.748	1	10	-0.154132467495	0.6705
Translation Factors:WP107	Translation Factors:WP107	WikiPathways	GeneSet	blue_Module-local_z-score_elite	8	16	4.51756652089	0.0	3	16	-1.81362184359	0.074	1	16	0.59149531837	0.462	1	16	-0.346364733482	0.804	1	16	0.290506802855	0.5305	2	16	0.24512166895	0.8315	0	16	-0.61028013031	1.0	0	16	-0.938309386444	0.6795	0	16	-1.45980314105	0.252
TSH signaling pathway:WP2032	TSH signaling pathway:WP2032	WikiPathways	GeneSet	yellow_Module-local_z-score_elite	5	22	1.42673216599	0.105	10	22	0.449134337872	0.711	0	22	-0.911645560643	0.615	1	22	-0.696045501938	0.593	0	22	-1.05918238367	0.428	0	22	-1.64042644713	0.1575	0	22	-0.718512177825	1.0	0	22	-1.10471681322	0.4905	6	22	2.34012604214	0.0175
Integrin-mediated Cell Adhesion:WP185	Integrin-mediated Cell Adhesion:WP185	WikiPathways	GeneSet	yellow_Module-local_z-score_elite	4	38	-0.417787301789	0.7955	14	38	-0.510693842895	0.644	0	38	-1.21130373439	0.3935	0	38	-1.94617635389	0.077	0	38	-1.40733595612	0.254	2	38	-1.10043956375	0.298	1	38	0.171429926581	0.642	0	38	-1.46783756656	0.309	17	38	6.56271206554	0.0
Regulation of Microtubule Cytoskeleton:WP2038	Regulation of Microtubule Cytoskeleton:WP2038	WikiPathways	GeneSet	blue_Module-local_z-score_elite	5	17	2.08568063295	0.032	9	17	1.02824699957	0.398	0	17	-0.79868745909	0.6445	0	17	-1.28323442164	0.3885	0	17	-0.927943625509	0.6475	0	17	-1.43716822353	0.233	0	17	-0.629484407544	1.0	0	17	-0.967836078686	0.673	3	17	0.795143546079	0.26
Fatty Acid Biosynthesis:WP357	Fatty Acid Biosynthesis:WP357	WikiPathways	GeneSet	tan_Module-local_z-score_elite	3	10	1.64832409669	0.092	2	10	-1.34715673174	0.1885	0	10	-0.609707616979	1.0	1	10	0.151393417353	0.6375	0	10	-0.708380093065	1.0	0	10	-1.09711552723	0.4135	0	10	-0.480540208415	1.0	4	10	5.03543428454	0.0	0	10	-1.14946246945	0.4085
IL-6 signaling pathway:WP364	IL-6 signaling pathway:WP364	WikiPathways	GeneSet	brown_Module-local_z-score_elite	1	10	-0.260525389142	0.706	8	10	2.53632408636	0.019	0	10	-0.609707616979	1.0	1	10	0.151393417353	0.6255	0	10	-0.708380093065	1.0	0	10	-1.09711552723	0.408	0	10	-0.480540208415	1.0	0	10	-0.738833472902	0.743	0	10	-1.14946246945	0.4055
Toll-like receptor signaling pathway:WP75	Toll-like receptor signaling pathway:WP75	WikiPathways	GeneSet	brown_Module-local_z-score_elite	0	9	-1.15183730341	0.4085	7	9	2.26820907542	0.048	0	9	-0.578035228673	1.0	1	9	0.262667463172	0.5965	0	9	-0.671581980739	1.0	0	9	-1.04012383477	0.6195	0	9	-0.455577659722	1.0	0	9	-0.700453403512	1.0	1	9	-0.041278466606	0.612
Eicosanoid Synthesis:WP167	Eicosanoid Synthesis:WP167	WikiPathways	GeneSet	grey_Module-local_z-score_elite	0	4	-0.765354721488	0.6625	0	4	-1.66410085911	0.139	0	4	-0.384083750492	1.0	3	4	4.72641980647	0.005	1	4	1.91512287749	0.178	0	4	-0.691125114212	1.0	0	4	-0.302715072554	1.0	0	4	-0.465426252451	1.0	0	4	-0.724100936291	1.0
EGF/EGFR Signaling Pathway:WP437	EGF/EGFR Signaling Pathway:WP437	WikiPathways	GeneSet	brown_Module-local_z-score_elite	5	43	-0.222999642866	0.997	28	43	3.33581460409	0.0025	1	43	-0.444366181434	0.5095	3	43	-0.404069570079	0.763	1	43	-0.76277533394	0.3985	2	43	-1.30861539748	0.225	0	43	-1.01908036815	0.6435	0	43	-1.56684222127	0.2605	3	43	-0.965015267626	0.4775
Parkin-Ubiquitin Proteasomal System pathway:WP2359	Parkin-Ubiquitin Proteasomal System pathway:WP2359	WikiPathways	GeneSet	brown_Module-local_z-score_elite	0	31	-2.16964925364	0.0465	21	31	3.11250260162	0.0125	3	31	1.88493173714	0.1075	2	31	-0.446320369982	0.723	0	31	-1.26502010219	0.381	1	31	-1.36466652044	0.2095	0	31	-0.858145266231	0.6135	3	31	1.1753495466	0.0865	1	31	-1.4793298554	0.1595
Pathogenic Escherichia coli infection:KEGG-hsa05130:WP2272	Pathogenic Escherichia coli infection:KEGG-hsa05130:WP2272	WikiPathways	GeneSet	brown_Module-local_z-score_elite	2	25	-0.720969149162	0.539	17	25	2.81038633872	0.0155	0	25	-0.973793343028	0.623	1	25	-0.842024946264	0.4375	1	25	-0.173479477641	0.6905	0	25	-1.75225594563	0.087	0	25	-0.76749386588	0.6415	0	25	-1.18002645445	0.4985	4	25	0.707641261497	0.443
Leptin signaling pathway:WP2034	Leptin signaling pathway:WP2034	WikiPathways	GeneSet	brown_Module-local_z-score_elite	4	18	1.2220357257	0.155	12	18	2.25704321186	0.0455	0	18	-0.822394743351	0.6485	1	18	-0.473808251257	0.551	0	18	-0.955487595378	0.642	0	18	-1.47982740795	0.2205	0	18	-0.648169270588	1.0	1	18	0.0851764246557	0.469	0	18	-1.550434776	0.1695
Fatty Acid Beta Oxidation:WP143	Fatty Acid Beta Oxidation:WP143	WikiPathways	GeneSet	tan_Module-local_z-score_elite	2	15	0.070800903351	0.845	3	15	-1.65543592059	0.1085	1	15	0.660433451376	0.4315	1	15	-0.277232829424	0.773	0	15	-0.870483607338	0.641	3	15	1.18839222937	0.1995	0	15	-0.590505546651	1.0	5	15	5.00512196399	0.0	0	15	-1.41250191346	0.275
Ectoderm Differentiation:WP2858	Ectoderm Differentiation:WP2858	WikiPathways	GeneSet	magenta_Module-local_z-score_elite	2	18	-0.208365538483	0.895	9	18	0.8019950499	0.515	0	18	-0.822394743351	0.644	2	18	0.373707916485	0.846	3	18	2.41526031054	0.043	0	18	-1.47982740795	0.239	1	18	0.965899305189	0.3955	0	18	-0.996564168472	0.638	1	18	-0.804581683002	0.396
