Ontology-ID	Ontology-term	Ontology-name	Ontology-type	elite_term_in	number_changed.blue_Module-GO_z-score_elite	number_measured.blue_Module-GO_z-score_elite	 z_score.blue_Module-GO_z-score_elite	permuteP.blue_Module-GO_z-score_elite	number_changed.brown_Module-GO_z-score_elite	number_measured.brown_Module-GO_z-score_elite	 z_score.brown_Module-GO_z-score_elite	permuteP.brown_Module-GO_z-score_elite	number_changed.greenyellow_Module-GO_z-score_elite	number_measured.greenyellow_Module-GO_z-score_elite	 z_score.greenyellow_Module-GO_z-score_elite	permuteP.greenyellow_Module-GO_z-score_elite	number_changed.grey_Module-GO_z-score_elite	number_measured.grey_Module-GO_z-score_elite	 z_score.grey_Module-GO_z-score_elite	permuteP.grey_Module-GO_z-score_elite	number_changed.magenta_Module-GO_z-score_elite	number_measured.magenta_Module-GO_z-score_elite	 z_score.magenta_Module-GO_z-score_elite	permuteP.magenta_Module-GO_z-score_elite	number_changed.purple_Module-GO_z-score_elite	number_measured.purple_Module-GO_z-score_elite	 z_score.purple_Module-GO_z-score_elite	permuteP.purple_Module-GO_z-score_elite	number_changed.salmon_Module-GO_z-score_elite	number_measured.salmon_Module-GO_z-score_elite	 z_score.salmon_Module-GO_z-score_elite	permuteP.salmon_Module-GO_z-score_elite	number_changed.tan_Module-GO_z-score_elite	number_measured.tan_Module-GO_z-score_elite	 z_score.tan_Module-GO_z-score_elite	permuteP.tan_Module-GO_z-score_elite	number_changed.yellow_Module-GO_z-score_elite	number_measured.yellow_Module-GO_z-score_elite	 z_score.yellow_Module-GO_z-score_elite	permuteP.yellow_Module-GO_z-score_elite
GO:0044273	sulfur compound catabolic process	GeneOntology	biological_process	grey_Module-GO_z-score_elite	1	10	-0.148099656324	0.687	3	10	-0.890363366313	0.511	0	10	-0.626067037576	1.0	4	10	3.29097721837	0.0125	1	10	0.826481031837	0.3735	1	10	-0.0407904749456	0.6675	0	10	-0.523699417778	1.0	0	10	-0.579547406569	1.0	0	10	-1.08309200218	0.4035
GO:0001501	skeletal system development	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	2	11	0.698030381179	0.373	0	11	-2.94467354589	0.0025	0	11	-0.6568153892	1.0	0	11	-1.07934905401	0.403	1	11	0.722141958513	0.3945	1	11	-0.141883314711	0.705	2	11	3.21182759328	0.0315	0	11	-0.608011015688	1.0	5	11	3.80607452076	0.006
GO:0015631	tubulin binding	GeneOntology	molecular_function	brown_Module-GO_z-score_elite	7	58	0.140696138905	0.9995	36	58	2.82917752397	0.0035	3	58	0.57843139616	0.611	1	58	-2.05819064139	0.035	4	58	0.866831820968	0.446	2	58	-1.76230539701	0.0825	1	58	-0.448771179221	0.526	1	58	-0.660731467941	0.5855	3	58	-1.33613809784	0.1995
GO:0034612	response to tumor necrosis factor	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	0	13	-1.30358013143	0.3985	3	13	-1.52074898855	0.156	0	13	-0.714448864216	1.0	2	13	0.721950205987	0.367	1	13	0.542972787087	0.459	0	13	-1.23217577408	0.3915	1	13	1.13329839318	0.2985	0	13	-0.661362061139	1.0	6	13	4.22275380341	0.0005
GO:0003714	transcription corepressor activity	GeneOntology	molecular_function	tan_Module-GO_z-score_elite	2	14	0.329310072536	0.8235	7	14	0.458762940519	0.811	0	14	-0.741634373531	0.6685	0	14	-1.21873264947	0.3695	0	14	-0.821066042235	0.643	1	14	-0.399960444925	0.793	0	14	-0.620370449666	1.0	3	14	3.86346888968	0.0085	1	14	-0.406071133994	0.789
GO:0060078	regulation of postsynaptic membrane potential	GeneOntology	biological_process	brown_Module-GO_z-score_elite	0	5	-0.806571417991	0.6465	5	5	2.52874276892	0.0175	0	5	-0.442054937476	1.0	0	5	-0.726431789557	1.0	0	5	-0.489400587294	1.0	0	5	-0.762391001025	0.655	0	5	-0.369774959369	1.0	0	5	-0.409208243205	1.0	0	5	-0.764752236689	0.665
GO:0021953	central nervous system neuron differentiation	GeneOntology	biological_process	brown_Module-GO_z-score_elite	0	4	-0.721210633484	1.0	4	4	2.26112174769	0.039	0	4	-0.395271533779	1.0	0	4	-0.649552314207	1.0	0	4	-0.437606515328	1.0	0	4	-0.68170590297	1.0	0	4	-0.330641065062	1.0	0	4	-0.365901059381	1.0	0	4	-0.683817245166	1.0
GO:0051169	nuclear transport	GeneOntology	biological_process	blue_Module-GO_z-score_elite	17	64	3.85200972374	0.0005	28	64	-0.0308121437557	1.0	2	64	-0.269243535764	0.9145	5	64	-0.475814480046	0.6635	1	64	-1.17130923244	0.317	3	64	-1.52359757952	0.143	0	64	-1.3461412372	0.272	2	64	-0.0498781973451	0.893	6	64	-0.286478208974	0.839
GO:0090407	organophosphate biosynthetic process	GeneOntology	biological_process	greenyellow_Module-GO_z-score_elite	8	78	-0.349390314299	0.8655	38	78	0.870221035937	0.434	9	78	3.70119671661	0.002	10	78	1.01371767916	0.3315	3	78	-0.309642549018	0.7875	2	78	-2.31778320252	0.017	0	78	-1.49237585278	0.1665	2	78	-0.341799080305	0.699	6	78	-0.814575125884	0.48
GO:0086010	membrane depolarization during action potential	GeneOntology	biological_process	brown_Module-GO_z-score_elite	0	4	-0.721210633484	1.0	4	4	2.26112174769	0.037	0	4	-0.395271533779	1.0	0	4	-0.649552314207	1.0	0	4	-0.437606515328	1.0	0	4	-0.68170590297	1.0	0	4	-0.330641065062	1.0	0	4	-0.365901059381	1.0	0	4	-0.683817245166	1.0
GO:0016032	viral process	GeneOntology	biological_process	tan_Module-GO_z-score_elite	37	157	4.97481787181	0.0	69	157	0.00301729782125	1.0	4	157	-0.832933619605	0.506	12	157	-0.842629644921	0.478	2	157	-2.06965231464	0.0485	9	157	-2.00595636593	0.0565	2	157	-1.12903525534	0.3	15	157	4.69410449365	0.0	7	157	-2.57284900913	0.0115
GO:0005605	basal lamina	GeneOntology	cellular_component	salmon_Module-GO_z-score_elite	0	11	-1.19842235639	0.375	1	11	-2.33540648323	0.026	0	11	-0.6568153892	1.0	0	11	-1.07934905401	0.4115	1	11	0.722141958513	0.4125	0	11	-1.13277807713	0.3925	7	11	12.6149469164	0.0	0	11	-0.608011015688	1.0	2	11	0.840657935086	0.333
GO:0046148	pigment biosynthetic process	GeneOntology	biological_process	brown_Module-GO_z-score_elite	0	10	-1.14231905459	0.364	8	10	2.30373222286	0.0255	0	10	-0.626067037576	1.0	1	10	0.0511292406036	0.625	0	10	-0.693121035192	1.0	0	10	-1.07974786621	0.4045	0	10	-0.523699417778	1.0	1	10	1.21290992946	0.3105	0	10	-1.08309200218	0.4135
GO:0032392	DNA geometric change	GeneOntology	biological_process	purple_Module-GO_z-score_elite	2	8	1.20072385373	0.236	1	8	-1.79523306029	0.0835	1	8	1.30440679139	0.27	0	8	-0.919670742658	0.6265	0	8	-0.619586598555	1.0	3	8	2.51755160937	0.041	0	8	-0.468139220211	1.0	0	8	-0.518062197085	1.0	1	8	0.189892609851	0.5975
GO:0045597	positive regulation of cell differentiation	GeneOntology	biological_process	magenta_Module-GO_z-score_elite	8	84	-0.579026852533	0.5805	37	84	0.0208136538006	1.0	2	84	-0.6780572219	0.5495	4	84	-1.52444714375	0.141	9	84	2.77013151602	0.0135	6	84	-1.00028934805	0.3825	3	84	0.53484360951	0.626	1	84	-1.08479599132	0.305	14	84	1.90873507661	0.068
GO:0051350	negative regulation of lyase activity	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	0	8	-1.02112840552	0.6175	5	8	1.05999527802	0.4775	0	8	-0.559646478153	1.0	0	8	-0.919670742658	0.6075	0	8	-0.619586598555	1.0	0	8	-0.965195505191	0.5925	0	8	-0.468139220211	1.0	0	8	-0.518062197085	1.0	3	8	2.50604754127	0.041
GO:0051701	interaction with host	GeneOntology	biological_process	brown_Module-GO_z-score_elite	1	21	-0.972411834146	0.428	14	21	2.11086216695	0.0415	0	21	-0.910169032315	0.627	0	21	-1.495686764	0.168	1	21	0.0443390893801	0.632	0	21	-1.56972498398	0.167	1	21	0.603719147962	0.447	0	21	-0.84253932975	0.637	4	21	1.2953781782	0.186
GO:0034694	response to prostaglandin	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	1	6	0.398232933644	0.5205	1	6	-1.34787747484	0.215	0	6	-0.484387181616	1.0	0	6	-0.795996645098	0.6455	0	6	-0.536266764747	1.0	0	6	-0.835399397153	0.637	1	6	2.13750031326	0.1505	0	6	-0.448395008892	1.0	3	6	3.17138632067	0.0215
GO:0006119	oxidative phosphorylation	GeneOntology	biological_process	purple_Module-GO_z-score_elite	0	4	-0.721210633484	1.0	0	4	-1.77210468589	0.129	0	4	-0.395271533779	1.0	0	4	-0.649552314207	1.0	0	4	-0.437606515328	1.0	3	4	4.23793836346	0.0035	0	4	-0.330641065062	1.0	0	4	-0.365901059381	1.0	1	4	0.952054949071	0.339
GO:0030904	retromer complex	GeneOntology	cellular_component	brown_Module-GO_z-score_elite	0	4	-0.721210633484	1.0	4	4	2.26112174769	0.047	0	4	-0.395271533779	1.0	0	4	-0.649552314207	1.0	0	4	-0.437606515328	1.0	0	4	-0.68170590297	1.0	0	4	-0.330641065062	1.0	0	4	-0.365901059381	1.0	0	4	-0.683817245166	1.0
GO:0051084	'de novo' posttranslational protein folding	GeneOntology	biological_process	brown_Module-GO_z-score_elite	0	25	-1.81408335496	0.102	21	25	4.06428546606	0.0	2	25	1.12517226912	0.24	0	25	-1.6338389739	0.157	0	25	-1.10072516768	0.3955	2	25	-0.394765702127	0.7075	0	25	-0.831671670864	0.6485	0	25	-0.920362222306	0.6305	0	25	-1.72002661178	0.104
GO:0005615	extracellular space	GeneOntology	cellular_component	magenta_Module-GO_z-score_elite|salmon_Module-GO_z-score_elite	20	163	0.328140731168	0.794	49	163	-3.74930112132	0.0	9	163	1.24790161786	0.277	17	163	0.412417062952	0.7795	17	163	3.77170015618	0.0015	17	163	0.0161880481774	1.0	9	163	2.3899239452	0.0275	4	163	-0.590792427529	0.6425	21	163	1.06657546702	0.3535
GO:0007017	microtubule-based process	GeneOntology	biological_process	brown_Module-GO_z-score_elite	9	74	0.185374529246	1.0	51	74	4.42417877515	0.0	0	74	-1.73564542988	0.116	3	74	-1.6384368314	0.121	3	74	-0.213650441781	0.968	1	74	-2.60415473913	0.0135	0	74	-1.45185171322	0.2865	2	74	-0.263644249441	0.9175	5	74	-1.0612641119	0.331
GO:0030863	cortical cytoskeleton	GeneOntology	cellular_component	blue_Module-GO_z-score_elite	6	23	2.20935593565	0.0345	9	23	-0.467498712908	0.679	0	23	-0.953082069123	0.603	1	23	-0.851405286016	0.409	0	23	-1.05516053509	0.428	1	23	-0.956066181016	0.4165	0	23	-0.797244535707	0.633	1	23	0.304134392282	0.536	5	23	1.78111223024	0.084
GO:0048598	embryonic morphogenesis	GeneOntology	biological_process	salmon_Module-GO_z-score_elite	6	25	1.97525417765	0.0575	9	25	-0.805265991056	0.5435	0	25	-0.994238682608	0.6135	1	25	-0.94782464595	0.434	1	25	-0.135430995315	0.695	0	25	-1.71471588762	0.0995	3	25	2.92603789593	0.0295	1	25	0.218257327004	0.576	4	25	0.913419657039	0.4655
GO:0016758	transferase activity, transferring hexosyl groups	GeneOntology	molecular_function	grey_Module-GO_z-score_elite	2	12	0.564167862463	0.4095	1	12	-2.49300680432	0.0175	1	12	0.837541157052	0.381	4	12	2.81803840875	0.0195	1	12	0.628289465112	0.429	3	12	1.66346375941	0.1245	0	12	-0.574017409227	1.0	0	12	-0.635231374239	1.0	0	12	-1.18715744937	0.3885
GO:0001523	retinoid metabolic process	GeneOntology	biological_process	salmon_Module-GO_z-score_elite	0	10	-1.14231905459	0.4	2	10	-1.52918248415	0.1965	0	10	-0.626067037576	1.0	1	10	0.0511292406036	0.649	1	10	0.826481031837	0.378	1	10	-0.0407904749456	0.66	3	10	5.39182704912	0.0025	0	10	-0.579547406569	1.0	2	10	0.989742636243	0.283
GO:0005344	oxygen transporter activity	GeneOntology	molecular_function	grey_Module-GO_z-score_elite	0	3	-0.624406083152	1.0	0	3	-1.53424380406	0.266	0	3	-0.342216183081	1.0	3	3	5.34077387726	0.0	0	3	-0.378868748617	1.0	0	3	-0.590203877997	1.0	0	3	-0.286260743782	1.0	0	3	-0.316787962769	1.0	0	3	-0.592031825132	1.0
GO:0008094	DNA-dependent ATPase activity	GeneOntology	molecular_function	purple_Module-GO_z-score_elite	2	7	1.41967013868	0.1865	0	7	-2.34631176174	0.0255	1	7	1.46882948962	0.245	0	7	-0.860023816215	0.6235	0	7	-0.579402177594	1.0	3	7	2.81953794063	0.0265	0	7	-0.437777195697	1.0	0	7	-0.484462326687	1.0	1	7	0.332286525613	0.5455
GO:0051057	positive regulation of small GTPase mediated signal transduction	GeneOntology	biological_process	blue_Module-GO_z-score_elite	4	7	3.79424153433	0.0035	1	7	-1.58344110821	0.127	0	7	-0.523349583223	1.0	2	7	1.71930302307	0.135	0	7	-0.579402177594	1.0	0	7	-0.902595987091	0.612	0	7	-0.437777195697	1.0	0	7	-0.484462326687	1.0	0	7	-0.905391457961	0.6455
GO:0044843	cell cycle G1/S phase transition	GeneOntology	biological_process	tan_Module-GO_z-score_elite	2	46	-1.53905976134	0.1525	25	46	1.44146107959	0.1765	1	46	-0.570948578242	0.548	2	46	-1.21225388959	0.3045	2	46	-0.0702812993228	0.8895	1	46	-1.85083367503	0.0815	0	46	-1.13513834743	0.3995	11	46	8.03455069971	0.0	2	46	-1.37091522977	0.2355
GO:0003012	muscle system process	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	5	43	0.028789829337	0.9965	17	43	-0.588896474936	0.647	2	43	0.313762560818	0.8075	4	43	-0.0507036801429	0.9855	1	43	-0.711317914921	0.5925	3	43	-0.743078126281	0.602	2	43	0.823778759472	0.3275	0	43	-1.21345854232	0.397	9	43	2.27419239249	0.0315
GO:0090174	organelle membrane fusion	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	0	5	-0.806571417991	0.6485	1	5	-1.0797288898	0.3425	0	5	-0.442054937476	1.0	0	5	-0.726431789557	1.0	0	5	-0.489400587294	1.0	0	5	-0.762391001025	0.6705	1	5	2.4147912564	0.117	0	5	-0.409208243205	1.0	3	5	3.62602414103	0.0075
GO:0034446	substrate adhesion-dependent cell spreading	GeneOntology	biological_process	salmon_Module-GO_z-score_elite	1	9	-0.0356893827198	0.667	2	9	-1.31565302974	0.2725	0	9	-0.593766960829	1.0	0	9	-0.975741156511	0.64	0	9	-0.657361505799	1.0	0	9	-1.0240414692	0.6055	3	9	5.7370219471	0.0	0	9	-0.549647372567	1.0	3	9	2.24927503762	0.0595
GO:0005200	structural constituent of cytoskeleton	GeneOntology	molecular_function	blue_Module-GO_z-score_elite	8	33	2.3188102378	0.028	18	33	1.23931155643	0.217	0	33	-1.14497945207	0.403	0	33	-1.88155227295	0.065	2	33	0.41670213352	0.7985	0	33	-1.97469128069	0.077	1	33	0.135020883963	0.5895	1	33	-0.0665306617416	0.682	3	33	-0.257674063926	0.978
GO:0051707	response to other organism	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	9	49	1.53108927241	0.151	15	49	-1.90603423397	0.056	0	49	-1.40182368787	0.2455	5	49	0.163832406395	0.993	3	49	0.531219907376	0.615	1	49	-1.94289814577	0.048	3	49	1.53053548608	0.1385	3	49	1.1595724303	0.237	10	49	2.31084784754	0.02
GO:0042330	taxis	GeneOntology	biological_process	blue_Module-GO_z-score_elite	9	28	3.45407229513	0.0035	8	28	-1.65122260697	0.1115	1	28	-0.0509205301947	0.665	2	28	-0.433028107327	0.698	1	28	-0.253003184738	0.7395	3	28	0.0562182354923	0.959	0	28	-0.88093301218	0.6455	0	28	-0.974876857294	0.615	4	28	0.668655591913	0.4785
GO:0090136	epithelial cell-cell adhesion	GeneOntology	biological_process	blue_Module-GO_z-score_elite	3	5	3.40543369546	0.0095	2	5	-0.177610975118	0.948	0	5	-0.442054937476	1.0	0	5	-0.726431789557	1.0	0	5	-0.489400587294	1.0	0	5	-0.762391001025	0.673	0	5	-0.369774959369	1.0	0	5	-0.409208243205	1.0	0	5	-0.764752236689	0.673
GO:0044449	contractile fiber part	GeneOntology	cellular_component	salmon_Module-GO_z-score_elite	11	49	2.43972268677	0.0245	16	49	-1.61412059941	0.1135	2	49	0.122797114259	0.849	0	49	-2.30362609687	0.023	2	49	-0.163174718719	0.901	3	49	-0.993377945863	0.3615	4	49	2.43158492928	0.0445	3	49	1.1595724303	0.2145	8	49	1.36364906114	0.227
GO:0004620	phospholipase activity	GeneOntology	molecular_function	yellow_Module-GO_z-score_elite	1	9	-0.0356893827198	0.66	3	9	-0.642473990593	0.728	0	9	-0.593766960829	1.0	0	9	-0.975741156511	0.631	0	9	-0.657361505799	1.0	1	9	0.070797928735	0.635	0	9	-0.496680695546	1.0	0	9	-0.549647372567	1.0	4	9	3.34143774161	0.0115
GO:0000398	mRNA splicing, via spliceosome	GeneOntology	biological_process	blue_Module-GO_z-score_elite	6	10	4.82299733501	0.0005	1	10	-2.16800160198	0.0445	0	10	-0.626067037576	1.0	2	10	1.13107856652	0.2585	1	10	0.826481031837	0.3755	0	10	-1.07974786621	0.374	0	10	-0.523699417778	1.0	0	10	-0.579547406569	1.0	0	10	-1.08309200218	0.406
GO:0050926	regulation of positive chemotaxis	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	0	4	-0.721210633484	1.0	0	4	-1.77210468589	0.128	1	4	2.23784499124	0.1435	0	4	-0.649552314207	1.0	0	4	-0.437606515328	1.0	0	4	-0.68170590297	1.0	0	4	-0.330641065062	1.0	0	4	-0.365901059381	1.0	3	4	4.22379933755	0.002
GO:0008361	regulation of cell size	GeneOntology	biological_process	brown_Module-GO_z-score_elite	0	4	-0.721210633484	1.0	4	4	2.26112174769	0.0455	0	4	-0.395271533779	1.0	0	4	-0.649552314207	1.0	0	4	-0.437606515328	1.0	0	4	-0.68170590297	1.0	0	4	-0.330641065062	1.0	0	4	-0.365901059381	1.0	0	4	-0.683817245166	1.0
GO:0019217	regulation of fatty acid metabolic process	GeneOntology	biological_process	purple_Module-GO_z-score_elite	1	12	-0.343953641056	0.773	5	12	-0.159013406978	0.9995	0	12	-0.686220695904	1.0	0	12	-1.12767098814	0.406	0	12	-0.759717363426	0.6685	4	12	2.61244901345	0.031	0	12	-0.574017409227	1.0	1	12	1.00200187008	0.332	1	12	-0.240492300977	0.7285
GO:0006986	response to unfolded protein	GeneOntology	biological_process	greenyellow_Module-GO_z-score_elite	1	17	-0.728352254224	0.5775	5	17	-1.2123536323	0.3095	3	17	3.02828686145	0.0205	0	17	-1.34415207345	0.2445	3	17	2.59801137145	0.041	3	17	0.984716348865	0.2615	1	17	0.831204556673	0.3495	0	17	-0.757177916061	0.6585	1	17	-0.618541878645	0.573
GO:0045087	innate immune response	GeneOntology	biological_process	brown_Module-GO_z-score_elite	15	107	0.846695594999	0.4605	58	107	2.20873689232	0.0375	0	107	-2.1081553871	0.031	8	107	-0.745457323443	0.4855	5	107	0.0571544875849	0.9945	9	107	-0.693187182878	0.5305	0	107	-1.76345292524	0.1295	1	107	-1.38742188555	0.248	11	107	-0.0593192060838	1.0
GO:0005249	voltage-gated potassium channel activity	GeneOntology	molecular_function	brown_Module-GO_z-score_elite	0	4	-0.721210633484	1.0	4	4	2.26112174769	0.036	0	4	-0.395271533779	1.0	0	4	-0.649552314207	1.0	0	4	-0.437606515328	1.0	0	4	-0.68170590297	1.0	0	4	-0.330641065062	1.0	0	4	-0.365901059381	1.0	0	4	-0.683817245166	1.0
GO:0016469	proton-transporting two-sector ATPase complex	GeneOntology	cellular_component	brown_Module-GO_z-score_elite	0	9	-1.08338448222	0.411	8	9	2.72342120513	0.005	0	9	-0.593766960829	1.0	1	9	0.162294993709	0.5925	0	9	-0.657361505799	1.0	0	9	-1.0240414692	0.6295	0	9	-0.496680695546	1.0	0	9	-0.549647372567	1.0	0	9	-1.02721307437	0.6155
GO:0006413	translational initiation	GeneOntology	biological_process	blue_Module-GO_z-score_elite	30	50	10.9120312724	0.0	6	50	-4.6160378899	0.0	2	50	0.0932695392053	0.866	4	50	-0.372997156344	0.82	2	50	-0.19294646796	0.9145	4	50	-0.562416658904	0.646	0	50	-1.18486991122	0.4	2	50	0.310947876103	0.827	0	50	-2.45049561045	0.014
GO:0048812	neuron projection morphogenesis	GeneOntology	biological_process	brown_Module-GO_z-score_elite	5	59	-0.738700920707	0.544	39	59	3.48916611415	0.0005	0	59	-1.54282066636	0.174	2	59	-1.63318314072	0.1265	5	59	1.46546681805	0.135	1	59	-2.22687834759	0.021	1	59	-0.46695856366	0.5345	0	59	-1.42818206729	0.258	6	59	-0.0717317238737	0.999
GO:0019900	kinase binding	GeneOntology	molecular_function	blue_Module-GO_z-score_elite	18	101	2.05582151402	0.0495	54	101	1.98754220059	0.058	3	101	-0.426324053391	0.763	2	101	-2.66128402638	0.0095	1	101	-1.77207622958	0.075	5	101	-1.84635711323	0.095	2	101	-0.435081524982	0.721	2	101	-0.733449802031	0.567	14	101	1.15444093538	0.289
GO:0045202	synapse	GeneOntology	cellular_component	brown_Module-GO_z-score_elite|yellow_Module-GO_z-score_elite	2	85	-2.70800354508	0.006	48	85	2.38676816759	0.015	1	85	-1.2812994389	0.231	11	85	1.09932141041	0.3325	4	85	0.0655423339558	0.9825	1	85	-2.85447336777	0.0065	2	85	-0.178081755914	0.9085	0	85	-1.7276994841	0.1055	16	85	2.587047967	0.015
GO:0046686	response to cadmium ion	GeneOntology	biological_process	magenta_Module-GO_z-score_elite	0	8	-1.02112840552	0.6085	2	8	-1.08142597571	0.313	0	8	-0.559646478153	1.0	1	8	0.287048746951	0.5425	3	8	4.47435638577	0.0045	1	8	0.195720199664	0.597	0	8	-0.468139220211	1.0	0	8	-0.518062197085	1.0	1	8	0.189892609851	0.594
GO:0007626	locomotory behavior	GeneOntology	biological_process	magenta_Module-GO_z-score_elite	5	40	0.202683681121	0.9965	20	40	0.781386144341	0.531	1	40	-0.421709714821	0.5025	1	40	-1.53106087339	0.1695	6	40	3.2005661223	0.0055	3	40	-0.606364776151	0.622	0	40	-1.0566434882	0.424	2	40	0.638952768295	0.3945	2	40	-1.13973834085	0.2995
GO:0006415	translational termination	GeneOntology	biological_process	blue_Module-GO_z-score_elite	22	37	9.24662395465	0.0	3	37	-4.43763599803	0.0	1	37	-0.339667039997	0.7715	5	37	0.834790032253	0.53	1	37	-0.547551041896	0.5715	3	37	-0.460173691783	0.7735	0	37	-1.01534743353	0.629	2	37	0.754868034588	0.3595	0	37	-2.09989671051	0.053
GO:0009636	response to toxic substance	GeneOntology	biological_process	purple_Module-GO_z-score_elite|salmon_Module-GO_z-score_elite	2	28	-0.726955311315	0.5365	8	28	-1.65122260697	0.1295	0	28	-1.05312914721	0.4195	3	28	0.215764870087	0.94	3	28	1.57283646512	0.1295	7	28	2.55288448864	0.015	3	28	2.67289302143	0.0345	0	28	-0.974876857294	0.6145	2	28	-0.576625574962	0.7295
GO:0030048	actin filament-based movement	GeneOntology	biological_process	blue_Module-GO_z-score_elite	7	17	3.85616417576	0.002	5	17	-1.2123536323	0.3435	1	17	0.464125119073	0.4705	1	17	-0.514180097972	0.5475	1	17	0.262295983259	0.5715	0	17	-1.41068915146	0.2305	1	17	0.831204556673	0.3895	0	17	-0.757177916061	0.6675	1	17	-0.618541878645	0.5705
GO:0005789	endoplasmic reticulum membrane	GeneOntology	cellular_component	purple_Module-GO_z-score_elite	8	81	-0.466143278336	0.718	24	81	-2.65670191697	0.01	2	81	-0.622474725636	0.521	12	81	1.65997439301	0.1105	2	81	-0.924039679953	0.4345	27	81	6.9277211179	0.0	2	81	-0.107035065263	0.9075	0	81	-1.68451356693	0.119	4	81	-1.66048635713	0.1365
GO:1901888	regulation of cell junction assembly	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	0	9	-1.08338448222	0.3935	4	9	0.0307050485522	0.9925	0	9	-0.593766960829	1.0	0	9	-0.975741156511	0.6115	0	9	-0.657361505799	1.0	1	9	0.070797928735	0.6215	0	9	-0.496680695546	1.0	0	9	-0.549647372567	1.0	4	9	3.34143774161	0.007
GO:0001895	retina homeostasis	GeneOntology	biological_process	blue_Module-GO_z-score_elite	4	11	2.59448311875	0.022	5	11	0.101661767383	0.9975	0	11	-0.6568153892	1.0	0	11	-1.07934905401	0.421	1	11	0.722141958513	0.3985	0	11	-1.13277807713	0.4125	0	11	-0.54942013597	1.0	0	11	-0.608011015688	1.0	1	11	-0.147814260141	0.7185
GO:1903524	positive regulation of blood circulation	GeneOntology	biological_process	purple_Module-GO_z-score_elite	1	14	-0.511936307452	0.5375	6	14	-0.0817659118476	1.0	0	14	-0.741634373531	0.6885	0	14	-1.21873264947	0.379	0	14	-0.821066042235	0.644	4	14	2.2373421843	0.048	0	14	-0.620370449666	1.0	0	14	-0.686527563353	1.0	3	14	1.34783211807	0.1555
GO:0046488	phosphatidylinositol metabolic process	GeneOntology	biological_process	magenta_Module-GO_z-score_elite	1	17	-0.728352254224	0.5775	10	17	1.24240027364	0.225	1	17	0.464125119073	0.4705	1	17	-0.514180097972	0.536	3	17	2.59801137145	0.0415	1	17	-0.612220651355	0.5535	0	17	-0.684212592966	1.0	0	17	-0.757177916061	0.676	0	17	-1.41505826066	0.2505
GO:0050730	regulation of peptidyl-tyrosine phosphorylation	GeneOntology	biological_process	yellow_Module-GO_z-score_elite	1	27	-1.27828450187	0.2	10	27	-0.727949885832	0.564	0	27	-1.03384897798	0.4325	1	27	-1.03842618598	0.286	1	27	-0.215178492391	0.7265	4	27	0.75870489073	0.471	0	27	-0.864805324895	0.6425	0	27	-0.957029292407	0.6185	10	27	4.5502494674	0.0
GO:0002064	epithelial cell development	GeneOntology	biological_process	salmon_Module-GO_z-score_elite	4	18	1.43494479604	0.142	5	18	-1.38823532872	0.229	0	18	-0.841915017246	0.6525	0	18	-1.3835244916	0.2635	1	18	0.2031976093	0.5665	0	18	-1.45201054973	0.237	3	18	3.71519660594	0.0095	0	18	-0.779356898721	0.6535	5	18	2.4149951678	0.0345
GO:0015630	microtubule cytoskeleton	GeneOntology	cellular_component	brown_Module-GO_z-score_elite	3	25	0.0805854113459	0.9515	16	25	2.03530569226	0.043	0	25	-0.994238682608	0.6225	0	25	-1.6338389739	0.1635	1	25	-0.135430995315	0.684	2	25	-0.394765702127	0.699	0	25	-0.831671670864	0.655	2	25	1.35687687631	0.2085	1	25	-1.06166504457	0.283
GO:0005874	microtubule	GeneOntology	cellular_component	brown_Module-GO_z-score_elite	3	75	-2.07886953938	0.041	63	75	7.14496881984	0.0	1	75	-1.12687709329	0.3175	1	75	-2.47026895165	0.013	3	75	-0.238086189282	0.9725	2	75	-2.24096559858	0.0305	0	75	-1.46206958303	0.265	1	75	-0.950759738979	0.446	1	75	-2.63799027981	0.0085
GO:0030234	enzyme regulator activity	GeneOntology	molecular_function	brown_Module-GO_z-score_elite	9	131	-1.72394071028	0.094	81	131	4.29093570513	0.0	9	131	1.95207455262	0.0515	8	131	-1.38626577641	0.2095	4	131	-0.86004330988	0.512	7	131	-1.96910155028	0.055	0	131	-1.96579690289	0.081	2	131	-1.14821059018	0.303	11	131	-0.798849088987	0.47
GO:0046040	IMP metabolic process	GeneOntology	biological_process	brown_Module-GO_z-score_elite	0	5	-0.806571417991	0.641	5	5	2.52874276892	0.012	0	5	-0.442054937476	1.0	0	5	-0.726431789557	1.0	0	5	-0.489400587294	1.0	0	5	-0.762391001025	0.6595	0	5	-0.369774959369	1.0	0	5	-0.409208243205	1.0	0	5	-0.764752236689	0.6785
