GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
ENSG00000147416	ATP6V1B2	ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B2 [Source:HGNC Symbol;Acc:HGNC:854]	4	0.166666666667	ENSG00000147416	Epithelial cell signaling in Helicobacter pylori infection:KEGG-hsa05120 // Collecting duct acid secretion:KEGG-hsa04966 // Vibrio cholerae infection:KEGG-hsa05110 // Rheumatoid arthritis:KEGG-hsa05323
ENSG00000136888	ATP6V1G1	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 [Source:HGNC Symbol;Acc:HGNC:864]	4	0.166666666667	ENSG00000136888	Epithelial cell signaling in Helicobacter pylori infection:KEGG-hsa05120 // Collecting duct acid secretion:KEGG-hsa04966 // Vibrio cholerae infection:KEGG-hsa05110 // Rheumatoid arthritis:KEGG-hsa05323
ENSG00000134318	ROCK2	Rho-associated, coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]	4	0.166666666667	ENSG00000134318	Pathogenic Escherichia coli infection:KEGG-hsa05130 // Axon guidance:KEGG-hsa04360 // Wnt signaling pathway:KEGG-hsa04310 // Shigellosis:KEGG-hsa05131
ENSG00000131100	ATP6V1E1	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1 [Source:HGNC Symbol;Acc:HGNC:857]	4	0.166666666667	ENSG00000131100	Epithelial cell signaling in Helicobacter pylori infection:KEGG-hsa05120 // Collecting duct acid secretion:KEGG-hsa04966 // Vibrio cholerae infection:KEGG-hsa05110 // Rheumatoid arthritis:KEGG-hsa05323
ENSG00000128524	ATP6V1F	ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F [Source:HGNC Symbol;Acc:HGNC:16832]	4	0.166666666667	ENSG00000128524	Epithelial cell signaling in Helicobacter pylori infection:KEGG-hsa05120 // Collecting duct acid secretion:KEGG-hsa04966 // Vibrio cholerae infection:KEGG-hsa05110 // Rheumatoid arthritis:KEGG-hsa05323
ENSG00000114573	ATP6V1A	ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A [Source:HGNC Symbol;Acc:HGNC:851]	4	0.166666666667	ENSG00000114573	Epithelial cell signaling in Helicobacter pylori infection:KEGG-hsa05120 // Collecting duct acid secretion:KEGG-hsa04966 // Vibrio cholerae infection:KEGG-hsa05110 // Rheumatoid arthritis:KEGG-hsa05323
ENSG00000100554	ATP6V1D	ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D [Source:HGNC Symbol;Acc:HGNC:13527]	4	0.166666666667	ENSG00000100554	Epithelial cell signaling in Helicobacter pylori infection:KEGG-hsa05120 // Collecting duct acid secretion:KEGG-hsa04966 // Vibrio cholerae infection:KEGG-hsa05110 // Rheumatoid arthritis:KEGG-hsa05323
ENSG00000071051	NCK2	NCK adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:7665]	4	0.166666666667	ENSG00000071051	Pathogenic Escherichia coli infection:KEGG-hsa05130 // ErbB signaling pathway:KEGG-hsa04012 // Axon guidance:KEGG-hsa04360 // T cell receptor signaling pathway:KEGG-hsa04660
ENSG00000033627	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865]	4	0.166666666667	ENSG00000033627	Epithelial cell signaling in Helicobacter pylori infection:KEGG-hsa05120 // Collecting duct acid secretion:KEGG-hsa04966 // Vibrio cholerae infection:KEGG-hsa05110 // Rheumatoid arthritis:KEGG-hsa05323
ENSG00000198793	MTOR	mechanistic target of rapamycin (serine/threonine kinase) [Source:HGNC Symbol;Acc:HGNC:3942]	3	0.125	ENSG00000198793	ErbB signaling pathway:KEGG-hsa04012 // Type II diabetes mellitus:KEGG-hsa04930 // Insulin signaling pathway:KEGG-hsa04910
