GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
ENSG00000106976	DNM1	dynamin 1 [Source:HGNC Symbol;Acc:HGNC:2972]	2	0.125	ENSG00000106976	Synaptic Vesicle Pathway:WP2267 // EGF/EGFR Signaling Pathway:WP437
ENSG00000106089	STX1A	syntaxin 1A (brain) [Source:HGNC Symbol;Acc:HGNC:11433]	2	0.125	ENSG00000106089	Monoamine Transport:WP727 // Synaptic Vesicle Pathway:WP2267
ENSG00000104695	PPP2CB	protein phosphatase 2, catalytic subunit, beta isozyme [Source:HGNC Symbol;Acc:HGNC:9300]	2	0.125	ENSG00000104695	Wnt Signaling Pathway and Pluripotency:WP399 // Monoamine Transport:WP727
ENSG00000091844	RGS17	regulator of G-protein signaling 17 [Source:HGNC Symbol;Acc:HGNC:14088]	2	0.125	ENSG00000091844	Calcium Regulation in the Cardiac Cell:WP536 // Myometrial Relaxation and Contraction Pathways:WP289
ENSG00000087258	GNAO1	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O [Source:HGNC Symbol;Acc:HGNC:4389]	2	0.125	ENSG00000087258	Calcium Regulation in the Cardiac Cell:WP536 // G Protein Signaling Pathways:WP35
ENSG00000008056	SYN1	synapsin I [Source:HGNC Symbol;Acc:HGNC:11494]	2	0.125	ENSG00000008056	Monoamine Transport:WP727 // Synaptic Vesicle Pathway:WP2267
ENSG00000007168	PAFAH1B1	platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa) [Source:HGNC Symbol;Acc:HGNC:8574]	2	0.125	ENSG00000007168	Wnt Signaling Pathway and Pluripotency:WP399 // Wnt Signaling Pathway:WP428
ENSG00000006125	AP2B1	adaptor-related protein complex 2, beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:563]	2	0.125	ENSG00000006125	Synaptic Vesicle Pathway:WP2267 // EGF/EGFR Signaling Pathway:WP437
ENSG00000221914	PPP2R2A	protein phosphatase 2, regulatory subunit B, alpha [Source:HGNC Symbol;Acc:HGNC:9304]	1	0.0625	ENSG00000221914	Wnt Signaling Pathway and Pluripotency:WP399
ENSG00000221823	PPP3R1	protein phosphatase 3, regulatory subunit B, alpha [Source:HGNC Symbol;Acc:HGNC:9317]	1	0.0625	ENSG00000221823	Initiation of transcription and translation elongation at the HIV-1 LTR:WP3414
ENSG00000220205	VAMP2	vesicle-associated membrane protein 2 (synaptobrevin 2) [Source:HGNC Symbol;Acc:HGNC:12643]	1	0.0625	ENSG00000220205	Synaptic Vesicle Pathway:WP2267
ENSG00000197959	DNM3	dynamin 3 [Source:HGNC Symbol;Acc:HGNC:29125]	1	0.0625	ENSG00000197959	Synaptic Vesicle Pathway:WP2267
ENSG00000186111	PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase, type I, gamma [Source:HGNC Symbol;Acc:HGNC:8996]	1	0.0625	ENSG00000186111	B Cell Receptor Signaling Pathway:WP23
ENSG00000185666	SYN3	synapsin III [Source:HGNC Symbol;Acc:HGNC:11496]	1	0.0625	ENSG00000185666	Synaptic Vesicle Pathway:WP2267
ENSG00000185359	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate [Source:HGNC Symbol;Acc:HGNC:4897]	1	0.0625	ENSG00000185359	EGF/EGFR Signaling Pathway:WP437
ENSG00000183020	AP2A2	adaptor-related protein complex 2, alpha 2 subunit [Source:HGNC Symbol;Acc:HGNC:562]	1	0.0625	ENSG00000183020	Synaptic Vesicle Pathway:WP2267
ENSG00000168993	CPLX1	complexin 1 [Source:HGNC Symbol;Acc:HGNC:2309]	1	0.0625	ENSG00000168993	Synaptic Vesicle Pathway:WP2267
ENSG00000164885	CDK5	cyclin-dependent kinase 5 [Source:HGNC Symbol;Acc:HGNC:1774]	1	0.0625	ENSG00000164885	Nicotine Activity on Dopaminergic Neurons:WP1602
ENSG00000159692	CTBP1	C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]	1	0.0625	ENSG00000159692	Wnt Signaling Pathway and Pluripotency:WP399
ENSG00000159082	SYNJ1	synaptojanin 1 [Source:HGNC Symbol;Acc:HGNC:11503]	1	0.0625	ENSG00000159082	EGF/EGFR Signaling Pathway:WP437
